nuTX,nuFL,T1,T2,F1,F2,llik,theta
0.2868547605798203,0.016077678406823153,0.49375181582235134,0.01042684790505827,0.53279858493364,0.7502444533466017,-381816.4783767917,5724202.999917759
0.2869993879772633,0.010225739672739816,0.037182585685706857,0.01013156584383933,0.36783962614166577,0.3859312960601334,-372424.1269568114,2603196.679449415
0.17282912830032907,0.012186725168868947,0.01578332250106264,0.010000626979511916,0.18570979600507223,0.6300922663212144,-345714.6037294348,2541951.5011335025
2.3357075204053688,0.17627416924048533,8.9617871263349,0.17188868347560504,0.3534690999612791,0.6495948056059614,-452807.05076058535,928820.0641343433
0.19113931794466155,0.012693241498248789,0.026755082086428465,0.010242179661774195,0.15596434562588446,0.6370447861354646,-344139.53580861073,2642632.201121112
0.30605540742072096,0.012201543262965728,0.02754179234829244,0.010029982525380003,0.4343227094815275,0.6416205726987515,-325809.8325049011,2528284.527952936
1.0436720543803926,0.051421139567322666,0.010383878717266383,0.05001196053112834,0.47269758421438357,0.6265447480759299,-395723.83923239476,2222963.2784009473
0.3335769340295503,0.01240984266390107,0.05456120882625598,0.010053353282549785,0.39426888524132464,0.6323814288215175,-323560.1397962556,2646465.5522843255
0.49707711468391624,0.012668542253390733,0.3932320375483023,0.010454103513559656,0.4473741029368766,0.6287904791791747,-318106.4832664274,3244668.555563946
0.29640599452823735,0.012402142631579228,0.049451233463458706,0.010382860057631366,0.3240241939263824,0.6240353997889183,-328864.91935957107,2659187.203280031
1.657234626985325,0.06489444900300881,9.07764460955762,0.053492631282963436,0.42334302985763467,0.484169968289151,-393501.00679164636,1336745.0607791801
0.39865958236848437,0.012076759406170704,0.3088998728345513,0.010077842217766097,0.3390636862051294,0.6181703573015349,-325104.2972406598,3466518.2671626047
1.518145184516904,0.3782812332536628,0.5293206141823704,0.30042819423467315,0.3476284898118872,0.7504405045316781,-821290.9428674715,1582638.9791980698
0.20674452708900606,0.011574935793191993,0.3997031738693292,0.010170389822431767,0.4029399054878137,0.6440467368212105,-335959.33952697495,7277096.9328832375
1.0253208209686302,0.12895215732928075,2.80856475658577,0.07605832077912611,0.36039772601254555,0.618416816729216,-477926.04408538435,2065446.679556729
0.42044729299059797,0.012187797258916286,0.33745944291235025,0.010131529529132937,0.382905533676666,0.6197246476103145,-320851.71324800904,3453724.1299260845
0.2612659223388705,0.011329160078358614,0.38343751888107763,0.010156968595086652,0.42300837464157076,0.5936094391487026,-329438.50741871365,5486834.222541199
0.3433142833544292,0.0128490876001075,0.01892230158346749,0.010419574297832657,0.4093592944385889,0.6258392351764462,-328982.50401253905,2420155.6734431228
0.378124291517737,0.012179429853019121,0.06665037492121118,0.010001376961284744,0.3838118557835363,0.6276600391715428,-321761.16545881156,2629273.525607932
0.44185747702474826,0.012562518633945835,0.11250032974295994,0.010337971465466266,0.3700458263663842,0.6289748848216167,-321533.4422386666,2690867.2861871473
3.154779575344951,0.18139601035232353,9.88828801692244,0.12046799169417644,0.3397035928328832,0.6945904454169329,-418733.0575811493,704687.5720914956
0.27731987164693656,0.012143513349708637,0.03226619938763897,0.010100617296699702,0.3485150649820176,0.6135033340278119,-328267.7177772077,2571239.277200556
0.33356809360629097,0.012230459247281335,0.067819429042395,0.010073522147110051,0.3446448432195296,0.6246896083760484,-326023.3625012388,2704298.5167925903
0.3353064540629093,0.012388404767437503,0.43188702323287625,0.010362894165887832,0.42015082723742714,0.6121592920641954,-321923.21913587325,4532724.602337743
0.4592239250120761,0.012382696219075959,0.11232736475192122,0.010216795702400064,0.4425364371439785,0.6342063620021198,-319229.83498765604,2692291.7216807357
1.2762509344910695,0.013900446695595921,9.899235939785388,0.011452250239702111,0.4990398054157331,0.5990912946231628,-345202.9293365655,1792467.794609144
1.3647602955147964,0.13023711926412937,0.010342240255102551,0.09666039987712509,0.4864707301666795,0.4772410609899497,-494178.05281752866,2084132.6336299477
0.3643595927561169,0.01248296787908987,0.3557021467175466,0.010419746526866759,0.33652628009499475,0.6144101706490783,-326067.9033264045,3868696.361410823
0.17896622244988286,0.012576740120531168,0.4121045237671295,0.01023555410554216,0.490598458042702,0.6425157907354171,-351251.76423659956,8991932.596267445
0.4336122792276616,0.012398331027343721,0.18889970090682512,0.0103226185342521,0.3196448279885501,0.6101762705177849,-327216.4199555311,2928673.3809451647
2.55151443519066,0.10543280660885147,9.75848663905504,0.08322466938273752,0.5338149938722637,0.6703330050779881,-370489.71743899875,900470.3677839474
0.1879538035887574,0.012125980646624136,0.033117982136692814,0.010049317780570843,0.00734549414007525,0.6207657486538687,-348017.83327874774,2693242.1518202154
0.7650306672085275,0.028218697133520106,0.08849976579048945,0.010252458634117802,0.3843990594117943,0.781050304706042,-512125.2903368124,2300367.8025693195
0.563902320007468,0.012289203985992257,0.21771635327544706,0.010016280707808379,0.4647201711504489,0.651814358418039,-318816.5486654927,2745694.2525866474
1.37809081665582,0.19807554724982482,1.4924486876641911,0.18242128522412307,0.29314799953221954,0.5481813665589756,-594716.2468146826,1591689.0320779423
0.5703586511128863,0.011997579819637746,0.22656532317453576,0.010176909467743994,0.3337018480513111,0.5609735076269239,-335404.46634594095,2682079.4092427776
2.816313393250086,0.3394928454414853,9.636812577161917,0.30548132734424205,0.3189870394980458,0.6689040028327924,-508434.3039708585,753669.8878642485
0.39970872401504093,0.012288464013650469,0.06840797493305065,0.010127258834335606,0.3931694265925269,0.6165792828587161,-321085.9244204003,2606563.804854362
0.3925973782539179,0.012449538630262838,0.35413161856422937,0.010432435824835874,0.42525155492597416,0.6269595648047249,-320335.3227834946,3705286.1654217
0.821996254862672,0.4103935974996023,0.010007384408895606,0.1788671609755829,0.634677004626881,0.6876814238684942,-910858.3921241622,2131725.261343392
0.2143154260744027,0.012270383500087037,0.27405335868762615,0.010353958082160202,0.18408790293778726,0.6231175526733655,-344578.4214799983,5378082.736070928
0.4269434339566909,0.011912896937143523,0.37864948943210364,0.010239007451161738,0.426620170769394,0.6071657874070027,-319778.54691308993,3557923.855640307
0.39708240770937137,0.012001431802974605,0.06517302026729338,0.010020638579424012,0.4327268446054264,0.6077787196150398,-321036.34282872255,2614182.3603757834
0.6700948690988598,0.06551246206690578,0.010908789470511342,0.06007735741594924,0.3709261312061155,0.597548456042115,-414512.11078157753,2245488.8965134406
0.9617484495545914,0.16348904834564168,0.01453758739505057,0.10107643927675636,0.20852800371201602,0.5445886768291259,-577165.6607131471,2031188.3936462405
0.336829600312575,0.012131112548326953,0.39590234242674305,0.01043907022498298,0.43143072145523603,0.6384261892770872,-323496.23043778527,4372419.249615044
0.5183307944821969,0.01260751201594008,0.25675617681852836,0.010397242981184463,0.4093574800785902,0.6248803272258143,-318409.12581294734,2892240.0817105137
0.46660185835650836,0.012292369725221627,0.34409868342765504,0.0100078665966458,0.41528942211474434,0.630605864679993,-318400.0135811333,3258499.4417844275
0.0905340108007555,0.013190574433284075,0.01155752388549668,0.010678615108453809,0.07771911282083484,0.5610397828473996,-405762.5032344345,2783242.29874584
2.231812085572997,0.1398945824843142,9.828404192793325,0.12582780640309643,0.49742414744916935,0.6147922492960278,-393920.9838480932,1002974.4689933598
0.2670292995141759,0.011511643410826253,0.4048529375178606,0.010043440671801383,0.35362853443367687,0.6098911924340474,-328665.5335713076,5450009.361834644
0.5021867286929378,0.012223243913962853,0.1794629550365177,0.01012053865780895,0.4119914768751436,0.6171783203012738,-318373.91834946803,2771071.642012971
2.6802533921026073,0.3620108253225181,9.686133993504303,0.316307602130201,0.5096684183485963,0.6066938678271208,-504235.28833166044,811822.581381105
0.42998994478227126,0.012119580861993256,0.42107566179221856,0.010002647162641423,0.444935525746849,0.6374245672533652,-318870.19400548894,3660772.6638597446
0.5267264403079139,0.012874451208553949,0.11496910629192483,0.010576218453554859,0.3491656012904458,0.6328721010686903,-326630.52042182325,2553150.1569399904
0.509783564179235,0.012314845811966155,0.2841634880552992,0.010338331072329085,0.3848810332034939,0.6032217406062889,-321206.1313131006,2957262.9565761234
2.4866062345345497,0.184201023682151,9.40639570707307,0.17659946597493162,0.47749006822920703,0.4465143477319792,-445442.4031010942,890967.3390144085
0.13739369260454148,0.012529597582649725,0.3736477653837134,0.01059450979157853,0.5540488867338688,0.6320294165390423,-403162.01064009685,12114022.69032145
0.43360078132434543,0.012470872374401731,0.3035905708418983,0.01035407358234785,0.3635520615967525,0.6277536325872572,-322352.6809221723,3280831.573248831
3.7445288631137577,0.06894834295674766,9.852289357708473,0.07129865648604601,0.5332481333934713,0.3344024690999944,-425047.4244763022,641778.0946371243
0.41851236506103856,0.01209279741686824,0.35733215918211586,0.010013996747556068,0.35351888237887047,0.6174898398932864,-323761.75580393436,3503875.6698613674
0.45413054775224315,0.012037160969358172,0.39245621009142195,0.010002962398831356,0.462985778735302,0.6090760793253712,-319697.1688701605,3458724.7195704477
0.3426753677557254,0.012158510286727113,0.055802925154148926,0.010100323683687358,0.33137090646318146,0.6199411460055811,-326431.00405190064,2611788.777627785
0.4164510355923465,0.012247551331044248,0.4946585098208213,0.010115065207006037,0.3972069721952811,0.6280738975182876,-321546.66848254704,3911562.0766163734
0.45230333955397745,0.012198656380384237,0.3136038945125111,0.01001845792441539,0.4121017153857935,0.622028716585376,-318815.54810004315,3247811.2532836376
0.52743410585348,0.08417382581701938,2.7050500712585963,0.06689051651445799,0.34367592245406553,0.6333361979869047,-516512.4161853268,3897802.599589231
0.41412335866854216,0.012794762341001034,0.40151693922637693,0.010223730354426381,0.41408840889688336,0.6474450340222547,-319969.50095431623,3691764.9819131647
0.486136092529419,0.012130088300766445,0.2993449345615374,0.010129352223696245,0.4366023916406553,0.6133764007303534,-318207.361754116,3094279.245999311
0.6211731000541896,0.34064857903539364,0.27317471805390464,0.08417909473301435,0.39709689868101644,0.6703535577974417,-799502.6274529443,2500812.379681437
2.004814312453781,0.44407148341044334,0.39237975328914415,0.19193976655890901,0.4696446929283056,0.5688457683710395,-823261.2528176163,1567264.835910592
0.31522870763376204,0.012153681503835135,0.3696455648399029,0.01009611224047838,0.370967303793624,0.6187933617085217,-324022.3872056871,4457818.792747396
0.7969000609016702,0.012408570979025008,5.106432720517121,0.010019920431908701,0.4906854534776129,0.6223894820994712,-345560.6862843143,2857558.7930809893
0.4010549099365742,0.012725872637325398,0.08507407498690044,0.010411219795690638,0.3523348668370598,0.6155260250583391,-323847.7956180123,2657021.606662075
0.4441759794235901,0.012089557015921916,0.09004096417828725,0.010055400467673007,0.4486087028802433,0.6532626924737086,-321197.5356386978,2648864.4483845285
1.1152025840115327,0.10790088102509145,1.3629895949154152,0.0965216533613636,0.3080335069551529,0.48704853658185154,-493317.86245900317,1926513.7654221344
2.747545743147267,0.10728171530043873,7.469708802152537,0.10524210426172842,0.505818466921038,0.355471865941582,-431684.7059025443,848051.5144130888
0.4370327299479974,0.012170174180652717,0.09270800888792373,0.010144607417144806,0.3743320082108248,0.6146357504913074,-321596.87722384837,2634097.577664447
0.2859558167392973,0.01191201319953493,0.385221205876067,0.010018968178747825,0.3596338302360563,0.6164404815555307,-325886.8819164281,4965342.99328403
0.5264581098394979,0.012478061209176694,0.14658998752481114,0.010289136491449866,0.45264201944687205,0.6031295067888612,-318915.06632789684,2670254.803741641
0.36374682453668894,0.012100132729847838,0.07279371741873346,0.010011820343127652,0.3723552989731225,0.6260924175534747,-323055.82656848326,2680821.1344969026
0.3770446404643577,0.013299265662673003,0.28614455139815187,0.010965892572296158,0.3057883206593274,0.634573664783375,-329126.1023929048,3498532.6810063194
