nuTX,nuFL,T1,T2,llik,theta
0.19867493144539813,0.010284392565523007,0.03576327370858606,0.011746889879091935,-453191.28740321385,2697878.784974356
0.18897423796901766,0.01036679499817849,0.03415183111180022,0.011931075236773423,-453681.27722377726,2716343.71104263
0.20374035821168088,0.010127352461726883,0.03659204248389266,0.011469262006009399,-453144.23353934777,2687139.8206363004
2.551131419368802,0.17975600702722783,9.473023478151886,0.2432606593804904,-730729.798459802,790959.6779347458
0.13209345874626174,0.013225618053334779,0.010154646973114212,0.014436408579711603,-479842.3592358671,2553473.5514413742
0.21780082595940212,0.010064598171122952,0.04543227864434055,0.011494353221756877,-453463.19745425635,2737829.656025428
0.19901716616787518,0.020360186116663848,0.01018955122970886,0.024169615462539852,-502524.9693262571,2452013.4748290894
0.17881772773979387,0.010082499460464151,0.21248148892182625,0.011745527288783192,-462853.91460302065,5405850.253694997
1.285421506442284,0.13451417555226863,0.6844278432616172,0.143626996399699,-814765.451898425,1683722.188734758
0.1671187889072627,0.010093024503152226,0.028557052320463596,0.011486075299091595,-454536.8068702296,2722613.1300950604
0.20540249184976692,0.010042695394071691,0.039367281591710476,0.01142964702920015,-453105.0995698761,2714608.0982665275
0.19009613229374728,0.010176032691078802,0.029870532775439065,0.01144967914589348,-453392.1222287379,2649343.055223638
0.19073626718950423,0.010320615749839605,0.03742508338189704,0.011758600248022904,-453500.49940385274,2750895.8065278106
0.2110117997756453,0.010233062295358732,0.0425961915111188,0.011518932691524328,-453258.2236354586,2730939.998426476
0.176132146097428,0.010007785442115157,0.03090020857176919,0.011469242952864075,-453812.7680548077,2719791.164744324
0.21684429009723272,0.021907130050030494,0.010153756453096102,0.0309574336892478,-578267.1165450368,2469315.387916319
0.4708085193697098,0.04110708844330994,0.012758008367537333,0.04309323962141428,-550426.5463953924,2201590.3931507003
0.19852287913585084,0.010068918807832986,0.03776128190247163,0.011433392284289294,-453023.5820732014,2721227.0184176336
0.19181989823369297,0.01001834534839486,0.04037384284619138,0.011237754690282042,-453647.0161652228,2780488.1175258853
3.4381655787364798,0.1818550270438321,9.753242846530195,0.27461049511431257,-780993.711773285,607266.8943159952
0.169263636204476,0.010053768937890556,0.028685802956559113,0.011411800179980175,-454120.4735524683,2714396.042250654
2.3867111039144513,0.15544095525077295,9.697391260567953,0.21544048656422368,-729825.5385909923,845623.3265877864
2.997987102060703,0.23399398292191087,9.531613578222338,0.285921013284968,-714601.2466948712,676921.577558237
2.848270368010607,0.212552129674408,9.873916953052218,0.23755185151741381,-689728.6283012405,711150.4729499437
0.19313831155336716,0.010077675593350797,0.0310981677034259,0.01138902649570656,-453281.97074098955,2654834.8568364424
1.2700386781884108,0.08795369987071054,0.6838225899497526,0.10279175321389465,-756867.6693218555,1741349.615189576
0.18508609266620274,0.010084775901196887,0.03576610686834691,0.011561369003141678,-453678.8003362726,2751740.365076677
1.2816307084568055,0.1432381226633011,0.6768862028765872,0.1400332825500068,-827653.791090428,1683700.8891850354
0.20072577774743292,0.010018313566229302,0.03943964781681907,0.011412033398741207,-453081.10166223155,2733533.830046872
2.249597522611668,0.22590262894841656,9.679393493154787,0.23643447326487702,-721226.8241743362,877229.0892942532
0.4310149001982588,0.04536051276124325,0.012582217567746619,0.05021973171752767,-552075.4247609527,2239314.5135725033
1.3110069327948286,0.1310049546833943,1.4884593554786676,0.1705802553527328,-818606.8761091512,1576039.3503842365
0.19908385218940555,0.010032473088633042,0.038354686264621296,0.011336587210081208,-453022.66840265284,2725517.7782900613
0.17082036826937658,0.010240705318498753,0.026246267067818848,0.011729913604371107,-454425.2148891895,2672990.0761273475
0.5384980365861655,0.16606500767079277,0.01092051186475937,0.20774647579393252,-1138425.702901903,2136407.9656757414
0.20029451347474103,0.010243018796547843,0.0384478989414929,0.011647625747824008,-453097.1552024167,2724285.7722008643
0.18649554335886062,0.010218426090777982,0.03185594078161349,0.011576692594285103,-453217.64084885444,2691265.243655309
0.5795803175746624,0.061718695122324585,0.011179415758700448,0.06912787050516413,-598773.3308164079,2146337.6089130626
1.8180987189419404,0.14594929349081776,9.49929895771574,0.15822093269712492,-686420.4052193711,1095110.4446328601
0.1442159869686234,0.010033535485514796,0.013942947047255272,0.01127775478805501,-458972.26036090206,2553376.540461495
0.2299993472166089,0.01012116208138721,0.04212265005265426,0.011549768484802313,-454658.149243342,2660787.6550131203
0.12757580511106012,0.010000195270140155,0.014098766466568727,0.011000245044381256,-461650.7714721531,2619548.206059773
1.823000250600362,0.08255343683107168,9.988094624182219,0.09353121681126318,-645544.5617533477,1118138.3447670978
0.18981182554026105,0.010106692022399437,0.029074772639893345,0.011382933719066944,-453500.1458850426,2639147.316624639
0.17044667923708726,0.010017576984537925,0.026169278034537658,0.011143685019580721,-453845.71076105,2666299.5339460024
0.19465937878839074,0.01027300749095621,0.035700094105398754,0.011696069120169824,-453147.66959211964,2711917.356019111
3.2096322174825698,0.20986912574693037,9.693634289028124,0.21742952336921065,-687678.6182582995,642356.1289568234
0.23243739830598678,0.010068459355862144,0.04888200423814751,0.011195525456585574,-454667.8961337516,2717500.1643811003
1.1401257915047724,0.14357278058667372,2.247428307890215,0.15874422345477446,-780483.1445300761,1711305.4561412544
2.963154415203233,0.21506396025963356,9.93680817917969,0.23289839763111075,-687705.2420293298,686367.0806344966
0.48090757028792064,0.06915589149552971,0.010115306727537453,0.10608333209757459,-811374.7967742989,2249096.994469332
1.5719600990968625,0.06381078662140481,9.960551044781251,0.07826617292467863,-649702.655607423,1300029.877431156
0.21092447097943512,0.010003222650210385,0.041981315066586276,0.011458307751023307,-453319.7854908228,2725055.6473535746
0.16185151237135997,0.010071533652348802,0.02127378232159809,0.011610535376786656,-455719.825094567,2626960.0203243364
3.1343639155574374,0.2576588298810807,9.268975261781854,0.3035346168565399,-718411.2769317434,649695.8881614201
0.14946366164193384,0.010036412550052722,0.01531578817025463,0.011220577897768836,-457748.50491074764,2560172.5124565223
0.3451898581506537,0.04469418976919207,0.010596008728889508,0.060689946591232564,-633184.095641498,2351387.2000455167
0.15441404127355154,0.010010337671992121,0.018274034066150836,0.011272609335420389,-456021.4851967906,2597882.585531572
1.4340764729058832,0.1083325842393457,1.6421905546460431,0.12623302548858786,-747713.3660465414,1498115.4845048669
0.23777787325665511,0.010101704577294979,0.034597463614434096,0.01157033197700424,-458700.00512401015,2562724.42571726
0.6458727314464254,0.06241663806978665,0.010400730347213031,0.0628080366904263,-611342.3296225134,2106524.219545138
0.8422561350888196,0.07748014685917158,0.011812271516970781,0.08454697277124737,-657019.2756039824,2031233.2679665617
2.8211730365359515,0.21736941395821296,9.497230076369155,0.24796973066006847,-696474.6645512865,717658.0505608328
0.1988440182109391,0.010078441630668612,0.035476755797382395,0.011446847152712169,-453060.18710284954,2691352.8617951963
0.19962139441677734,0.010133870503032072,0.03937982167513594,0.011501340151492486,-453095.7891149444,2737491.090307803
0.1971509198783902,0.010056447376822432,0.03713356378497555,0.011394180500098059,-453003.0478852151,2718260.4773943466
0.1433617438696435,0.010065982056575745,0.017025908415846128,0.011321149090326384,-457678.04234607343,2618462.895868408
2.3567609583088096,0.13676407249624478,9.578701891359309,0.1811566536352149,-696847.2061880485,861604.2715010253
0.21388169200894108,0.010018102928152785,0.041467313550644806,0.011444510481337352,-453399.9167142976,2707999.7997298194
0.2791227456718332,0.05462913749847666,0.010123780303480425,0.07262731764347942,-767094.4125910169,2476337.0753730885
1.435446773199356,0.16039400113662397,0.7150585265447545,0.17384187096237164,-878597.3938350899,1566879.644207555
1.451453466354648,0.1595733375554719,1.3469513355756353,0.16551078100432784,-819609.3564115603,1476739.754146649
1.3426613291058358,0.08038832448287062,0.680686077732759,0.11076831990427109,-819259.8231717467,1699188.0365222862
3.311310231557609,0.08405352208391009,9.585924662788779,0.10169023017238908,-663099.8266232347,644204.4518858404
3.1802080798680454,0.23053394143926662,9.716235445876626,0.33533169771121546,-788005.6144094742,641063.2210237744
0.4691164638427584,0.03676487962624783,0.010568172765493246,0.04470917632613118,-554043.8380286316,2208700.4497511806
0.1842925875321761,0.010149198343840536,0.03242041829168179,0.011410030357303745,-453242.0093220031,2706088.443025331
1.3721017884217956,0.22655944597322758,0.8243475374424387,0.2685754691649773,-1000676.21288865,1515380.5259453396
1.3105268926441342,0.4997659228649124,0.3089611969761713,0.4337898361028655,-1398571.2360193827,1456599.1785912898
0.23341936210024639,0.010023128371001633,0.05008512952338767,0.011179516515719344,-454602.236892523,2726105.6845145086
0.18961975222746927,0.010120017642958551,0.03011428759883578,0.011408612739825099,-453302.0620253722,2654199.5192679386
0.2068338983727087,0.010131065532337533,0.0381590182427233,0.011575591287608229,-453250.38364622684,2696008.5443538874
0.21784833804406778,0.010089760227820453,0.04589145457763008,0.011566017958093767,-453522.05627392576,2743296.6287507066
0.15047225376138423,0.010262464470787968,0.022164809696164713,0.011603919069992832,-456994.73293131066,2688858.999723225
0.7864512964427587,0.12700647757851374,0.01685019622460691,0.12243397140362555,-745351.0965276434,2006644.120321566
0.16358414297149387,0.010383869088949435,0.026658511009282366,0.011490672829202879,-455398.23277895304,2705511.6533548376
0.21697259849336575,0.010056331508212701,0.18376131175951554,0.01160049246160365,-459796.27424281935,4214790.651290746
1.3278697684792822,0.08059291300045568,0.6921185070223931,0.1134370217517766,-826513.4444659684,1705138.6574459116
0.3607917429833859,0.0727776225558919,0.010050252976400099,0.06812782425134087,-666122.6968217543,2295649.5902297595
3.7434267681195132,0.2601778035659995,9.631805256966336,0.337489740378468,-737196.7784923865,557325.2846359767
0.17517044135305726,0.010263560798582948,0.027915716289617594,0.011597331666974778,-453771.09671400045,2679092.103086851
0.19429444583083272,0.010092889197987759,0.03355893548609837,0.0114939170484046,-453116.2753862224,2684183.5391838187
0.21130286523632438,0.010245177441153766,0.042699127794219194,0.011617666064556097,-453208.2125351053,2732059.0507036145
0.15362023991039842,0.010195713615045518,0.021772230741349725,0.01125048740781983,-456079.12914026534,2662453.235064798
1.6825480204155017,0.37835528415766134,0.8238595411938165,0.34337204127362847,-1162258.0285380587,1303818.415605164
0.18508809854250924,0.010051398001033262,0.03949600367897299,0.011429081710137607,-454173.95081626315,2801556.2762726564
0.22002683793252173,0.010162735438605847,0.0470325888866848,0.011569060534350844,-453492.86885481613,2746932.6379730003
0.20974001790269917,0.010076618498135778,0.19557839092159182,0.011466032920101791,-460071.31458560174,4462389.775901823
0.20542523527142,0.010281685039899758,0.039108965936510705,0.011682039430900995,-453118.024423526,2712811.599901033
0.21758134510814947,0.010089789034864082,0.034772896639843946,0.011815981960163369,-455983.694612941,2623940.9254740505
