Sim,F_true,F_est,Nu0_true,Nu0_est,T_true,T_est,Theta,Loglik
9,0.5,0.13026596794801207,0.25,0.24877889705556744,0.1,0.12160334518376187,10326.971411093162,-214.45129781596438
10,0.5,0.07233185138004121,0.25,0.2778978096030533,0.1,0.09622247103177277,9956.002129314633,-216.76028054190772
11,0.5,0.11978256048813041,0.25,0.25840961023725745,0.1,0.11969635593657843,10178.867553300188,-218.44345383953976
12,0.5,0.087137391382214,0.25,0.27141049034059744,0.1,0.1089481857738789,9923.751848172053,-215.65128762437962
13,0.5,0.11670134636597836,0.25,0.24170720199886744,0.1,0.11172018805344679,10225.445640863913,-223.706445211208
14,0.5,0.06595197895579458,0.25,0.2692902866080519,0.1,0.12156855432139685,10073.6508563323,-221.27079731047024
15,0.5,0.15561090810076686,0.25,0.24033226244610695,0.1,0.1301468534698122,10427.025626116454,-222.46350722640875
16,0.5,0.08231822028117637,0.25,0.26194677715049036,0.1,0.10331555019171237,9916.245331038994,-215.38884746436975
17,0.5,0.1344839509424238,0.25,0.24990312255813935,0.1,0.11388862655156909,10292.65502125537,-215.36774627870557
18,0.5,0.09931895962942919,0.25,0.26142859851735245,0.1,0.11578807852842138,10088.586189782316,-216.93886244791622
19,0.5,0.10598785466832687,0.25,0.2664837381522163,0.1,0.11681496294079562,10118.555978539986,-218.7094081210214
20,0.5,0.04426734609991954,0.25,0.253593009724188,0.1,0.09888971002425384,10004.658318223266,-218.0887859807417
1,0.5,0.13774708012333203,0.25,0.259534713569198,0.2,0.22115093746968997,10268.351300426955,-222.37967699809587
2,0.5,0.1212453202543447,0.25,0.24471046813969255,0.2,0.2181997508671638,10339.391822127578,-224.12541122735615
3,0.5,0.06255946256041177,0.25,0.2844969051467545,0.2,0.2104797045810485,9773.16595965198,-219.01955800762812
4,0.5,0.1032731211201462,0.25,0.22913311970268516,0.2,0.20262578750634302,10372.742529791918,-215.4622584638306
5,0.5,0.11709719433137014,0.25,0.23469790631346485,0.2,0.20649476147296283,10366.886749607125,-215.534862565529
6,0.5,0.08897046012557627,0.25,0.23236790937656246,0.2,0.21463186456984956,10452.811036017663,-221.36243561699575
7,0.5,0.07622587840999955,0.25,0.25413683614148813,0.2,0.20108919580495685,10139.9403388907,-218.9991119196909
8,0.5,0.12073313550061428,0.25,0.23094469342875798,0.2,0.22424557854531849,10399.302681053741,-218.66379244811537
9,0.5,0.06567637219298048,0.25,0.22611689843709454,0.2,0.20168024510683738,10302.499124713266,-212.02642106715507
10,0.5,0.06456345647393244,0.25,0.23930371584784624,0.2,0.20886877252866964,10189.1716720403,-225.46388810334156
11,0.5,0.06925035025299556,0.25,0.2482294885191066,0.2,0.202216266198947,10020.1290137473,-216.06689065479907
12,0.5,0.0906199962459143,0.25,0.2446072894464357,0.2,0.22145200493132633,10246.92224904911,-227.37903552888292
13,0.5,0.10343375372332639,0.25,0.2280939557084365,0.2,0.2108155672459059,10455.966890112202,-221.81348773367938
14,0.5,0.11192108635938176,0.25,0.2717187978779015,0.2,0.20884513939541585,10051.936755181847,-218.6303729938087
15,0.5,0.08509763698322785,0.25,0.2644483020562319,0.2,0.22665485665704746,10106.416653571836,-218.35402234603475
16,0.5,0.10781564171757908,0.25,0.24495057946113638,0.2,0.2317785458628305,10279.884584326612,-214.96432474066512
17,0.5,0.08495833436100986,0.25,0.22627877840254373,0.2,0.1935349258764859,10266.617385947915,-221.4985205501714
18,0.5,0.07655530889692477,0.25,0.2699365183634446,0.2,0.21469066185729418,10010.6409032667,-218.40976482835174
19,0.5,0.03893952164928256,0.25,0.2535930500770725,0.2,0.2046072338603178,9922.93542046907,-217.39064995172328
20,0.5,0.06835997348051583,0.25,0.2571926703706657,0.2,0.20804885658669317,10016.719821516333,-219.29367610734062
1,0.5,0.08345860331586961,0.25,0.24792303998440052,0.3,0.27992435960302275,10053.777375684638,-220.37460163097046
2,0.5,0.051051043577123645,0.25,0.2214586468226504,0.3,0.27768238508336734,10388.524435661811,-219.83825770382737
3,0.5,0.10436579434155059,0.25,0.2459551496145008,0.3,0.3130643493019378,10118.997661736532,-218.41707385603138
4,0.5,0.08288875205292846,0.25,0.21896164606457855,0.3,0.3192192432022644,10516.646969291685,-219.5461095973767
5,0.5,0.07632438532699351,0.25,0.21764430507217328,0.3,0.31443936361284364,10413.928023896398,-219.58876808638604
6,0.5,0.08971113598957789,0.25,0.2257648659208273,0.3,0.3066989181509586,10390.11451667826,-215.89018092415813
7,0.5,0.05443724949808799,0.25,0.23817220591329624,0.3,0.2976558060888174,10152.062997168798,-210.8886288557128
8,0.5,0.10995677935303917,0.25,0.2220319447011725,0.3,0.29559621350643733,10426.652647273437,-218.7646416247709
9,0.5,0.06336651334250706,0.25,0.23541463301182045,0.3,0.29180156184730655,10234.574003511421,-212.08687453056632
10,0.5,0.09972236554841706,0.25,0.23740227160519084,0.3,0.3141083189670258,10262.260085251133,-219.9227158436869
11,0.5,0.09873196521352956,0.25,0.22452553736615422,0.3,0.2976427042776159,10331.548116859636,-220.8463287165947
12,0.5,0.07355675480416618,0.25,0.22165887308238125,0.3,0.31300783369212765,10344.09387199625,-212.5188001347516
13,0.5,0.07921315185375137,0.25,0.21869719512495897,0.3,0.29933034957206117,10405.898012557796,-217.92114761815412
14,0.5,0.0702996777482957,0.25,0.24866080206524563,0.3,0.30873071142423114,10133.978660697729,-212.95517335089414
15,0.5,0.05079202763977219,0.25,0.2742777666638506,0.3,0.2851583819358757,9761.088708916024,-217.41997545640322
16,0.5,0.11923973557835811,0.25,0.2004841937368544,0.3,0.2914517577339126,10785.974690021914,-229.78072927651226
17,0.5,0.11662827572063916,0.25,0.21437240113330264,0.3,0.3169964559333975,10657.41661304452,-219.6901901410473
18,0.5,0.062014169559833035,0.25,0.22277760670477825,0.3,0.3128988473898281,10455.182087564972,-219.7343802836881
19,0.5,0.14314685764375457,0.25,0.19284607168640194,0.3,0.2915197469309272,10797.048664990172,-220.87713448763623
20,0.5,0.13817494280451112,0.25,0.2049735862684908,0.3,0.29837307179055816,10729.682852901042,-221.70728912660422
1,0.5,0.08467066784780065,0.5,0.5383586737304782,0.1,0.1330966377505986,10146.908588070071,-222.36823767199962
2,0.5,0.08447089162833415,0.5,0.522444085657316,0.1,0.11966941251606342,10148.423876317562,-214.31423512688923
3,0.5,0.07465063333446505,0.5,0.5450041462559602,0.1,0.10011500356596512,9948.14556934537,-216.80592750117933
4,0.5,0.11893052155510635,0.5,0.5213163265604258,0.1,0.1254550783778442,10137.919803965766,-218.93658130291612
5,0.5,0.07894763563718675,0.5,0.5464730168585417,0.1,0.1196468887694195,9983.778735912894,-219.38565713149455
6,0.5,0.09232171572586284,0.5,0.5360919149937114,0.1,0.14502721614584557,10058.416268510116,-220.43222515201535
7,0.5,0.10275642398513171,0.5,0.5361290375710448,0.1,0.12815964726760767,10157.33225899831,-219.31566770798509
8,0.5,0.12935409740140638,0.5,0.6133152807396384,0.1,0.1264751698150973,9889.945941692135,-217.88441163460448
9,0.5,0.08240132703639816,0.5,0.5881099780676623,0.1,0.09559997598246463,9837.318585260415,-218.3685057796796
10,0.5,0.1051305503922983,0.5,0.5440547997091029,0.1,0.13759966985007654,10042.060026996895,-215.85888604020624
11,0.5,0.11155584833894185,0.5,0.539251530905388,0.1,0.13534987373092447,10090.109324723158,-218.6352517433711
12,0.5,0.11122377545560816,0.5,0.5598673321590198,0.1,0.15011873198198653,10032.975853244148,-214.9210878446496
13,0.5,0.09732204341286546,0.5,0.5477802577281151,0.1,0.12982540030810205,9969.251414225824,-219.6175389605247
14,0.5,0.0821013155631821,0.5,0.5384092350331063,0.1,0.10547091239164334,10011.602291507299,-218.3144083588728
15,0.5,0.09342173948960607,0.5,0.591076396827616,0.1,0.13345581246735275,9915.066354689487,-217.90241546108348
16,0.5,0.1125658178151992,0.5,0.5106301365057613,0.1,0.13113609735139142,10263.014490658474,-216.6414862967689
17,0.5,0.08067802603678659,0.5,0.5443442353158465,0.1,0.12669262416022356,10095.656903911698,-217.29719670178247
18,0.5,0.0835273623198279,0.5,0.5175941875392379,0.1,0.10247682658676842,10043.173038432984,-222.9020862448532
19,0.5,0.11485477372182622,0.5,0.5732462516476593,0.1,0.1621070925428153,10125.706574715334,-215.6685403384489
20,0.5,0.10183066171744765,0.5,0.5890238603995929,0.1,0.13382218420700637,9925.3979874334,-220.98636293751144
1,0.5,0.1107774058681123,0.5,0.493965565587906,0.2,0.2651674029625432,10240.145007021614,-218.23666798627437
2,0.5,0.09092284925234842,0.5,0.49687459154752656,0.2,0.26531569612776645,10174.516122559462,-214.96868402346047
3,0.5,0.07419560655771994,0.5,0.47609442691687226,0.2,0.23787804514589642,10196.73861895003,-218.63463080726717
4,0.5,0.07027606259652443,0.5,0.5087766533164974,0.2,0.22010013067662787,10011.515814050272,-219.3947548765674
5,0.5,0.102219928658195,0.5,0.5259446135710089,0.2,0.24216666621912544,10088.332533290702,-220.7013549836537
6,0.5,0.10383505945295109,0.5,0.48208521128097853,0.2,0.24576255205744416,10225.392031818492,-225.92510423804754
7,0.5,0.10204371357745733,0.5,0.5174870649294984,0.2,0.263550705298893,10205.208376194858,-222.79934563961524
8,0.5,0.09312872080186864,0.5,0.4986036717219056,0.2,0.2342134847444116,10199.803738047913,-218.11550556692157
9,0.5,0.09869143441177422,0.5,0.4580307096498071,0.2,0.20241072225802195,10300.826191623433,-221.87785338881963
10,0.5,0.09184905915240392,0.5,0.5014672131984134,0.2,0.2303352872017331,10169.263541514145,-225.8300665590408
11,0.5,0.09458820236529072,0.5,0.5323094615515754,0.2,0.23317184355434323,10010.6975608113,-219.52311373764826
12,0.5,0.08544544610718997,0.5,0.5499758387858595,0.2,0.2421744131210442,10009.824692021293,-215.16065912210559
13,0.5,0.11584551395112283,0.5,0.5255804023314643,0.2,0.2200993097140708,9942.21531027683,-220.61954889762546
14,0.5,0.09795944860179889,0.5,0.5803214984888976,0.2,0.23927497607384843,9875.20741267326,-223.3272008060983
15,0.5,0.08911249062609149,0.5,0.5267463511708405,0.2,0.22884757723375804,10144.68699416569,-220.07598421760474
16,0.5,0.12448494978763029,0.5,0.47795744655118494,0.2,0.23926740605595204,10387.324234595997,-220.50029021021282
17,0.5,0.09059498119815747,0.5,0.5171164306379493,0.2,0.27198307028438046,10292.18390711064,-219.4129694338253
18,0.5,0.0828550881935304,0.5,0.5039454463733485,0.2,0.23653432065978922,10119.28105259231,-222.92204319890072
19,0.5,0.08800000532012296,0.5,0.473301527327754,0.2,0.25317683322946305,10380.011718180493,-218.17661930853671
20,0.5,0.12553872486440895,0.5,0.4512137981592005,0.2,0.2582452839163772,10476.123456481168,-220.17209420739346
1,0.5,0.08220094594116685,0.5,0.4768746863486047,0.3,0.28562945625112957,10099.91889156699,-221.65047163928284
2,0.5,0.09787499466127414,0.5,0.4569667687186983,0.3,0.3762145086089527,10374.911299197382,-216.85178962865393
3,0.5,0.13670290892441983,0.5,0.4818269366184733,0.3,0.33082669067394316,10244.822860896984,-221.51868334029757
4,0.5,0.09138576923850537,0.5,0.4925283682593052,0.3,0.3283221065405354,10183.203296809312,-220.92833029291933
5,0.5,0.07704558652059741,0.5,0.47813087751665545,0.3,0.30440716974189214,10268.546227899078,-217.7858902747622
6,0.5,0.0942814841715434,0.5,0.48457545816101516,0.3,0.36025485040903144,10266.691987210364,-219.5082431162192
7,0.5,0.09271112112222417,0.5,0.5143291281437739,0.3,0.34242555207402775,10070.49198848816,-216.49602787017773
8,0.5,0.09951435401843627,0.5,0.4960552380706675,0.3,0.3130527059232091,10166.961083682954,-214.7671384078957
9,0.5,0.08902665846716605,0.5,0.5136928020017086,0.3,0.34331893583716067,10157.358654235728,-220.73123578797276
10,0.5,0.051773664048311,0.5,0.4815825135720571,0.3,0.3114033993503351,10114.145095748443,-218.9351774120703
11,0.5,0.10435254993640174,0.5,0.4856552919590359,0.3,0.30635843114908806,10254.744642555597,-219.2462589987574
12,0.5,0.07231373730440328,0.5,0.5280430680305653,0.3,0.3133407430286755,9977.505993577994,-214.34516179788625
13,0.5,0.07918797511026965,0.5,0.44641323329404375,0.3,0.3793539026725897,10518.778054809742,-218.88323373219362
14,0.5,0.07809657420236006,0.5,0.49184992032440655,0.3,0.3261109633213425,10213.658392448426,-220.12063199234467
15,0.5,0.047673921510494426,0.5,0.4712801541848843,0.3,0.3501944625554943,10183.60238316199,-213.90313340487376
16,0.5,0.10287582132426651,0.5,0.48832774814543695,0.3,0.2932484710270381,10140.923799316142,-219.87519336899607
17,0.5,0.09891665405058972,0.5,0.4863113928228608,0.3,0.3131410344092759,10284.882891382334,-214.74933561814453
18,0.5,0.08333239359703246,0.5,0.4939684232892093,0.3,0.2958877199292369,10147.938995927585,-215.652141389461
19,0.5,0.10624806842194554,0.5,0.5411962730829567,0.3,0.3556155327913937,9997.639295247911,-218.94627736024393
20,0.5,0.062335652972774394,0.5,0.4926833022220025,0.3,0.3267781527350178,10210.019993118349,-213.55977118675696
