Sim,F_true,Nu2_true,Nu2_est,T_true,T_est,M21_true,M21_est,Theta,Loglik
2,0.5,0.2246938937614183,0.1,0.10064976514021864,0.1,0.09977865714049347,1.0,0.909253891682321,10030.119555266905,-5587.218783286663
3,0.5,0.3187369627785997,0.1,0.09478012936182838,0.1,0.10127961225012454,1.0,1.3707751793120462,9982.349045249033,-5573.841626357721
4,0.5,0.1874337356636365,0.1,0.10470069110678148,0.1,0.1013736825156819,1.0,0.9632638353615656,10023.426100474562,-5562.034873696406
5,0.5,0.2397263994964225,0.1,0.1029564470994487,0.1,0.10424386996792048,1.0,1.098934616534409,10039.156695297639,-5574.554827747497
6,0.5,0.2542125077319017,0.1,0.1066678308148034,0.1,0.10241294516311221,1.0,1.0076202889442412,9933.200091549646,-5573.324397494952
7,0.5,0.2555340952470885,0.1,0.09918354904210326,0.1,0.098115420730758,1.0,1.015403169808061,10071.06617195767,-5579.277110158249
8,0.5,0.22968485216651996,0.1,0.09529113996456083,0.1,0.10132026268573624,1.0,1.3768373189682501,9995.927686522367,-5592.319785200214
9,0.5,0.2443667117063913,0.1,0.10634748748750249,0.1,0.1102690686334172,1.0,1.1851802602381638,9931.262697495442,-5571.477243021107
10,0.5,0.14386284529085966,0.1,0.09372054535999214,0.1,0.10229288888147205,1.0,1.2870703688384577,9990.055500720264,-5579.608155125278
11,0.5,0.25616686483456386,0.1,0.09632002479478168,0.1,0.10035528827111499,1.0,1.1048076630655699,10033.889669208178,-5590.231074140045
12,0.5,0.22777003022085765,0.1,0.10194855428393793,0.1,0.09848895244453341,1.0,0.9272632221787309,9995.924347416056,-5590.582298151367
13,0.5,0.31055482714440324,0.1,0.09835530770304965,0.1,0.09757444731311848,1.0,1.0256215496687875,10118.555310399963,-5578.498782699449
14,0.5,0.27364468155103244,0.1,0.10631052348995698,0.1,0.10197331364123621,1.0,0.9689588315312855,10038.433066412685,-5595.908241760478
15,0.5,0.20063573272032098,0.1,0.09618632184753804,0.1,0.09916563223297432,1.0,1.2112027912065304,9989.325843858438,-5584.575448803508
16,0.5,0.23841918662999026,0.1,0.0907300061850925,0.1,0.09549390982778115,1.0,1.336035637418961,10046.938941558812,-5616.511991203662
17,0.5,0.22597056161654744,0.1,0.09927852884879576,0.1,0.10830538321569416,1.0,1.2866962407886167,9924.714782983443,-5587.0480058889
18,0.5,0.2421228348242803,0.1,0.1038710659739672,0.1,0.09912630068280996,1.0,0.9818663759648877,9998.706261603482,-5585.48317452166
19,0.5,0.20986412569100804,0.1,0.10062851135408613,0.1,0.10271674473202477,1.0,1.20758127817919,10050.934021065528,-5582.208645079787
20,0.5,0.3031220706827768,0.1,0.09937875813253744,0.1,0.09872784335836007,1.0,1.132889061481504,9952.645685748672,-5586.677830786726
1,0.5,0.22024958611932668,0.1,0.09665836695566474,0.1,0.10363286721450747,1.5,2.0697837161653596,10074.07954620937,-5661.852704450065
2,0.5,0.21964107696405596,0.1,0.10064313574015424,0.1,0.10559818805704022,1.5,1.6863881190924384,9928.137143094404,-5656.663303599762
3,0.5,0.29710102516861553,0.1,0.09681483714409805,0.1,0.1038875332815378,1.5,1.7664978949688983,10023.379761932929,-5633.934205861646
4,0.5,0.25119483680169774,0.1,0.09875071786282164,0.1,0.09588941981241267,1.5,1.3405980587401245,10058.594965837143,-5656.986574100958
5,0.5,0.23235874530131606,0.1,0.11702287440763197,0.1,0.11623220784624372,1.5,1.2401611635097844,9823.707762763323,-5652.239833067022
6,0.5,0.2599061801485611,0.1,0.09822409703210598,0.1,0.10436594205764935,1.5,1.7119375634485186,10024.439995725177,-5664.020196743993
7,0.5,0.23433274993788827,0.1,0.1038453120817507,0.1,0.09874778485601111,1.5,1.3616375096780933,9961.835339654997,-5648.611947923336
8,0.5,0.2419203256716085,0.1,0.10270862547918304,0.1,0.10498513594300156,1.5,1.6168696140340988,9973.057842088298,-5607.538699841016
9,0.5,0.19800525148889347,0.1,0.10168379562119584,0.1,0.10779547642475443,1.5,1.716685450328054,10024.551131618606,-5670.963128355582
10,0.5,0.2293532259137542,0.1,0.09434284395330013,0.1,0.10281450777060305,1.5,1.951000179545756,10035.978937572634,-5688.605292047703
11,0.5,0.17485946952360357,0.1,0.10591118485055581,0.1,0.10204973306256006,1.5,1.326710321685746,9933.76516620591,-5682.7454828635
12,0.5,0.2503060230810464,0.1,0.10085577023584438,0.1,0.10602660338133725,1.5,1.794017258012563,10012.54872073598,-5631.687052943116
13,0.5,0.20921215720810818,0.1,0.10249611500418451,0.1,0.10142691691726617,1.5,1.6913131110668924,10006.022533536394,-5643.577275669627
14,0.5,0.02351770506819296,0.1,0.09922843440288806,0.1,0.09944927887372247,1.5,1.6029672361001421,10006.169784029793,-5668.033232099996
15,0.5,0.21585514437581207,0.1,0.09563368889272715,0.1,0.09805368557409501,1.5,1.6419467247361945,10027.663501661202,-5669.093208151653
16,0.5,0.31679727716505196,0.1,0.10363861494692286,0.1,0.10487266699202266,1.5,1.6003105943373828,10029.542980220003,-5675.380241558982
17,0.5,0.2343224585334358,0.1,0.10678392694286339,0.1,0.11058057916067249,1.5,1.565157134355828,9844.749963076982,-5669.869541054043
18,0.5,0.2598341055784045,0.1,0.10599599404317084,0.1,0.09810034753404784,1.5,1.4474767030437774,9925.123060365388,-5652.709679727246
19,0.5,0.25488529089501194,0.1,0.10379246829827769,0.1,0.10881490952916877,1.5,1.7528528316093825,10002.611352063866,-5669.337307531157
20,0.5,0.2828351119321996,0.1,0.09950005176951536,0.1,0.10219305200677938,1.5,1.6628702978281507,10002.254138711147,-5644.716894760919
1,0.5,0.2324669069639785,0.1,0.10835730813512359,0.2,0.220074083386683,0.5,0.46714011352294843,9890.256544395043,-4657.788875600035
2,0.5,0.327986826857888,0.1,0.09410275707624802,0.2,0.19749671954684986,0.5,0.5702668278119376,10013.722413278067,-4680.519673909223
3,0.5,0.26778828173635866,0.1,0.10622963309057132,0.2,0.21713527074279024,0.5,0.5574877088606303,9944.384721432767,-4645.821846381057
4,0.5,0.27751205204218593,0.1,0.09704317744750093,0.2,0.20426356764380202,0.5,0.5481206036665748,9906.849072858813,-4685.257326717416
5,0.5,0.2446803673812335,0.1,0.10306012977477198,0.2,0.20712853661944725,0.5,0.4700863043453651,10025.363934439318,-4665.173206423839
6,0.5,0.2420572123167054,0.1,0.10669778827455122,0.2,0.20793896919146654,0.5,0.4603738525182111,9988.613680058497,-4632.840447625993
7,0.5,0.24695361584816447,0.1,0.09852869452675743,0.2,0.20908291944006763,0.5,0.5619398701839113,10033.062248373175,-4651.224990643948
8,0.5,0.11267489126764181,0.1,0.0948167886250035,0.2,0.19669472703477722,0.5,0.5859505891427451,9977.976220161505,-4657.568370457506
9,0.5,0.2671794175983604,0.1,0.10185694892616669,0.2,0.21597560145184017,0.5,0.5771085639560048,9965.622203701616,-4663.917282388371
10,0.5,0.2923441909987902,0.1,0.10113018385197274,0.2,0.2077452165088396,0.5,0.5377776130805711,10055.050580419387,-4695.421558197961
11,0.5,0.22607668827554614,0.1,0.11576228575870424,0.2,0.22823887479215324,0.5,0.5046095765598885,9859.091262823487,-4689.3147096987295
12,0.5,0.30813025830528057,0.1,0.10273031483589945,0.2,0.2137226171349434,0.5,0.5594018189381138,9986.003326948583,-4665.267475273216
13,0.5,0.24086982239366111,0.1,0.1020915024889391,0.2,0.19541103553174188,0.5,0.3959924019048702,10030.723923397836,-4693.125146109123
14,0.5,0.2559761675341947,0.1,0.09958397711051771,0.2,0.20288108896778762,0.5,0.5662018740611268,10068.508815821233,-4664.330101758753
15,0.5,0.3290344538187411,0.1,0.10111636120029376,0.2,0.20784288231942816,0.5,0.5107270179068736,9934.751831258885,-4672.322340813457
16,0.5,0.2151015264794746,0.1,0.10461860597729308,0.2,0.20331811117656373,0.5,0.4548263100434981,9956.98411045416,-4672.314761019028
17,0.5,0.2789878876409377,0.1,0.10032450948420196,0.2,0.20061419204822017,0.5,0.49000729045961583,10019.250981161164,-4670.660008902725
18,0.5,0.23816810699203206,0.1,0.10089616746322809,0.2,0.20726592997284882,0.5,0.5351602725274243,9935.052582898013,-4675.711861839904
19,0.5,0.26783243834929166,0.1,0.1030835598857532,0.2,0.21051935578103834,0.5,0.5358449344530452,9889.6646459338,-4690.4266922726465
20,0.5,0.24092998107817018,0.1,0.09874218316696638,0.2,0.204607176673474,0.5,0.5939004534861193,10009.215216868943,-4644.783997950014
1,0.5,0.20368804832956922,0.1,0.09469083816587426,0.2,0.19686233760452646,1.0,1.183087023695634,10045.182046116157,-5017.827527011288
2,0.5,0.2577471084096649,0.1,0.09801121760769184,0.2,0.19722534270956713,1.0,0.9904577300334823,9972.45080054267,-5027.951646253989
3,0.5,0.25981602859705677,0.1,0.09669903190252847,0.2,0.20553333345311947,1.0,1.2027734803606969,9998.399397447585,-5012.4142785411705
4,0.5,0.21637711071706794,0.1,0.09779690735317541,0.2,0.21274597018570413,1.0,1.149937414899081,10084.909642918596,-5025.1059347358505
5,0.5,0.3320813238879785,0.1,0.09646795364636815,0.2,0.2022443640383717,1.0,1.196260084564499,9977.254639659763,-5051.566526607536
6,0.5,0.2531195481295571,0.1,0.10176739513290942,0.2,0.2048024053565309,1.0,1.0767567114937326,9999.90305475985,-5020.706536399506
7,0.5,0.34696582318920954,0.1,0.10267609442437546,0.2,0.21187897205819267,1.0,1.01299027892851,9985.068318110967,-4992.844368345936
8,0.5,0.3003495047612928,0.1,0.09820412228116247,0.2,0.21062126328947572,1.0,1.075341475699936,9971.010617445605,-5028.195215131906
9,0.5,0.21748147506073354,0.1,0.1019963901235389,0.2,0.22063975724554558,1.0,1.120178391534117,9926.29450409015,-5018.119176721695
10,0.5,0.33230891412806113,0.1,0.09891856767393423,0.2,0.22083146869467904,1.0,1.1414952144986883,9964.980032301344,-5020.31707228912
11,0.5,0.25927787889711185,0.1,0.10356355117538615,0.2,0.2132952427762217,1.0,1.0551804733487136,9982.893193340364,-5024.382187930909
12,0.5,0.2371733436922708,0.1,0.09942231413329135,0.2,0.21264570908040153,1.0,1.085345693953555,10044.162941395087,-5035.59761169585
13,0.5,0.2403264165772451,0.1,0.10356920386762404,0.2,0.20243469272902456,1.0,1.02028375498086,9982.186307394262,-5042.704161047043
14,0.5,0.2582036484891413,0.1,0.09608920349809767,0.2,0.20789454038896266,1.0,1.1619634665394318,10079.058371285184,-5003.140606520985
15,0.5,0.2351911570118114,0.1,0.1003504614494775,0.2,0.20245668847691942,1.0,1.0071314577876502,9983.954373641342,-5017.701509981491
16,0.5,0.26126629980779886,0.1,0.09946511285321714,0.2,0.2029693647295379,1.0,1.0485176014469733,9895.58111296756,-5028.510730392145
17,0.5,0.24343005540006593,0.1,0.1080155307494154,0.2,0.2096883226409914,1.0,0.9831119725540031,9866.894554978328,-5023.851666390205
18,0.5,0.25443783455154967,0.1,0.10393983144560098,0.2,0.19754847143474807,1.0,0.9575346588603479,10029.323085989146,-5036.897563672443
19,0.5,0.24656247732449635,0.1,0.10229290292591413,0.2,0.2177097935462775,1.0,1.0641847231412944,9974.286276869798,-5026.705148406855
20,0.5,0.2765224185100795,0.1,0.0952899318957661,0.2,0.20660025058248274,1.0,1.1924616231311367,9991.708616949029,-5000.4215646282555
1,0.5,0.25100825546052297,0.1,0.09500061041077429,0.2,0.20013690868551734,1.5,1.65162537521702,10104.868744995545,-5304.31918568849
2,0.5,0.24274899299908925,0.1,0.10180658203293906,0.2,0.18957057384108053,1.5,1.4592082337855319,9970.864338478454,-5247.334717471005
3,0.5,0.19329347583528042,0.1,0.10423261989083733,0.2,0.2056565925721179,1.5,1.6171428415638742,9967.814386739794,-5301.642114315846
4,0.5,0.2831898176268826,0.1,0.09689333875023844,0.2,0.19825404340577477,1.5,1.5530896378119288,10101.510315198908,-5263.7530082693065
5,0.5,0.240366819296823,0.1,0.10319038046669164,0.2,0.20636389527821605,1.5,1.529776095231469,9937.202743070475,-5240.398331521465
6,0.5,0.2931552040271063,0.1,0.10253661175857778,0.2,0.19596193193948355,1.5,1.4530665990348453,10000.63898871771,-5279.246723824312
7,0.5,0.3008291347887295,0.1,0.10673987518504405,0.2,0.23113613780917763,1.5,1.4724244028631905,9965.014317393106,-5298.819064508155
8,0.5,0.2391636703681966,0.1,0.0983446090525547,0.2,0.20082318174478803,1.5,1.5727910431248426,10029.108268372134,-5269.293848507515
9,0.5,0.256942517547875,0.1,0.10571242821563866,0.2,0.2229573364315649,1.5,1.5426447196620872,9912.003121158457,-5238.493039403333
10,0.5,0.21692006765023822,0.1,0.10259119143786309,0.2,0.20024897270794953,1.5,1.4439289231729,9958.394816615684,-5258.373347010131
11,0.5,0.23956803047543543,0.1,0.09695722254199803,0.2,0.2198710051243444,1.5,1.6526361321892244,10001.238253173164,-5304.082219855584
12,0.5,0.31172790302140196,0.1,0.10345966787408145,0.2,0.2026433952561838,1.5,1.5056388349331289,9969.018246604244,-5267.609143228365
13,0.5,0.2723601913170949,0.1,0.10271568962050705,0.2,0.2202609234132452,1.5,1.6581100457474425,9998.754452618537,-5280.445580706942
14,0.5,0.10079074994022241,0.1,0.09964283355575938,0.2,0.20392077374641407,1.5,1.5425413790956837,9994.450052274899,-5241.603003733373
15,0.5,0.30059408365751067,0.1,0.101587212747737,0.2,0.2248474481760505,1.5,1.6217892290242053,9883.049978250534,-5254.40360737616
16,0.5,0.24628382246046654,0.1,0.10016017127754742,0.2,0.21646755636150705,1.5,1.6455631862315985,10019.118048620825,-5268.680388043298
17,0.5,0.3444610415245007,0.1,0.10063822768673608,0.2,0.207274597875712,1.5,1.5848664098809369,9999.438737147846,-5284.494758100174
18,0.5,0.31525751195245394,0.1,0.0993874616114424,0.2,0.18498836708393857,1.5,1.4625571952471201,10072.868744356037,-5245.620059885571
19,0.5,0.26406798782646834,0.1,0.11011629945695213,0.2,0.20573907018507273,1.5,1.3626712679573403,9942.463325699127,-5266.522830560096
20,0.5,0.062300172355379685,0.1,0.10351208886075501,0.2,0.20371798891237144,1.5,1.3621849479395667,10003.375461721556,-5262.856379315237
1,0.5,0.23719880404239777,0.1,0.10182417464597567,0.3,0.3038238362192003,0.5,0.48551767020863795,9997.666359079707,-4141.582363844071
2,0.5,0.30074910253715387,0.1,0.09706744498718584,0.3,0.3039090369196983,0.5,0.5369397966938078,10005.165984049712,-4130.553097455559
3,0.5,0.2995130840599567,0.1,0.10597227622336759,0.3,0.31866483404470436,0.5,0.49567855648132436,9857.790389952444,-4151.364016299307
4,0.5,0.3002074201824601,0.1,0.10202578025207687,0.3,0.30761045087568756,0.5,0.4789089498196331,9998.36881206276,-4133.565580790722
5,0.5,0.0891431762242215,0.1,0.09920633359977886,0.3,0.2985493689115223,0.5,0.4785619576478894,9999.800634471949,-4165.670838194736
6,0.5,0.2674729224784185,0.1,0.10203751360339887,0.3,0.2923914718472102,0.5,0.5082787015632072,10040.250723200608,-4177.5627836273
7,0.5,0.13944162972591245,0.1,0.10650480491827832,0.3,0.3028484589575239,0.5,0.5033994321874239,9945.35450833159,-4138.689978765538
8,0.5,0.20257435365083085,0.1,0.09941727762986839,0.3,0.30815816714838834,0.5,0.5216275113024338,9964.494267546315,-4163.54778925196
9,0.5,0.3050763511840977,0.1,0.10437482395219143,0.3,0.3133141633110948,0.5,0.4870731920335881,9863.881672350044,-4149.8711991661685
10,0.5,0.23901184780118762,0.1,0.10326991160009566,0.3,0.3114643797798579,0.5,0.4688724630470206,9977.367253481036,-4118.741563011978
11,0.5,0.2610668337469768,0.1,0.10184225237096103,0.3,0.29161830794303484,0.5,0.49294281502718135,10006.78967135037,-4124.270199229574
12,0.5,0.268969254388403,0.1,0.10232710888169727,0.3,0.3109029506226508,0.5,0.4507672240449416,10061.522656580677,-4184.818811387045
13,0.5,0.3281850783169309,0.1,0.10392562684572106,0.3,0.3041705938543083,0.5,0.5013660654882678,9946.489324455328,-4139.672825017178
14,0.5,0.24091989844108544,0.1,0.09556150609444115,0.3,0.30718596007786125,0.5,0.5420563155739729,10053.845323435271,-4158.13983164533
15,0.5,0.21140229519023856,0.1,0.10081929336718648,0.3,0.29754136209942916,0.5,0.4516085572254573,9948.70107773334,-4146.498751759971
16,0.5,0.24553770733341218,0.1,0.09562613123232651,0.3,0.30313914352709004,0.5,0.5463449655731737,10061.508660469986,-4135.35976373915
17,0.5,0.28423952746699194,0.1,0.10267344893821194,0.3,0.29651748227645414,0.5,0.4509814724807484,10024.098319980907,-4144.510564774193
18,0.5,0.2427408084924404,0.1,0.10077508098525308,0.3,0.3173163560515245,0.5,0.5090786429082144,10046.278104879853,-4127.87528724562
19,0.5,0.21445204764908082,0.1,0.10166608128209688,0.3,0.29570464787556605,0.5,0.48050698939809317,9979.15635249045,-4145.098572114257
20,0.5,0.2812055477670401,0.1,0.10210898635775054,0.3,0.31217721774385165,0.5,0.46625971234931735,9966.333916213704,-4186.7301299818755
1,0.5,0.24272379595232121,0.1,0.09907453885415363,0.3,0.3108685030779196,1.0,1.0277727605192573,10053.68149160124,-4742.444031504405
2,0.5,0.23305493394226887,0.1,0.10190511237043633,0.3,0.30391829653096697,1.0,1.015411866500757,9972.143969495479,-4751.1641034168515
3,0.5,0.3023558195431574,0.1,0.09891978315755638,0.3,0.30471812322797737,1.0,1.0292782242602787,10074.042518507254,-4766.350299023078
4,0.5,0.22950362328693646,0.1,0.09260023473649204,0.3,0.3041400938906017,1.0,1.088554534236459,10020.14082476876,-4765.660023870168
5,0.5,0.23708425288810986,0.1,0.09606955830166998,0.3,0.3301312430259784,1.0,1.065596677121411,9939.321643335928,-4769.161696454474
6,0.5,0.24939924909093056,0.1,0.10033098166119146,0.3,0.2753517075264006,1.0,0.9543781021651346,10086.09774151263,-4766.256467551553
7,0.5,0.1295004303880882,0.1,0.10144788717117918,0.3,0.27962973285719933,1.0,0.9970504094261523,10033.45078012946,-4775.511614272601
8,0.5,0.2623839130863642,0.1,0.09575832040568541,0.3,0.29595284527337906,1.0,1.0121924549437784,10094.427964750186,-4773.612769355528
9,0.5,0.24770106546462925,0.1,0.09179452360104247,0.3,0.3094332107416813,1.0,1.1348885237503499,9997.131162950043,-4765.713134312207
10,0.5,0.2647936906014079,0.1,0.09679779393234295,0.3,0.29980484090710297,1.0,1.1272367902849516,10029.152071271497,-4755.119439077371
11,0.5,0.08470107670366918,0.1,0.09581572640117418,0.3,0.30075813379337574,1.0,1.0078275250090292,10031.519509018552,-4748.472391240599
12,0.5,0.2766651521887114,0.1,0.09409781703256394,0.3,0.31246692735273984,1.0,1.113199816514369,9985.45023935796,-4758.3086406127395
13,0.5,0.23656100718868733,0.1,0.10298236375850309,0.3,0.2968890327056731,1.0,0.9372890134571656,9894.05964172625,-4747.7796942457135
14,0.5,0.03813706076202123,0.1,0.10716309118846912,0.3,0.29615582945540503,1.0,0.8694588475408846,9848.355956252268,-4756.477705732482
15,0.5,0.24426138774539471,0.1,0.09616725024078074,0.3,0.29485875380040943,1.0,0.9350228154812104,10040.963315515757,-4758.942742533573
16,0.5,0.27445972362657517,0.1,0.10986984589676389,0.3,0.2857532286957717,1.0,0.865725353705492,10051.57288764389,-4757.1020766807
17,0.5,0.13191626128006675,0.1,0.10163656700743595,0.3,0.3123278234411021,1.0,0.9532545976001503,9981.550694731188,-4744.849937040007
18,0.5,0.26255295334458106,0.1,0.0966388632740571,0.3,0.29631810361729544,1.0,1.003860842903529,10036.718259903093,-4762.493780872697
19,0.5,0.250249927952621,0.1,0.09975776091176185,0.3,0.31054733348126373,1.0,1.1003238741110644,9998.133538751656,-4779.421495954568
20,0.5,0.24619788190081154,0.1,0.10384705462539343,0.3,0.3033751836679173,1.0,0.9783279064063587,10019.952828381427,-4755.046572216888
1,0.5,0.19888220229907008,0.1,0.09721797974123435,0.3,0.29099440714714386,1.5,1.6377585962355996,9947.333463718907,-5112.226205082359
2,0.5,0.2782534829511525,0.1,0.10482905095181774,0.3,0.306133039375058,1.5,1.486888751598293,9984.242787373898,-5073.50247260713
3,0.5,0.1603882787743967,0.1,0.10287583687413983,0.3,0.2904611462469406,1.5,1.4011026937042397,10046.828119695683,-5116.51918254444
4,0.5,0.23854920114637582,0.1,0.1018385243586022,0.3,0.31480231241213946,1.5,1.465572523473956,9944.55297769102,-5129.175206869539
5,0.5,0.15017490019379984,0.1,0.10909525317043732,0.3,0.32132801271958705,1.5,1.3636972230996347,9982.849643023721,-5141.292862446098
6,0.5,0.1351160386991985,0.1,0.10727717796437895,0.3,0.28057050262517724,1.5,1.2809363205616304,9982.3766149555,-5118.099570961009
7,0.5,0.24856231618508626,0.1,0.09881940301717791,0.3,0.32303852494953417,1.5,1.6782492420520407,9964.205966032612,-5114.449429614954
8,0.5,0.25018222428216425,0.1,0.10290209070803463,0.3,0.2967429761870542,1.5,1.4498332157680431,9948.375412890015,-5087.455515478974
9,0.5,0.25441882634714824,0.1,0.08712794650641298,0.3,0.3368642783073953,1.5,1.8751485279097937,10022.006383192616,-5138.313945050144
10,0.5,0.3381418420367824,0.1,0.09760819759362814,0.3,0.30569267690887325,1.5,1.6053814225587224,10035.353536086117,-5089.897093597827
11,0.5,0.23352489252321848,0.1,0.10024659713564615,0.3,0.2882367238842841,1.5,1.5151536707187698,10025.407747437022,-5121.751018421937
12,0.5,0.2667162832912787,0.1,0.10024359638911208,0.3,0.3008530426425758,1.5,1.5665720810226444,9954.65993118811,-5125.348201667512
13,0.5,0.17572016829700046,0.1,0.09463438463158357,0.3,0.3198021601302305,1.5,1.6325594986033183,10039.990989782596,-5129.725638830101
14,0.5,0.21231127448446707,0.1,0.11405877958253252,0.3,0.31161500261176733,1.5,1.302093775390129,9960.707021588747,-5138.966890511052
15,0.5,0.2413622983470175,0.1,0.10048276477339296,0.3,0.26357071589669495,1.5,1.3739107561382027,10090.065127662852,-5131.469169861441
16,0.5,0.23174235009648583,0.1,0.10023534214556297,0.3,0.30893010805555166,1.5,1.4628891126618204,9949.413713154452,-5123.7438761641115
17,0.5,0.24547352388016103,0.1,0.10618534514062697,0.3,0.3196430786943614,1.5,1.502929975638166,9923.855050412856,-5114.701102330209
18,0.5,0.292378521145479,0.1,0.10082067862652487,0.3,0.31184140643759617,1.5,1.5932864899109411,10016.993879509235,-5132.047833858406
19,0.5,0.2632750038257415,0.1,0.10729896171424115,0.3,0.34205543024837753,1.5,1.4680639368105484,9821.175358460017,-5132.9508385545605
20,0.5,0.17902059280408397,0.1,0.10149812327581409,0.3,0.28417375293371516,1.5,1.473592454849116,10034.074805172368,-5104.7726764796225
1,0.5,0.214956445409646,0.25,0.25299003393983666,0.1,0.09915844022705712,0.5,0.37032138477669285,10038.281650270066,-5877.937824391619
2,0.5,0.1911278733871295,0.25,0.2600230197053482,0.1,0.09577695346307408,0.5,0.41186468342162835,9992.310317006619,-5885.638223469384
3,0.5,0.18217107164843255,0.25,0.25359482514350834,0.1,0.10319471785224578,0.5,0.43548801179699886,10049.184039631702,-5864.211867498756
4,0.5,0.1933993697491822,0.25,0.25812735019734995,0.1,0.10152309746342092,0.5,0.43126608310640385,10044.764612449399,-5900.074429437133
5,0.5,0.11368256046939067,0.25,0.2517887548522042,0.1,0.09542118863654683,0.5,0.3599106233950928,10033.785211726597,-5859.88714710399
6,0.5,0.2528653916919087,0.25,0.24616567608283693,0.1,0.10054364409919433,0.5,0.6576233023446962,10047.313191719984,-5862.903763677269
7,0.5,0.18357719085349816,0.25,0.2580046494286072,0.1,0.10407496300326816,0.5,0.5383568923319804,10021.445077224655,-5868.220570965159
8,0.5,0.14126542926596952,0.25,0.24395741727206086,0.1,0.09651270443182951,0.5,0.45301733627576174,10150.652367952296,-5880.647053713152
9,0.5,0.1325188740178724,0.25,0.2396112436603526,0.1,0.09564976587988408,0.5,0.32925547441348385,10132.15782316159,-5866.011429654374
10,0.5,0.19267881385219074,0.25,0.27511174794003923,0.1,0.1120583995607046,0.5,0.571693025860461,9873.589019828003,-5878.078053694275
11,0.5,0.2677484832728864,0.25,0.2570870581743339,0.1,0.10773351386844285,0.5,0.6856040867596989,9948.055748627954,-5868.01781332893
12,0.5,0.24888075666215226,0.25,0.26568507369001426,0.1,0.09729279802289328,0.5,0.3301446383232494,10061.235064828426,-5892.641417091012
13,0.5,0.06409424452499143,0.25,0.22817587116785318,0.1,0.09417154792907129,0.5,0.6574909513583983,10062.725984536459,-5905.396901872
14,0.5,0.2579639346860818,0.25,0.2638619600942752,0.1,0.10138769810934356,0.5,0.4424296426597629,10022.692226723879,-5883.861174238031
15,0.5,0.15141212735742998,0.25,0.2406766163278113,0.1,0.09420732153919059,0.5,0.44081521874507196,10080.315654868966,-5872.961653202276
16,0.5,0.07540226475459424,0.25,0.2534361669631566,0.1,0.0975828106160821,0.5,0.35282828895329593,9991.02975026595,-5890.89934890497
