Sim,F_true,Nu2_true,Nu2_est,T_true,T_est,M21_true,M21_est,Theta,Loglik
1,0.5,0.1,0.09679129097018338,0.1,0.09428020442732396,0.5,0.30774675911667765,10130.768769475135,-5501.796015777844
2,0.5,0.1,0.10117002238643709,0.1,0.10071647695699942,0.5,0.4244186761574626,9935.863841850765,-5526.645860551511
3,0.5,0.1,0.09535681750070585,0.1,0.09333885337013846,0.5,0.37796695803823205,10129.34236467654,-5586.317261991645
4,0.5,0.1,0.09276697568693201,0.1,0.09157311582146561,0.5,0.35360875724796187,10077.368073966312,-5498.9168250689745
5,0.5,0.1,0.10604675807296964,0.1,0.10558074743646972,0.5,0.3332293362647703,9954.838168971379,-5485.87016897896
6,0.5,0.1,0.1018099647723465,0.1,0.09934420091662623,0.5,0.36396383659270665,9985.515264180101,-6668.536554696409
7,0.5,0.1,0.0982563712617614,0.1,0.09801445664198591,0.5,0.35459768009001014,9906.740381154254,-7257.103249781672
8,0.5,0.1,0.09846107393285532,0.1,0.09473105412690587,0.5,0.3487091410911288,10030.066218815546,-5709.51451928594
9,0.5,0.1,0.10128501672795365,0.1,0.09996923987300288,0.5,0.3598679172465802,9990.107387353455,-5532.415525715902
10,0.5,0.1,0.0913817948328513,0.1,0.08726132049096054,0.5,0.22673045540539905,10024.015244414688,-7882.195002372937
11,0.5,0.1,0.09329146800929314,0.1,0.09343315963523523,0.5,0.32727594643479474,10137.065837510765,-7068.477609662465
12,0.5,0.1,0.09321067804922113,0.1,0.09321730251750539,0.5,0.34661509705867405,10077.18572017358,-5599.025801909315
13,0.5,0.1,0.1004070926728662,0.1,0.10037214977343449,0.5,0.34404179605744917,9920.700103964198,-5399.985854107674
14,0.5,0.1,0.0983768034934133,0.1,0.09554440749555958,0.5,0.36163392405614014,10061.023638480787,-5563.933616061341
15,0.5,0.1,0.09558885274171859,0.1,0.09391294221412895,0.5,0.4034227248112906,10106.714752166172,-5508.64836227822
16,0.5,0.1,0.10413535332559373,0.1,0.09998916380402406,0.5,0.30539203511771557,10035.606374984645,-5602.575936660166
17,0.5,0.1,0.09952648248215835,0.1,0.09838890676901016,0.5,0.33970347110395416,10012.172066755633,-6507.093928832065
18,0.5,0.1,0.09610622513647793,0.1,0.09680786361714194,0.5,0.3877688556436024,10004.457226655748,-7960.983320576195
