Sim,F_true,Nu2_true,Nu2_est,T_true,T_est,M21_true,M21_est,Theta,Loglik
20,0.3,0.1,0.10232266176256516,0.2,0.19570884342325054,1.5,1.3147354162000702,10036.962096728965,-5223.033696019781
1,0.3,0.1,0.09219496246621195,0.3,0.2932778024591372,0.5,0.527878210228846,10112.599527024502,-4195.882337312462
2,0.3,0.1,0.10575759784691459,0.3,0.31523152622504724,0.5,0.4435619536680689,9884.485322166565,-4183.633906668667
3,0.3,0.1,0.0999120437081724,0.3,0.2983926533320448,0.5,0.48694424747326787,9965.612291289824,-4124.322866364508
4,0.3,0.1,0.0969625802433163,0.3,0.296518920744471,0.5,0.4789987098405729,10018.90285362666,-4618.183239419924
5,0.3,0.1,0.10564390156815495,0.3,0.28981506685360736,0.5,0.41408917333582035,9968.501508337116,-4161.1752006807
6,0.3,0.1,0.09954941711854473,0.3,0.3052157104174512,0.5,0.4728883432286278,10002.380450034065,-4164.478099764201
7,0.3,0.1,0.10045409481773686,0.3,0.2673023881315833,0.5,0.40641851616755276,10069.374558265721,-4307.795148102135
8,0.3,0.1,0.10436792907133002,0.3,0.3025380373646596,0.5,0.3726468458858362,9892.353661199739,-5171.41609997743
9,0.3,0.1,0.10122544155226151,0.3,0.28410552493267466,0.5,0.4377295627797121,10023.324992351272,-4177.750244390499
10,0.3,0.1,0.1028744911792998,0.3,0.3051869546359457,0.5,0.4509155348221207,10011.39569720219,-4200.68862773294
11,0.3,0.1,0.09979001716093451,0.3,0.3063881540090165,0.5,0.5035045748055815,9941.905779278788,-4126.596087417299
12,0.3,0.1,0.1050648899092685,0.3,0.309826278068561,0.5,0.4339948994609465,9890.131332748297,-4492.025250423485
13,0.3,0.1,0.10160401002568692,0.3,0.3047459875762945,0.5,0.460307683645844,9932.9657370662,-4195.4131008064915
14,0.3,0.1,0.0931083700960716,0.3,0.28557155638945836,0.5,0.5246953825882202,10031.333134395776,-4220.767856580689
15,0.3,0.1,0.09878851716829211,0.3,0.303732674855359,0.5,0.5106486543971029,9888.296773602333,-4145.133199480795
16,0.3,0.1,0.09996676492844371,0.3,0.2904964936091821,0.5,0.4671497978833096,9993.44575247664,-4149.930187494658
17,0.3,0.1,0.10125063131451742,0.3,0.30237827152044816,0.5,0.5229509102616295,9898.134077300549,-4143.491010239972
18,0.3,0.1,0.09890230677412323,0.3,0.29698524993234104,0.5,0.46872009568633716,9969.46084601179,-4143.137155348277
19,0.3,0.1,0.09916953921756663,0.3,0.28615383518306686,0.5,0.4562125004492272,9988.573690830784,-4187.158181021242
20,0.3,0.1,0.1006647610083472,0.3,0.29706325360445546,0.5,0.4522890411451188,9987.64971304884,-5026.99982027765
1,0.3,0.1,0.1020416942052103,0.3,0.2896243189954586,1.0,0.9159963775426725,9996.63375627768,-4790.540338938815
2,0.3,0.1,0.10209374194522852,0.3,0.2920471152435682,1.0,0.862250137356705,9974.054821533482,-4780.557552867847
3,0.3,0.1,0.08661482840806996,0.3,0.3152483954688264,1.0,1.2118509326449738,10065.010385582973,-4752.006265695929
4,0.3,0.1,0.09423337997053129,0.3,0.29615078016105045,1.0,1.0253253640923923,10050.169931231276,-4715.095994555971
5,0.3,0.1,0.09472239111269842,0.3,0.2923802044209996,1.0,1.019391028245872,10020.485208057908,-5832.282452176905
6,0.3,0.1,0.09751985919344588,0.3,0.30369470919517727,1.0,0.9279768565859308,9991.902983627511,-4705.128671197684
7,0.3,0.1,0.10179763115833235,0.3,0.3186145172321369,1.0,0.960136824533281,9867.78787033174,-4822.223256672902
8,0.3,0.1,0.09432284590786656,0.3,0.29232712009268447,1.0,1.0577121597064338,10068.544018897372,-5145.392256835204
9,0.3,0.1,0.10166416904570191,0.3,0.2818800836270125,1.0,0.8412906266263278,10024.960832904288,-4999.882189810654
10,0.3,0.1,0.09581794371772848,0.3,0.30692371092770615,1.0,1.0465108291186414,10006.36219462861,-4761.742145327517
11,0.3,0.1,0.10921956926610876,0.3,0.31530654266256036,1.0,0.8741698528756298,9830.97257067076,-5203.039747978426
12,0.3,0.1,0.10790426990224461,0.3,0.29125780594363343,1.0,0.8491416547590726,9923.259618520533,-5236.047426562758
13,0.3,0.1,0.10491475544136424,0.3,0.26711593068971046,1.0,0.8328041678225591,9983.364010848176,-4805.783180862194
14,0.3,0.1,0.10655029629660041,0.3,0.29619230713043576,1.0,0.8489251657946526,10007.151432476352,-5655.951081672059
15,0.3,0.1,0.10131034730436843,0.3,0.30296041959936415,1.0,0.946089130936341,9962.456203313594,-4796.438788095506
16,0.3,0.1,0.09170614172569191,0.3,0.29301655024906315,1.0,1.0536099732943736,10036.064613938497,-4817.590511237467
17,0.3,0.1,0.09733360162706786,0.3,0.2745248951469798,1.0,0.918464814275559,10136.683688879262,-5088.425558960083
18,0.3,0.1,0.09158795022274199,0.3,0.2829002543023309,1.0,1.058666880554074,10027.869861445493,-4779.235836823287
19,0.3,0.1,0.10220872067262499,0.3,0.29294284685694,1.0,0.9120188152063932,9958.641279471782,-4778.60044653733
20,0.3,0.1,0.10679850640441219,0.3,0.26339004775297864,1.0,0.7682229659386306,9999.827379236003,-4861.076883750361
1,0.3,0.1,0.10276172358608078,0.3,0.2867893445483374,1.5,1.3260824351282974,9980.64574758243,-5119.4710535741315
2,0.3,0.1,0.1005944863262784,0.3,0.281123694646948,1.5,1.3384247943964471,10032.50380924257,-5270.131708963951
3,0.3,0.1,0.09559235221724922,0.3,0.29594569541806837,1.5,1.5555274161652608,10011.945048652533,-5131.759008134098
4,0.3,0.1,0.10258374242776017,0.3,0.29889333520496913,1.5,1.3756853388937291,9996.229359687179,-5463.408129439533
5,0.3,0.1,0.10784412837205626,0.3,0.310283178940145,1.5,1.287855354634736,9954.818686278197,-5118.10345808579
6,0.3,0.1,0.10624806033010673,0.3,0.2968649020819066,1.5,1.2625233709904164,9920.184901985942,-5056.928560316739
7,0.3,0.1,0.10345191693958085,0.3,0.2864575354984517,1.5,1.3688793733162727,10022.363315154345,-5048.920816275671
8,0.3,0.1,0.09867588060516247,0.3,0.2835005583049623,1.5,1.4409637068666454,10045.61247139014,-5112.804085840005
9,0.3,0.1,0.10214387700876969,0.3,0.2864475372747029,1.5,1.393917003243224,9989.172791517116,-5126.317484971236
10,0.3,0.1,0.10334924044194561,0.3,0.3165963897275237,1.5,1.4131312791587636,9926.700705073974,-5132.231850604993
11,0.3,0.1,0.09730767482226345,0.3,0.2902789524673605,1.5,1.4301579497523393,9980.77483970877,-5180.007018013852
12,0.3,0.1,0.09972041388256572,0.3,0.29836550938835216,1.5,1.4737475107241873,10032.971879644729,-5208.524001736206
13,0.3,0.1,0.09859204055782654,0.3,0.28503251615659964,1.5,1.4337335884134879,9998.256761346966,-5106.039616593149
14,0.3,0.1,0.10044354480935165,0.3,0.2973230887447205,1.5,1.4068253746151897,9942.907432350978,-5715.4965364949
15,0.3,0.1,0.10387449074549233,0.3,0.28572781005946435,1.5,1.3091371349501928,10053.69878323816,-5263.577439475695
16,0.3,0.1,0.08924442274262444,0.3,0.2798083326357905,1.5,1.640575883384276,10135.154332501601,-5571.773904570506
17,0.3,0.1,0.09985506465811946,0.3,0.2921464429591774,1.5,1.470944093091844,9984.093940340184,-5149.020799337401
18,0.3,0.1,0.10072683309650433,0.3,0.28387269749729405,1.5,1.349564165875469,10034.165511762922,-5130.46136580428
19,0.3,0.1,0.10390157479733834,0.3,0.2968878796447083,1.5,1.3795358497754218,9934.896109005038,-5705.219942117776
20,0.3,0.1,0.10308237388526177,0.3,0.29709639179596364,1.5,1.344662267196126,9985.716630051214,-5185.024525251083
1,0.3,0.25,0.2407142136532552,0.1,0.10031772937246743,0.5,0.5269911982777191,10005.479010119996,-5979.027825463051
2,0.3,0.25,0.25531562576436057,0.1,0.10262324212384594,0.5,0.34906373835797055,9895.399458412801,-8180.651581926642
3,0.3,0.25,0.26064027661546385,0.1,0.1009569930901242,0.5,0.3776961465708222,10067.868688199069,-5939.494227541349
