Sim,F_true,F_est,Nu2_true,Nu2_est,T_true,T_est,M21_true,M21_est,Theta,Loglik
17,0.75,0.7645967503244652,0.1,0.08568088189476596,0.2,0.18994654349968293,0.5,0.687753010611003,10031.238798577271,-4636.199768661354
18,0.75,0.7070409308536382,0.1,0.09608191887542986,0.2,0.1972766925077815,0.5,0.44416244280489203,9960.236685940854,-4594.123520847215
19,0.75,0.7585170646559889,0.1,0.1043838716567704,0.2,0.22252375738310828,0.5,0.5839995693014771,9995.593796892083,-4657.399608276395
20,0.75,0.750613257195347,0.1,0.09489658865214083,0.2,0.18664266874595553,0.5,0.42130746958284915,10047.685352785,-4643.171620814333
1,0.75,0.747964221750509,0.1,0.09763164581933646,0.2,0.22779908520873413,1.0,1.16990295652853,9941.935348845709,-4952.095962295645
2,0.75,0.7523794114896539,0.1,0.10375149373503302,0.2,0.20084779342453932,1.0,0.8795168510779756,9950.462987974846,-4980.3094786643
3,0.75,0.7357058800578427,0.1,0.09657742220333003,0.2,0.21189080587983705,1.0,1.037584647999155,9977.770211697427,-4974.753140547805
4,0.75,0.7428306004584663,0.1,0.08973729082922396,0.2,0.22666122990712842,1.0,1.3619154629075212,10002.61166947003,-5004.552957665274
5,0.75,0.7071849158301562,0.1,0.10210654977893337,0.2,0.2086032271038011,1.0,0.881101130659928,9968.676831431316,-4982.208666967328
6,0.75,0.7633167334576427,0.1,0.09461906857657708,0.2,0.20879605226177672,1.0,1.169800642875778,9987.96199145332,-4975.284022559088
7,0.75,0.7340330360587812,0.1,0.09387703887120588,0.2,0.20089975781898695,1.0,1.0697118183945464,10019.67011968718,-5007.145070697857
8,0.75,0.772602202336938,0.1,0.10010610299373858,0.2,0.2077102408591748,1.0,1.1079089942204188,9986.58702783748,-4989.211398680102
9,0.75,0.7290445882146035,0.1,0.11128083939779161,0.2,0.19402579512412152,1.0,0.7251512975481114,9957.461523665208,-4967.169476732872
10,0.75,0.7464007535537612,0.1,0.10927773314077714,0.2,0.19949256707116886,1.0,0.7757771546041243,9899.445043378164,-4978.245458900212
11,0.75,0.7628329548485673,0.1,0.10274599430012823,0.2,0.1980638654521886,1.0,1.0677116138052383,9963.476552574832,-5003.203276302798
12,0.75,0.7418709475498525,0.1,0.0966914348231666,0.2,0.19590828719288708,1.0,1.0750160709955494,10051.540057745977,-4973.7456269480335
13,0.75,0.7698044285913249,0.1,0.09950341474917421,0.2,0.20825072999561697,1.0,1.0227615523463875,10040.020746744738,-4972.20971604208
14,0.75,0.7564783916088794,0.1,0.09536568950909935,0.2,0.17468098270716417,1.0,1.0545297518095733,10058.581323576676,-4995.505916479169
15,0.75,0.7532035804196863,0.1,0.09085514674301641,0.2,0.21753042536132888,1.0,1.3050339634274775,9999.584505637371,-4939.65048962396
16,0.75,0.7389896595245636,0.1,0.09525736068440961,0.2,0.17610131813107988,1.0,0.8503513917756004,10095.105256928653,-4968.981399413232
17,0.75,0.7529854561452266,0.1,0.09563627223149153,0.2,0.20831790166159214,1.0,1.0265702236520333,9963.112540075386,-4930.106560733945
18,0.75,0.7571942011185275,0.1,0.0994990337387349,0.2,0.19723493046755738,1.0,1.016752240563292,10045.906039353613,-4967.991834337305
19,0.75,0.713546256561614,0.1,0.10375903303125027,0.2,0.2025529042092577,1.0,0.8813008205247603,9953.917041759518,-4968.964689114136
20,0.75,0.730214518994027,0.1,0.10133760206289527,0.2,0.1953871174694573,1.0,0.8932048725575862,9945.635164329184,-4981.30579973119
1,0.75,0.7254518811575299,0.1,0.10126989456601554,0.2,0.1781288579347337,1.5,1.2084066065044072,9993.002697307411,-5219.629549478499
2,0.75,0.7728677663724252,0.1,0.09613544048997495,0.2,0.22499201536142932,1.5,1.673712048595346,9947.237455614397,-5239.783675297414
3,0.75,0.7256303293659324,0.1,0.09704700625578214,0.2,0.18724508061611328,1.5,1.5491090830174097,10022.377713418442,-5213.612270507611
4,0.75,0.7660380490583968,0.1,0.09895094284878558,0.2,0.18732043718924704,1.5,1.3891520018036854,10000.509852113639,-5223.9413783743385
5,0.75,0.7410590531108829,0.1,0.1007790827150353,0.2,0.20177650718797494,1.5,1.5148962289676358,9969.098301285241,-5225.228179906804
6,0.75,0.7625192117869958,0.1,0.0973293899309447,0.2,0.20365355524534054,1.5,1.5662699391509063,10006.278041396965,-5206.722443038883
7,0.75,0.7269725886739696,0.1,0.09662111836112203,0.2,0.20542875427290253,1.5,1.6024952305669269,9957.7834769005,-5226.54947183746
8,0.75,0.7521823091849581,0.1,0.09754630737488196,0.2,0.208098737722458,1.5,1.675447947151433,10009.716172975252,-5214.982342616792
9,0.75,0.7388966882587147,0.1,0.09691942899603068,0.2,0.20956026070509126,1.5,1.5850746924608272,9999.389503289302,-5223.396026521567
10,0.75,0.7533805333471366,0.1,0.09690023276353439,0.2,0.19500174277590043,1.5,1.4928816620180378,10069.544350804175,-5221.328720057414
11,0.75,0.7533729833934817,0.1,0.09465407802304329,0.2,0.20448650244022548,1.5,1.6782769308299952,10022.797818844474,-5232.192832854491
12,0.75,0.7290032167144732,0.1,0.0975225785949391,0.2,0.19906562503646097,1.5,1.526726286713454,9991.028556634037,-5227.935198221208
13,0.75,0.7059712670038035,0.1,0.104211793677903,0.2,0.20919248041265312,1.5,1.4140220685642804,9998.678084125931,-5190.03328568112
14,0.75,0.7592880711608587,0.1,0.11424852522022173,0.2,0.21727242883222936,1.5,1.2437486150914279,9924.744509659615,-5225.021109738302
15,0.75,0.7256355444782782,0.1,0.09631597370189407,0.2,0.19742738371324872,1.5,1.5471254240082792,10012.697859566118,-5247.376950954781
16,0.75,0.739019926868573,0.1,0.09358008658494867,0.2,0.2019362130312016,1.5,1.5690453445164434,9983.459660513141,-5185.307869676252
17,0.75,0.7159050833449991,0.1,0.10031769318619976,0.2,0.18593277885730788,1.5,1.4354310441826594,10000.310309669816,-5219.620059944457
18,0.75,0.7630251805439201,0.1,0.09813874737841884,0.2,0.2165275114421473,1.5,1.6361174573702144,10014.120023718495,-5213.28183403836
19,0.75,0.762751229081668,0.1,0.10483749248560084,0.2,0.19667011173184684,1.5,1.2902083182055155,10059.551844580199,-5177.348234539108
20,0.75,0.7176560842012885,0.1,0.09721677001812057,0.2,0.20163672484772754,1.5,1.5023063092644864,10018.096624003703,-5230.918412672542
1,0.75,0.7372098961381887,0.1,0.09919091678456925,0.3,0.32285948459321334,0.5,0.515374762726081,10003.527290591443,-4054.870961826723
2,0.75,0.7509979624925506,0.1,0.09873696122318494,0.3,0.28692253034759096,0.5,0.504725089652118,9978.154356552885,-4092.596666269658
3,0.75,0.7200089465103218,0.1,0.09952280897142758,0.3,0.2865027707939789,0.5,0.43966785612471476,10059.66996803234,-4089.2276655013357
4,0.75,0.7500575151138148,0.1,0.0980427326471323,0.3,0.2922684158155604,0.5,0.4539665408928841,10045.963415726674,-4142.476485673171
5,0.75,0.7302393458528291,0.1,0.09448858962976997,0.3,0.3013647381578045,0.5,0.5417216775603411,10027.300484402997,-4093.432046228737
6,0.75,0.7450195766634483,0.1,0.09937295169744444,0.3,0.30809511016981184,0.5,0.49519596633610435,9957.862518032638,-4094.8476979452325
7,0.75,0.7198430228843291,0.1,0.09800498522859077,0.3,0.2962621107140151,0.5,0.5198186128467749,9934.327044650367,-4089.291557033786
8,0.75,0.7396218186813569,0.1,0.10068166144879032,0.3,0.30499092378231185,0.5,0.5249832512299387,9990.82026858616,-4106.638506457416
9,0.75,0.7557142069862426,0.1,0.09370291165259008,0.3,0.3130293002465384,0.5,0.6192876776676235,10061.046769940736,-4096.83682112096
10,0.75,0.7481928232967981,0.1,0.10584980151165498,0.3,0.3070766925827696,0.5,0.43446544026166295,9926.817137700065,-4091.673950773431
11,0.75,0.7183159074001993,0.1,0.09122932805661442,0.3,0.282717513948712,0.5,0.49462806502707873,10040.962859625432,-4099.51881167118
12,0.75,0.7112989326087146,0.1,0.0904334462935467,0.3,0.29211503958534607,0.5,0.5988059828791995,10088.56960268479,-4122.363833504205
13,0.75,0.7131064946877796,0.1,0.0961120268297023,0.3,0.3177479876410422,0.5,0.5339680634698708,9990.359848400314,-4080.1440311300717
14,0.75,0.7554114042755085,0.1,0.09412555410734977,0.3,0.3066835525982857,0.5,0.5821613866291879,10013.431887243556,-4112.398820089094
15,0.75,0.7329145980102624,0.1,0.09701792125877327,0.3,0.3298098510927739,0.5,0.5785885428473467,9862.939627448448,-4113.982231494558
16,0.75,0.7472528686525437,0.1,0.09859014722692949,0.3,0.30229358949258733,0.5,0.47478504280840095,9977.61156972165,-4073.879867930874
17,0.75,0.7433966869815956,0.1,0.09549636556497214,0.3,0.28402571908648155,0.5,0.4955126306012099,10070.885274975746,-4106.0775583716495
18,0.75,0.7463290853533078,0.1,0.0945593626974838,0.3,0.31974819210382716,0.5,0.5740446764678218,9925.03204523045,-4119.904594560927
19,0.75,0.7740213123789105,0.1,0.09749473987492317,0.3,0.2859560258848206,0.5,0.49026294051875136,10049.362733615602,-4067.605965679317
20,0.75,0.7334328585130968,0.1,0.09487460651308514,0.3,0.3064036109069322,0.5,0.5929850378568581,10085.086239299242,-4098.749799980733
1,0.75,0.7207936052767323,0.1,0.09829521264437027,0.3,0.2929081824246108,1.0,1.0481320612513692,10001.976549352788,-4702.432971506179
2,0.75,0.7484294438520996,0.1,0.09712143478414005,0.3,0.257470437190059,1.0,0.9138305838182491,9995.054133314688,-4668.782871493449
3,0.75,0.735484585636327,0.1,0.0933935887781895,0.3,0.29783735922798005,1.0,1.087961980801064,10059.017184498256,-4712.62721268798
4,0.75,0.7528942525209738,0.1,0.08787101397825106,0.3,0.2746139873661821,1.0,1.1289086811878084,10142.414938504424,-4720.210155385821
5,0.75,0.745030060606566,0.1,0.09927254692638805,0.3,0.2938634198608234,1.0,0.9274585490246585,9937.412265873621,-4731.349479156197
6,0.75,0.7392924959537636,0.1,0.1072520193879636,0.3,0.3087490764690871,1.0,0.8595132591227312,9960.907921432277,-4715.789563191057
7,0.75,0.7487231355095805,0.1,0.09182430744416278,0.3,0.3100087958494613,1.0,1.1242177529138988,9974.977449435386,-4708.699779242534
8,0.75,0.6646471234327198,0.1,0.09790213565413859,0.3,0.272706245816903,1.0,0.9566875588674565,10118.526141295837,-4703.9274284616495
9,0.75,0.7447876203238551,0.1,0.10840493833106388,0.3,0.30528502288965015,1.0,0.9623764141948076,9947.920394552779,-4705.345209163745
10,0.75,0.7173514876530144,0.1,0.0955094648507302,0.3,0.29037038403017296,1.0,1.0935262925793487,10015.147871944888,-4706.6041356008645
11,0.75,0.7236839774698888,0.1,0.10079839439924759,0.3,0.3088433966047984,1.0,0.9873573596853416,9957.563147160876,-4687.981826296293
12,0.75,0.7323768050345137,0.1,0.09829348187041086,0.3,0.29196617567106575,1.0,0.9950393325667682,10020.904000400684,-4730.502768834652
13,0.75,0.7437831536226169,0.1,0.08761162964623764,0.3,0.32868943124106176,1.0,1.2191831831915962,9991.342698498049,-4703.427592868689
14,0.75,0.7397476374832028,0.1,0.0977843682789447,0.3,0.2792630986233473,1.0,1.0052782504521829,10023.732161998878,-4697.976181960451
15,0.75,0.7233166193845985,0.1,0.10015191063786871,0.3,0.2961167465302158,1.0,0.9450293621067213,10007.078046109365,-4726.986433094659
16,0.75,0.7247471119836568,0.1,0.09207573368906544,0.3,0.2901339663888919,1.0,1.0710479270965494,10070.48823588897,-4704.151806994585
17,0.75,0.7581647108070347,0.1,0.09381837373403794,0.3,0.2698168527181324,1.0,0.9484307336483285,10009.062961144138,-4661.885704785478
18,0.75,0.7227705503725247,0.1,0.09605464711553739,0.3,0.25756204860483806,1.0,0.9210668467611756,10086.774963119768,-4728.306036966827
19,0.75,0.7498965112742005,0.1,0.08508661816672844,0.3,0.291113385116585,1.0,1.278127171835624,10046.3133802425,-4684.816923745339
20,0.75,0.7439716766267417,0.1,0.10293209695100457,0.3,0.30017509180345225,1.0,0.9416446165362731,9943.719918558882,-4720.594738786494
1,0.75,0.7541296257830575,0.1,0.10223748227704355,0.3,0.31167567091447607,1.5,1.471257196549412,9971.674395086062,-5046.02380713586
2,0.75,0.7350369180905201,0.1,0.0880939864031481,0.3,0.3436253474221814,1.5,1.7553461045790482,9989.436675408568,-5089.028220905271
3,0.75,0.7565242658069349,0.1,0.09704830981623982,0.3,0.29418088490060484,1.5,1.5246541564061966,9981.558041501348,-5016.992268245897
4,0.75,0.7451620687456844,0.1,0.09808975193472085,0.3,0.2890181491200426,1.5,1.5009098523028306,10095.884161402722,-5032.19940587473
5,0.75,0.7515907776352606,0.1,0.09322322869005818,0.3,0.2929880926792432,1.5,1.5589640976298824,10114.386011473485,-5034.7274331626595
6,0.75,0.7195229107874896,0.1,0.1063770063159306,0.3,0.33283578133845043,1.5,1.4291245188366382,9851.342324678866,-5063.313599392963
7,0.75,0.7267310856651328,0.1,0.10455786243332986,0.3,0.2716444472964694,1.5,1.3733459733666307,10027.993845579147,-5094.281047705808
8,0.75,0.7225960948184555,0.1,0.0940583888151753,0.3,0.30723325835020504,1.5,1.6664526199934455,10011.718053113918,-5088.229229233153
9,0.75,0.7516012671266029,0.1,0.09979835488675066,0.3,0.2650249400483584,1.5,1.381066381457877,10094.301394045178,-5041.111537769513
10,0.75,0.7570509726111062,0.1,0.0960662374479836,0.3,0.2694102992145381,1.5,1.5180808046402159,10120.843047439403,-5017.814832003971
11,0.75,0.763743866194388,0.1,0.10039436398483981,0.3,0.3091545156165335,1.5,1.4674980492921668,9933.693734532073,-5069.568141073855
12,0.75,0.7656709616217251,0.1,0.09920502408184843,0.3,0.35997866208780205,1.5,1.6371368387180745,9939.408817155414,-5098.099439752454
13,0.75,0.7464031516141825,0.1,0.09681391134833503,0.3,0.3046276916414006,1.5,1.512080401147141,9950.728271672053,-5026.590265764213
14,0.75,0.6922066305075737,0.1,0.10212572155493378,0.3,0.2819845644222053,1.5,1.3515315180353862,9923.236301885408,-5020.318109921167
15,0.75,0.7501108996158103,0.1,0.09240137134720787,0.3,0.29796471036384853,1.5,1.5750469481698293,10030.976705926305,-5070.964562155654
16,0.75,0.7072721524784958,0.1,0.11247422483083151,0.3,0.26900468741989286,1.5,1.1264302263111894,9956.151507441475,-5090.247089366246
17,0.75,0.7178100135696521,0.1,0.094300206599085,0.3,0.3085998471012477,1.5,1.5540098471772477,9982.827202742897,-5060.674304792916
18,0.75,0.7397944905816164,0.1,0.10674862978537307,0.3,0.31076653114428426,1.5,1.3448582481258442,9908.453646381284,-5059.176219819259
19,0.75,0.7848931949760097,0.1,0.10353839004402246,0.3,0.32707250603181987,1.5,1.494755340620563,9929.558119272953,-5076.411084852233
20,0.75,0.7225293045187692,0.1,0.09317979416390991,0.3,0.3398386070659645,1.5,1.664694383036047,10030.031897294219,-5015.946439725967
1,0.75,0.7377528643580947,0.25,0.2479798068854366,0.1,0.10030912186569638,0.5,0.43553334109123687,9908.557230582293,-5855.803251950536
2,0.75,0.7541235848467267,0.25,0.22980084750711186,0.1,0.09676134025936592,0.5,0.8234465888358192,10077.311211896518,-5855.969145186291
3,0.75,0.681174269774863,0.25,0.25313081044330193,0.1,0.10297256212467351,0.5,0.3691626976128324,9950.877468919438,-5896.899901483157
4,0.75,0.7399404122918446,0.25,0.24340587550879653,0.1,0.09702121874202176,0.5,0.33899855223301384,10040.645991579713,-5863.5514800630535
5,0.75,0.7314804353423761,0.25,0.246126564528066,0.1,0.09842002698273161,0.5,0.4896168130485542,10037.754293275671,-5846.463912355742
6,0.75,0.7625316653807971,0.25,0.25862606048459585,0.1,0.10238028445506184,0.5,0.4051371645782985,9915.968857691301,-5819.206095479156
7,0.75,0.7720892503765349,0.25,0.26910484813672186,0.1,0.10282382399636426,0.5,0.3310055717817645,9894.00590385037,-5868.415256370761
8,0.75,0.7726386103829419,0.25,0.24312525611466573,0.1,0.09504547524133734,0.5,0.2708853404287961,9936.345620946657,-5823.019767950089
9,0.75,0.7229770217520752,0.25,0.23945585923029378,0.1,0.09731576838640005,0.5,0.6421346115308255,10047.4344889479,-5865.528077579058
10,0.75,0.7708909987488193,0.25,0.22979260294105178,0.1,0.09703471665362079,0.5,0.5872878592956345,10065.471809477296,-5848.786677018679
11,0.75,0.760645193836739,0.25,0.2490961516139303,0.1,0.10068601953278238,0.5,0.4973858067683883,9974.95819202305,-5842.32648421281
12,0.75,0.7298620099814853,0.25,0.23183444849327325,0.1,0.09507957940969392,0.5,0.46285929656570424,10044.552725947347,-5845.730074792575
13,0.75,0.7356833752615911,0.25,0.24479411018245215,0.1,0.1025836457304592,0.5,0.6344115962846975,9970.147413338742,-5831.916657168484
14,0.75,0.7224195172643916,0.25,0.25628586863617214,0.1,0.10667538232704321,0.5,0.6635187102934254,9959.969467632392,-5841.934150652607
15,0.75,0.7281926693315868,0.25,0.2376714691992464,0.1,0.09737731722940506,0.5,0.6022642351386432,9952.881752625457,-5815.1978057346805
