Sim,F_true,F_est,Nu0_true,Nu0_est,T_true,T_est,Theta,Loglik
1,0.75,0.7482514590622358,0.1,0.11344978918164338,0.1,0.10205594114231566,9674.329550450788,-210.53893982585532
2,0.75,0.7428602254222152,0.1,0.09544856939500851,0.1,0.08993273092986596,9865.310463944415,-213.2993529641751
3,0.75,0.7399780855357851,0.1,0.10849590741838812,0.1,0.10263462358893585,9729.84700866643,-208.9840005845699
4,0.75,0.7513155001822424,0.1,0.10559080020609055,0.1,0.10370887146408256,9897.82255336071,-213.56806436847182
5,0.75,0.747663273430813,0.1,0.10732053550454503,0.1,0.09910007224942025,9768.463382133821,-210.4787407256964
6,0.75,0.7517618320577302,0.1,0.1031967028221267,0.1,0.09823161206206174,9859.950875526278,-212.60372013649965
7,0.75,0.763869189735167,0.1,0.09772838448259437,0.1,0.09823229596115031,9943.734508136831,-210.58421182593952
8,0.75,0.7411000932905794,0.1,0.10017923530095463,0.1,0.09445407165025355,9947.327371653848,-211.63451401323505
9,0.75,0.7449169166492359,0.1,0.09267882217900253,0.1,0.10468370292742547,10376.635927198193,-210.82098333256215
10,0.75,0.7597571355602643,0.1,0.09579462637082928,0.1,0.10130380507634161,10079.857019734276,-207.75713786218932
11,0.75,0.750553481578554,0.1,0.09353875495463893,0.1,0.10174147861026546,10165.006456241668,-209.61844379956648
12,0.75,0.74757005739359,0.1,0.09702749777425636,0.1,0.10930088179231671,10173.336361241869,-213.4831820662164
13,0.75,0.7332417580309376,0.1,0.10360170154024127,0.1,0.09386163743661134,9724.708276666932,-215.45139824126466
14,0.75,0.7293866321204266,0.1,0.10211734583580133,0.1,0.08861801445403344,9565.49112271525,-215.51066643308133
15,0.75,0.7447540941843444,0.1,0.10925685727527344,0.1,0.10072793575167352,9874.862600240718,-210.35740097003935
16,0.75,0.7604641633441315,0.1,0.09585541127404838,0.1,0.10130490059810188,10189.779889975864,-215.5915677045091
17,0.75,0.7564644547395228,0.1,0.09886108900484278,0.1,0.09325359212523024,9944.714658704126,-210.97599122414272
18,0.75,0.7594831706082222,0.1,0.10254807380156514,0.1,0.10185718182396857,10028.235244571266,-213.1920986184831
19,0.75,0.762223815692624,0.1,0.10330008238794373,0.1,0.11188930097262428,10261.667979428812,-212.26489698350412
20,0.75,0.7463812521160852,0.1,0.11557762140905081,0.1,0.1013476761910825,9642.995330404709,-214.1485141199122
1,0.75,0.7461110394128916,0.1,0.11946841625381888,0.2,0.21090082613516992,9540.742651943507,-206.4653938083306
2,0.75,0.7418391783339373,0.1,0.10434009326962387,0.2,0.18526676594078817,9652.276145707281,-210.65822112101432
3,0.75,0.752029961638183,0.1,0.10422103059546045,0.2,0.20809384940948622,9989.87824774637,-208.46706813559945
4,0.75,0.7338550038904252,0.1,0.08536995080752743,0.2,0.1878299373050568,10397.072262976399,-205.16625402983135
5,0.75,0.7452292411483227,0.1,0.12516462016178964,0.2,0.21103607351907885,9361.201582051892,-209.89954747321718
6,0.75,0.7541357526870855,0.1,0.11868031517799886,0.2,0.22130681040439418,9633.798638350056,-210.37377439852452
7,0.75,0.7540746576125666,0.1,0.08318341894008847,0.2,0.1883906617174477,10560.748753732374,-204.40955610753178
8,0.75,0.7418374350953877,0.1,0.10470513303420201,0.2,0.21194654910750335,10058.588539783255,-205.1051238650029
9,0.75,0.7532691840508274,0.1,0.1102420687736767,0.2,0.21282940631459918,9675.348208305048,-207.6433315409414
10,0.75,0.7399995988993207,0.1,0.10714382998444213,0.2,0.19731815080260426,9653.398056906288,-212.89948699014764
11,0.75,0.7421784825378979,0.1,0.09522691397813694,0.2,0.19705274163774314,10046.073705592364,-211.78203685643018
12,0.75,0.7461615506291321,0.1,0.09674354774957789,0.2,0.19926273554668297,10067.432002671942,-202.73225326181517
13,0.75,0.7566157202236875,0.1,0.08032967026752555,0.2,0.18865676944415738,10703.071412657971,-216.70387089579128
14,0.75,0.7327450131601401,0.1,0.0948623442357769,0.2,0.19651168555480003,10148.86023254022,-212.8753457483994
15,0.75,0.7281731682659099,0.1,0.11689723683538941,0.2,0.2146039943748368,9570.903364139165,-209.51572717815185
16,0.75,0.7432281343848879,0.1,0.10908996295161859,0.2,0.19910451301089566,9700.596962660002,-206.53509273904416
17,0.75,0.7524308359744416,0.1,0.09427027112337891,0.2,0.1983909063117317,10139.548272460474,-205.4106413150128
18,0.75,0.7494967175733485,0.1,0.07879915974644781,0.2,0.17852488854076765,10579.501995322607,-208.93929068421187
19,0.75,0.7366134735189751,0.1,0.0975517269164568,0.2,0.19093778439725456,10043.23526231536,-209.69090813285266
20,0.75,0.7359145427969603,0.1,0.08869935747443514,0.2,0.19142248592952849,10240.123047417226,-202.48575569632158
1,0.75,0.7552629958056739,0.1,0.09406065548404806,0.3,0.2879473635718744,10229.49568848346,-205.44437315582013
2,0.75,0.7470103392841417,0.1,0.11321303526276871,0.3,0.2990025499657038,9609.91201047271,-210.26203924812125
3,0.75,0.7500033253209969,0.1,0.07909514760478605,0.3,0.28071775130300297,10902.007285120933,-210.96806198770986
4,0.75,0.7484530017952788,0.1,0.10805939435758825,0.3,0.29986040393764224,9646.711457648013,-202.53544069995286
5,0.75,0.7578974239759596,0.1,0.09303971117562054,0.3,0.30220088410895335,10293.283302148546,-207.02212343606305
6,0.75,0.7374342259003274,0.1,0.10941445466356892,0.3,0.3051512674359003,9621.250653768218,-206.42392195241206
7,0.75,0.7439417445921206,0.1,0.08451909052390866,0.3,0.276642471961562,10500.157246041872,-201.17792544375789
8,0.75,0.7413280797628412,0.1,0.11204910524157381,0.3,0.3074674675617265,9512.419105534038,-208.3157462543723
9,0.75,0.7510668364511383,0.1,0.10695781782831056,0.3,0.31350557962737763,9704.945697301358,-199.9605409314102
10,0.75,0.7273503187780842,0.1,0.10504348758010816,0.3,0.30576109017648156,9799.589538809985,-205.426710318649
11,0.75,0.7465989166890747,0.1,0.08654025915598974,0.3,0.27255473617524223,10410.033485350372,-201.51859872612215
12,0.75,0.7337136470658765,0.1,0.11140582740359437,0.3,0.29539700864781093,9578.746738436535,-213.4968055167339
13,0.75,0.7348146179487122,0.1,0.10585586458883049,0.3,0.30676837562738224,9756.9056411738,-207.10109801753356
14,0.75,0.7383347914441288,0.1,0.08117432497774531,0.3,0.27919839051411866,10654.11148122382,-206.71402383411413
15,0.75,0.7449857900246639,0.1,0.1056188808894662,0.3,0.3114619321817399,9851.540392095996,-202.34283782690392
16,0.75,0.7580562181316413,0.1,0.11406605129664905,0.3,0.30868181365567254,9537.336711027614,-205.0591755958825
17,0.75,0.7542778556499758,0.1,0.10113042578817773,0.3,0.3003565930644637,9895.716552548332,-203.69000486054227
18,0.75,0.7437732129398321,0.1,0.09283856246154615,0.3,0.2986412584056255,10203.094980668639,-206.23781523741684
19,0.75,0.7454466242727978,0.1,0.08237502719072301,0.3,0.27542901227988903,10613.506631403505,-201.9338288196359
20,0.75,0.7534573171500129,0.1,0.12395334466610906,0.3,0.3301819144946584,9248.410269188513,-200.19665985877992
1,0.75,0.7438412478277796,0.25,0.2908184429593765,0.1,0.10159302851994796,9830.612725953873,-215.03159503445318
