Sim,F_true,F_est,Nu0_true,Nu0_est,T_true,T_est,Theta,Loglik
12,0.1,0.10714359416478192,0.25,0.256318768781696,0.1,0.09996252835759595,10132.823209978435,-211.16768423940835
13,0.1,0.08683686441636054,0.25,0.2548065121087121,0.1,0.09473670557532107,9842.581074053445,-206.66989697485428
14,0.1,0.13143537143835132,0.25,0.25013763034421427,0.1,0.09413053977267413,9973.49952834659,-213.35114816050998
15,0.1,0.09716839893361284,0.25,0.25120041110553876,0.1,0.10260444930141768,10025.995647266587,-212.46380811401957
16,0.1,0.10421584815122224,0.25,0.24265329290590867,0.1,0.09919880454161682,10059.746252583347,-212.43804407529933
17,0.1,0.10650790131345564,0.25,0.23856693245685276,0.1,0.0972797574950958,10093.561769718512,-212.19270429553467
18,0.1,0.08278242911869116,0.25,0.2527504877585741,0.1,0.10273277570330756,9941.85067820392,-211.46048192866374
19,0.1,0.08501469325320563,0.25,0.25598416289366377,0.1,0.09592785917457126,9924.090094305171,-212.69844876407763
20,0.1,0.1406887589758933,0.25,0.2719411578786982,0.1,0.1192994555820016,9967.803848066873,-211.89303184708194
1,0.1,0.08112113531542488,0.25,0.27109728669574756,0.2,0.18941388580361435,9878.467921038242,-208.94276262792596
2,0.1,0.1048379553267702,0.25,0.27579652887611894,0.2,0.18704940102086123,9618.031832352697,-211.80250072432307
3,0.1,0.0788639528399097,0.25,0.2720812464543535,0.2,0.21163917298028434,9850.473772138737,-208.63805327971068
4,0.1,0.11166339314543319,0.25,0.24894760126411059,0.2,0.17869075544399074,9949.618856540852,-209.97968391973166
5,0.1,0.10500555264741072,0.25,0.25080423178653627,0.2,0.20805510449454004,10049.637788066155,-204.88833530140028
6,0.1,0.09484648011302356,0.25,0.270656190477142,0.2,0.18824442203151734,9805.712795501357,-210.53327498636554
7,0.1,0.09447549598478111,0.25,0.2606874121292186,0.2,0.1914481541252967,9791.275580548901,-210.50644646718456
8,0.1,0.08433321277206632,0.25,0.24660773476577844,0.2,0.18225947522203656,10016.653521967814,-210.89992353071864
9,0.1,0.12789888781634326,0.25,0.2246820039080888,0.2,0.18687731083388556,10183.581609689109,-209.21841910031515
10,0.1,0.14210877706955,0.25,0.2603479652430877,0.2,0.2022121925671526,9998.50233489582,-213.69401816610764
11,0.1,0.08467347623175016,0.25,0.2495202126980064,0.2,0.1955491269844293,9905.397709659663,-208.07094171163783
12,0.1,0.11043989124293407,0.25,0.2386624139612346,0.2,0.1970589878614819,10070.288896151595,-210.37311019741537
13,0.1,0.10081472599771014,0.25,0.24238138243002294,0.2,0.17541057710687993,9892.734669960864,-208.69491231455856
14,0.1,0.10823093359487973,0.25,0.2601574204250185,0.2,0.19445699635919764,9776.920474482076,-209.87019182566132
15,0.1,0.1434037016274987,0.25,0.24367940907193794,0.2,0.1991972039113922,10139.667618549807,-212.61099228958847
16,0.1,0.084533443423277,0.25,0.2499139409983482,0.2,0.20084367131890554,9911.020981541618,-208.16529349100563
17,0.1,0.10665331122708015,0.25,0.2518970395812885,0.2,0.19551798557654063,9981.192553902503,-211.36316854028848
18,0.1,0.0876611243422075,0.25,0.2665495216129199,0.2,0.17403897113986447,9780.655374145432,-207.60918698736396
19,0.1,0.07595205416874486,0.25,0.24375848657319257,0.2,0.17973652980289534,9940.02381833761,-208.71795380557626
20,0.1,0.12150468545103056,0.25,0.2248398363675403,0.2,0.18830272218685826,10255.541456836518,-207.38835957610843
1,0.1,0.10630245579804813,0.25,0.23856367267675976,0.3,0.2890171360558075,10139.168445255393,-209.2292406396066
2,0.1,0.10947467173287262,0.25,0.29309658117060067,0.3,0.30626237828832414,9636.229021461952,-205.08743554456134
3,0.1,0.08561901250178608,0.25,0.2638502401105483,0.3,0.28996792483359685,9860.333808651789,-206.42368915118902
4,0.1,0.0893521170573251,0.25,0.2591289830890079,0.3,0.3078619958142741,9917.144233801037,-208.44470400123623
5,0.1,0.10326669714283546,0.25,0.26421584264130665,0.3,0.30050913288321296,9844.122363436747,-206.3994487137004
6,0.1,0.07777327821992706,0.25,0.2654691494222045,0.3,0.289060603466968,9755.490707219968,-207.0012214365197
7,0.1,0.0751049760011722,0.25,0.26411877590688837,0.3,0.29959065759880477,9928.165041645258,-208.01154460515704
8,0.1,0.09460958016867667,0.25,0.27595713397176996,0.3,0.3120802826287503,9732.460652166705,-210.7179062014011
9,0.1,0.11625834445174378,0.25,0.24703603690312337,0.3,0.29728688872790304,9965.255625073538,-206.04801399490736
10,0.1,0.11277996407791249,0.25,0.2375260615335244,0.3,0.33893691565153733,10168.785820106039,-211.13312424328024
11,0.1,0.11807126931573007,0.25,0.24461379003682582,0.3,0.309264980135342,10141.145612990238,-210.2109206144229
12,0.1,0.095144077932857,0.25,0.2807349242027573,0.3,0.3011897120300947,9739.182074937344,-206.7179898070798
13,0.1,0.0794842735020178,0.25,0.2611540234874219,0.3,0.30721991544303706,9828.673720978715,-207.69397617836148
14,0.1,0.1317753230976753,0.25,0.26902672058551574,0.3,0.3072349485848757,9858.959947472222,-209.8578936639865
15,0.1,0.12858415265883147,0.25,0.23121562626739953,0.3,0.30892968201915594,10234.666504927625,-209.36433491884873
16,0.1,0.10754056565678557,0.25,0.24452107416175833,0.3,0.2936699897083012,9915.071878967196,-207.81180517855205
17,0.1,0.11887497046958316,0.25,0.2880572377158093,0.3,0.31086248845302966,9788.305500758275,-211.77567622835522
18,0.1,0.11002458169881187,0.25,0.2528008347610939,0.3,0.2908058222587837,9906.038250159305,-208.00070414671563
19,0.1,0.18004592370194103,0.25,0.22371335698457084,0.3,0.30068505902396575,10456.265658230965,-206.80702649237026
20,0.1,0.09274451994085793,0.25,0.25606311993078507,0.3,0.31373157693196474,9921.300773970914,-208.0056048484621
1,0.1,0.06883596008216385,0.5,0.47447615790589637,0.1,0.0810123260021663,9962.886170997646,-212.06397104997825
2,0.1,0.11875051248564925,0.5,0.5129778606727092,0.1,0.10039523629399763,9999.27267933892,-211.47958190509917
3,0.1,0.05449604272510232,0.5,0.43211028003057816,0.1,0.08430326055879685,10064.39442161916,-213.2551560329755
4,0.1,0.08342185751652333,0.5,0.4353664284184262,0.1,0.08355528019155718,10132.522838245008,-212.67158341215213
5,0.1,0.138402307060266,0.5,0.5057318654206672,0.1,0.1272461940146762,10178.158780636213,-213.11536114311525
6,0.1,0.09128287412961471,0.5,0.4592941212744504,0.1,0.09752088762213681,10114.886322998998,-211.29023597474247
7,0.1,0.06158384890192398,0.5,0.4638723451675349,0.1,0.07377647882992636,9928.357699149867,-212.0411753396262
8,0.1,0.13400712874080256,0.5,0.5302460914850836,0.1,0.10721258863904957,10002.283333582576,-209.49256393125575
9,0.1,0.1349999622731627,0.5,0.5230439862231872,0.1,0.12125206856640804,9994.16570907746,-210.9837488736872
10,0.1,0.1022219677040247,0.5,0.49944757403942985,0.1,0.07621267194037686,9935.450318566742,-212.04530660148873
11,0.1,0.0476401599475147,0.5,0.47817751778185646,0.1,0.09589799296139005,10015.651122781897,-213.95854684707842
12,0.1,0.12026463159087206,0.5,0.5767753822167122,0.1,0.12372715264025405,9871.432626819289,-210.31921604753234
13,0.1,0.1283650540308256,0.5,0.5039443137736621,0.1,0.10266228312249731,10050.12351989936,-211.4509924271382
14,0.1,0.12631230397198934,0.5,0.5307681518057161,0.1,0.11388480442611762,10002.676657180044,-210.1278789308409
15,0.1,0.023050079139236578,0.5,0.43576132495061715,0.1,0.07527933285937939,9901.138766286764,-211.93293043161793
16,0.1,0.08803374898667236,0.5,0.4810421392348163,0.1,0.06252420226882707,9849.62200406973,-214.12278316400284
17,0.1,0.06904381312230509,0.5,0.5050672033396955,0.1,0.08403732775877562,9851.262136548898,-212.70462192294588
18,0.1,0.10169617026190549,0.5,0.517752186685018,0.1,0.1181676368189672,9931.836330580583,-210.2613459602792
19,0.1,0.11663968407888725,0.5,0.48788605946199864,0.1,0.10849268444348849,10101.072024279976,-214.1145016063573
20,0.1,0.07177948558730714,0.5,0.44625062119493586,0.1,0.07949625794179829,9916.087322467158,-209.68483456221952
1,0.1,0.11653436457977716,0.5,0.5097298118305388,0.2,0.21605802602818955,10155.811468839685,-211.55137441463285
2,0.1,0.10297217748596128,0.5,0.48901068817167115,0.2,0.20777688899556543,10056.688351904366,-210.9215752686522
3,0.1,0.11499294556327723,0.5,0.47547374461483377,0.2,0.19704252966524816,10090.670843982896,-212.26249433811438
4,0.1,0.08143637571676376,0.5,0.4966389351130291,0.2,0.15975601545264376,9863.06489310628,-212.00920163172748
5,0.1,0.09302731303320992,0.5,0.5481424996368937,0.2,0.16248390420322806,9769.790535096596,-214.66507624638552
6,0.1,0.09680851489348442,0.5,0.512350603303117,0.2,0.20410995384209352,9933.893056821938,-210.69511010197414
7,0.1,0.10022752281496176,0.5,0.495936401054132,0.2,0.1825722596832284,10009.949521205646,-209.74863060989776
8,0.1,0.10539176568121449,0.5,0.5050697745939848,0.2,0.16350427043910679,9895.84920110143,-209.67732638423297
9,0.1,0.10780850474614509,0.5,0.48005980377496577,0.2,0.20734554155143223,10158.425400377337,-211.24094132250195
10,0.1,0.11198308132392756,0.5,0.4937038788915858,0.2,0.21892997049100904,10016.139963837997,-212.46526638275282
11,0.1,0.1045386659046107,0.5,0.48675200354947495,0.2,0.16164106215532695,9997.781324196594,-210.51737693047596
12,0.1,0.07701397627329953,0.5,0.4533769877885264,0.2,0.20669980774560417,10205.586146861344,-210.19915255272622
13,0.1,0.08518877849836598,0.5,0.4765017353440052,0.2,0.20305974835740465,10079.521476501834,-212.2317292042086
14,0.1,0.08366415332473603,0.5,0.5211792372456824,0.2,0.17430112316290391,9926.231663705114,-212.81355905307316
15,0.1,0.1301331458923363,0.5,0.5321824488668125,0.2,0.18296964694683135,9877.198660685579,-212.1332236586029
16,0.1,0.09722434299961402,0.5,0.5015876952672047,0.2,0.20635592695341845,10014.693037577563,-207.67515218876986
17,0.1,0.10541353592035631,0.5,0.5075111473180612,0.2,0.2149766199649604,10053.455795151995,-212.06709889369108
18,0.1,0.09087299857507722,0.5,0.48798566372077096,0.2,0.17840074218142551,9946.256470563892,-214.34155118630383
19,0.1,0.09085613819973452,0.5,0.5106406396651645,0.2,0.1931163603073883,10006.484705737106,-211.1403289136989
20,0.1,0.10762292349988092,0.5,0.4829566270762652,0.2,0.21626762285218276,10127.462363864144,-210.04360438521508
1,0.1,0.0597804446759682,0.5,0.4927332404268764,0.3,0.2828827494955601,9917.984300034745,-208.98805836375527
2,0.1,0.1136488435492481,0.5,0.5238452314672956,0.3,0.3027271063781448,9821.428295811214,-214.490604897573
3,0.1,0.1511284829613857,0.5,0.48770671354588885,0.3,0.3139720704972608,10073.335354137898,-210.7099082618637
4,0.1,0.06962931920145236,0.5,0.5238639332464158,0.3,0.2711571751606408,9875.06127698643,-212.67860088833265
5,0.1,0.09705850240327916,0.5,0.512658321211544,0.3,0.27196164501367937,9887.717873406602,-213.45412419671447
6,0.1,0.11810635882491402,0.5,0.505418278616695,0.3,0.3345873390616738,9971.538297876898,-212.3528510122136
7,0.1,0.13352276212132264,0.5,0.5025824530203978,0.3,0.3013786747487868,10059.220536907913,-209.36432089628192
8,0.1,0.10802316768778777,0.5,0.4964301949472583,0.3,0.29658952567166735,9949.941960234906,-208.85619078947764
9,0.1,0.05748808713795453,0.5,0.4553318089976001,0.3,0.30584636059690823,10096.508600646814,-212.9446627374914
10,0.1,0.0888831002928544,0.5,0.5506169587866215,0.3,0.3426921452761726,9816.767083922208,-209.32265744906738
11,0.1,0.11442227961780141,0.5,0.5144884179391749,0.3,0.33917646516757355,10045.688893985318,-205.01904483400347
12,0.1,0.06200991444076945,0.5,0.5200614321260589,0.3,0.3197872199216121,9909.027314981966,-212.64583302577807
13,0.1,0.06795960686263289,0.5,0.48099537407593773,0.3,0.2730764698142874,10018.99155991465,-211.1221504362038
14,0.1,0.08320748285494452,0.5,0.4990753564253406,0.3,0.29629141502001355,9917.215473597402,-211.98295203783096
15,0.1,0.09619960128981324,0.5,0.5502824919636072,0.3,0.29911023832090755,9661.69394637296,-207.8748039477182
16,0.1,0.07624526525921309,0.5,0.526723171307327,0.3,0.2977439231151999,9981.506581826701,-212.98543310936464
17,0.1,0.12185246970743013,0.5,0.5380556524906116,0.3,0.30550973223484873,9852.5767589387,-210.64444849022243
18,0.1,0.1265936030841731,0.5,0.46960911273185485,0.3,0.30920960920874446,10156.7977877663,-210.1432820681896
19,0.1,0.13332556174460353,0.5,0.48269122616484544,0.3,0.3217422828763726,10078.46815030027,-213.2896756883166
20,0.1,0.08749989166991812,0.5,0.5373543841466847,0.3,0.30385941688559676,9794.076606169587,-211.2042331268941
