nuBot,nuCur,TBot,TCur,LogLik,Theta
2.393248555961419,0.05740782971040685,0.25009507086196353,0.001,-25148.46131617445,461394.0447577741
0.001,0.5285486072947213,0.6512801572927108,0.7489063869605875,-53496.20421284085,1276979.7203814844
0.001,0.627814202360269,0.6083693904616627,0.8897469782045831,-53496.19564925297,1075072.0405100877
0.001,1.6654695845821286,2.657815534768608,2.3619625985851487,-53496.1674627155,405259.120739702
0.001,0.5151965537960864,0.6464434449423982,0.7299627429764297,-53496.2056193286,1310074.3375603857
0.001,0.7760196754440846,0.4844976495318697,1.1000385016037477,-53496.186993912226,869750.0806906008
0.001,0.8160037130713017,1.095381353082463,1.1567529767682896,-53496.18517569896,827135.1420267357
0.001,5.234904233936129,0.95709416294538,7.426306375222454,-53496.155926047126,128931.85444163601
3.221522481558871,0.04287770389157571,0.19091717026266758,0.001,-24506.265934525843,467825.1359853477
0.001,0.8991797692501401,0.7619453277892969,1.2747604389553402,-53496.181952524494,750623.8534378271
0.001,0.9192430501009532,1.8091269401416579,1.3032254026125654,-53496.181263158855,734240.9562311925
2.4383747026504516,0.05620359580089651,0.2509629253469333,0.001,-25045.788523512194,459671.1228797722
0.001,1.5923259338937457,0.6436268910881235,2.258201434079443,-53496.16823775382,423874.0930248292
2.713948411710469,0.04921463967113372,0.23213111253969523,0.001,-24747.45273533184,459780.2630835138
0.001,0.5453047455574552,0.7108990313760222,0.7726812500865605,-53496.202545998094,1237740.2224549444
0.001,0.30152235569259456,0.56559731184794,0.42679796814116266,-53496.24506480484,2238462.497421086
2.6390852493079806,0.10434624497257435,1.6259534852100679,0.001,-31672.136293619813,297301.83884010586
0.001,0.6193156670287856,0.5545617543550744,0.8776882146153273,-53496.19627382909,1089824.9537405989
2.363380213974487,0.058534791006062584,0.27459172253062825,0.001,-25220.561325537405,455115.572351497
0.001,0.4174236225762121,0.9500556863338957,0.5912422058145541,-53496.218700648635,1616932.230552814
0.001,0.4300983248424913,0.5681218780577272,0.6092252356574673,-53496.21666468434,1569282.301613722
0.001,1.4867413377109604,0.5648326136226558,2.108395834813552,-53496.16949803018,453976.62852411525
0.001,0.3198031416626325,0.5049561773000558,0.45273560637702026,-53496.239670335344,2110505.401996789
0.001,0.41233200001616793,0.5283277890334567,0.5840183190009786,-53496.2195542602,1636898.5945806347
2.6983999215255325,0.04951985741019943,0.2222553908210021,0.001,-24758.983865371236,463750.09234551754
2.581328186259702,0.05248419460113669,0.24488897604816082,0.001,-24865.80119802471,457775.62989870686
7.672840949592345,0.10751537421055239,7.369498966693316,0.001,-32171.436822984382,101736.66453172098
