nuExp,nuBot,nuCur,T1,T2,F,LogLik,theta
3.4428470771080417,0.0915994913856185,0.7616058976734795,1.5564118672306413,0.67543479266546,0.5688412908297503,-4721.612336405888,1252294.728028567
1.215458153074336,0.06818827274142295,0.8079630924072281,1.4510236511854493,1.9556647896727226,0.5546571884194516,-6229.642187231249,1073170.0119186782
3.0275916243098133,0.17037359158711907,1.2391820016420148,2.1947334609840303,1.0295682382760347,0.5688322237861755,-4721.609353044754,769665.3167632998
1.4860967777995422,0.18858941894833878,1.169786118726837,1.4087353732097216,0.8940698854376341,0.5688277364452146,-4721.591431590947,815305.8618834014
1.775727835190347,1.523294040604193,3.5176071302549636,0.4796834220737216,0.04141901309447329,0.5766891017090009,-4322.714971881767,428013.46413997357
0.9301348589432616,0.34101898726073027,1.5041048501685517,1.5697420704507676,0.9336589743722796,0.5688399469880586,-4720.9527654030535,634164.2094884255
1.7759603472527121,0.3924424745081486,1.873252353606655,0.8686619339753618,1.22514769682448,0.5688379325977826,-4721.133501766191,509178.17305007926
2.62252686057168,0.39780066264312797,2.1378611965209546,1.7400993750610139,1.5049939869715432,0.5688343812171993,-4721.459390639167,446136.46181643574
1.3803791693629,0.12161489697446533,0.8402213655065414,1.0884653789714385,0.6800942843099886,0.5688329069175879,-4721.607723914538,1135108.8098933157
1.7856210465755638,1.6756504054458967,4.027173689639098,0.4840088332229971,0.026935149768692827,0.5769373517980788,-4314.475364146463,428884.63596187375
3.03282916016775,0.010926019043653994,0.5375164742646459,0.7447459059691995,2.051626213724592,0.5544286730126217,-6230.3084453361225,1612876.782463741
1.7917351877712435,0.09959721973471028,0.7206392055486645,0.4386446226139906,0.5971513562848163,0.568828907813511,-4721.6094281408,1323488.1003719128
4.866261246286756,0.41806680591608303,2.3537958138540773,1.7035360353679838,1.7033689197270818,0.5688296793423738,-4721.480711062148,405192.1179325641
1.2834831322155986,0.21197090878774888,1.2360091343024813,1.622093005587948,0.9126117428107109,0.5688295952478495,-4721.57087057078,771631.5447556301
4.818597164683233,4.747038168022837,8.102462346943998,5.674107281268627,0.5764476072723622,0.5750893210433405,-4375.381921602922,133243.71813162896
0.2835508881063814,0.2833435123519489,0.6299705473274257,1.954665426611565,0.1990870577159435,0.569415165072166,-4695.751352327919,1523053.2095597712
1.0531385943074185,0.01,0.5322786713560078,0.7185713342099862,2.0714887074308534,0.5546799734376969,-6230.275901400251,1629022.2133615226
4.787096053255427,0.29019427622384597,1.5457953677464118,0.3568296993090933,1.0823557465008078,0.5688349577624269,-4721.388996123715,617018.6668015249
4.767856779557659,0.969641330639123,2.6081375822667323,0.18025934602392915,0.2683410944146331,0.5755655418984821,-4357.463694970385,426887.6138091483
0.4218931930388327,0.4202210629401018,0.9352691584574803,3.265239751958304,0.2958063566472561,0.569393605474381,-4695.307788923645,1025877.0737798957
1.791520078442131,2.052846071334436,4.391201003186251,0.48377614288959997,0.019518218335996217,0.5772210750521171,-4309.49226327904,429610.49014454696
2.168622900911522,0.3648116579109801,1.7972943400406756,0.6568555947608102,1.1992677877758517,0.5688353303050271,-4721.204360357457,530697.8423694943
2.888177546223973,0.4109363775738743,2.051675332686924,0.9315245064405017,1.3805389850905847,0.5688353980602381,-4721.199883680965,464893.15137192106
0.8993513535528734,0.16195254249873992,0.944429926170975,1.4523536540729522,0.6973090191414046,0.5688301721895169,-4721.574912595926,1009872.2401051596
1.3962431763146221,0.3487843118939618,1.66495717079456,0.6957855085763572,1.0889745170058114,0.5688390442483153,-4721.198570114691,572881.0925742473
2.7164920704360282,0.10458194210226104,0.8185551182820285,1.3550193438616533,0.7052265219791696,0.5688305468103872,-4721.611378472735,1165173.3220439397
1.346591419095074,0.41312531933720226,1.819025727341111,0.6859359478722039,1.1270749865188332,0.5688765663896506,-4720.752694899158,524414.4555402275
1.9014612313447452,0.12983688064493934,0.9235720027670853,1.24633142656884,0.758559059706313,0.5688391142535547,-4721.60930667771,1032715.9733419622
3.6693009885418304,0.07818800626240979,0.6794517786811617,1.6247237065455506,0.6148407661723343,0.5688513948691725,-4721.61320976814,1403829.807059023
5.33487641628258,0.9609667376172564,2.6088823325676946,0.1749331538902585,0.26914912959367043,0.5755822400308531,-4357.4723818476195,427123.11592104397
1.6246860678313082,0.1481657402389446,1.0139050366627156,1.8269990141056294,0.816602892111772,0.5688269267197241,-4721.606782069241,940656.0373155078
0.851069112207051,0.24869699305754797,1.2244779692900927,1.1815862157176058,0.8170908917266877,0.5688198904896719,-4721.386283015672,778922.9636421076
7.362941980771698,0.01,0.2771800725005478,1.312535645382391,0.9017380784802942,0.5546591924176094,-6230.2753764948575,3128174.0338696786
0.27568368272231525,0.2755244909500367,0.6110107874306687,2.416424307807087,0.19230121171209844,0.5693830982523254,-4695.265393096342,1570365.0970635358
2.587418908087435,0.09883105575541769,0.7520556901477946,0.7830876406598519,0.6395171366737882,0.5688202348316891,-4721.614411403571,1268079.855938038
2.19723219394195,0.2574082916964673,1.4568520945140886,0.7294316552686292,1.057353722979088,0.5688317889997779,-4721.523405653963,654669.4292453781
