nuExp,nuBot,nuCur,T1,T2,F,LogLik,theta
9.844029985261681,2.2222070790723962,8.640291738371308,5.687645002913249,5.44964963072791,0.5638846835553115,-4760.4149552363815,108696.40523003657
0.23396036512837587,0.26230197099677244,1.4985871693715038,0.022963184445208572,2.4029301261567912,0.5382682106657187,-6336.732165151872,581189.9378531572
2.822634012019441,0.26339740790464505,1.4221846310637574,0.30830742734728783,0.9976718234880011,0.5691258647943428,-4721.783052519924,671562.0195129315
8.689671463654184,1.5554091920369069,3.880472901241443,1.6050471077115207,1.2841349480754893,0.3177199134155722,-28101.529426467197,219798.2914360215
0.023800618549813454,0.029690527474882607,0.23383211856772454,0.019579161040493107,0.1967090561508441,0.57206823464837,-4736.48201228377,4108477.0160512906
0.01584583447247962,0.015387177145562215,0.14611435562032254,0.14873684278252955,0.3251001338001997,0.5541549841664829,-6232.337341994542,5922228.27563553
2.1681610797517554,0.25625083454483694,1.4688226906200785,0.444025223967536,0.9251649111522074,0.5702020041843749,-4798.316088068037,664287.2552307573
0.7267289688834252,0.4175526583333028,1.6873096368496203,0.010043873351268601,2.0330249830891143,0.5529988847239624,-5852.256278471075,514634.8175003301
0.05850285187807913,0.08540608338447978,0.28460050109857715,0.20075661488688706,0.32150890272017607,0.5704937947929306,-6261.098104342935,3060202.2738147764
0.6764646464292021,0.9437299638089817,1.7460990706366013,0.6933925205730697,1.327709549371826,0.2601621780759588,-31165.53372139475,445944.4572788447
1.310040694718475,0.6164139122178476,1.9790432346607056,0.09245424279568969,1.389330581905278,0.43233569443444375,-13325.621491481957,445062.076207505
2.5560939092841775,0.1113735008634505,0.6338211334674865,0.7386888874765856,1.7286758446215749,0.25997259137455186,-30788.501654568783,1195078.8965632366
0.0791108098614082,0.22912001888952196,0.7328862381619748,0.09418393046051717,0.6140205989911308,0.5510412180935492,-5454.766518165154,1205266.4276834773
9.939430011245129,0.4694909636267286,1.8035341421283932,0.031695459601763586,1.344462012235314,0.5641756161119741,-4940.309906931681,509354.3237745832
0.6162725989479946,0.30365554973101316,1.386953743968043,0.16464249319499286,0.8889803300375222,0.569470110205593,-4722.016833864618,687054.072935219
0.6319633339538832,0.4633666949406394,1.5994892049645386,0.4522065774669488,0.8334011112250337,0.5683791625398297,-4719.983697011528,595394.4649267979
0.3210746781472298,0.19508051728927667,0.9636478008292632,0.010009198091827376,1.02595291165553,0.5639686644711848,-5294.56084348369,927399.9839977411
2.0521525316600844,0.5034169597066283,1.9598771031288644,0.25352906789614743,3.296393730837745,0.33206640922216013,-22920.000973448186,403985.4939294827
0.013269384295333388,0.012280535103159924,0.0765867756382313,0.028545504128946998,0.20735676933947644,0.34100773543441004,-22016.925648896824,10109909.82919185
2.389368723247076,0.2161065207176877,1.2427231276337836,0.35669683599449126,0.9240669992311074,0.5686990732486464,-4722.303367631728,765838.0517222977
0.01059649087068355,0.25878647262317284,0.6452496217417905,0.013791059841931278,0.2714140853175579,0.5651183220746627,-4848.3908414759935,1471831.9252598027
8.17494803843293,0.1102370416051638,0.5795697886276154,0.6292008391086432,1.0534293700566435,0.3537035489296389,-20654.3409338786,1386643.1628289477
0.1792487564067089,0.6025034653353246,1.931452944096652,0.010210071566245498,1.1405100490043962,0.5701826170090406,-4849.814825148569,480580.4909223013
0.014207587450962223,0.014596958061629415,0.11847671618306574,0.06707436180259399,0.32358142379862537,0.36067642623011004,-19751.492067685656,6702056.945671965
9.796007953215456,0.22739432340411736,0.9703344866868816,0.30607185588125596,1.9420358476203812,0.3143538896272297,-24922.796148705223,797022.0256621498
2.155920065550574,0.3618018900492415,1.49928095049338,0.03399039153633638,1.018380954824543,0.4573263665354211,-11042.201122595638,603138.8703374307
0.2663355629890473,0.16473312485354857,0.7584082600910337,0.30255156229045926,0.48514531509273723,0.5684130451209629,-4721.637300310569,1257058.219147444
0.8218437401294546,0.4045672691098788,1.6840573342801728,0.03982364421289483,1.004587878133949,0.5684975120616231,-4720.663189162457,566291.3003535884
3.0189526502530817,0.3916961803643445,2.2908393861445413,1.8771028250531205,1.5378445203144515,0.5581500595420595,-5024.739429144902,424840.7392456692
0.0628710390530553,0.0525609256254016,0.3455858239072503,0.013224822581417054,0.46630578532699646,0.5612794948950344,-5474.249755450801,2589524.0966417496
0.7668948082767177,0.6130338162469147,1.9864381285046615,0.1047317081696063,0.9704388321377195,0.5685486227886893,-4716.818906744447,480397.848559806
9.873990612488859,0.23287831781707155,1.200231775034787,1.7950077589745204,2.152297392973516,0.5373455896788768,-7304.626175141748,692540.9729788367
1.2655045931377,0.5368207813301475,1.9660097619909787,0.17561476995776545,1.0576820770644244,0.5684954877441555,-4718.21676835393,485562.2812451185
4.147053289251959,0.2639639332283682,0.9375789428132479,0.010657590646383306,1.144050009094844,0.38082952514984436,-18980.979311561896,847991.4890938714
0.8554906655663864,0.7035277058257405,1.9182961932781173,1.5088035220805842,0.7971605898881299,0.5677433853479595,-4710.408561697201,497562.71750493033
0.4738526418027019,0.4361297729930259,1.630709054567206,0.13565016455915027,0.884973796041906,0.5683952585920385,-4721.910007433224,586151.9007573881
8.819553268658028,0.0754810480578253,0.3452470471152511,0.7436485370870083,0.6770470486515009,0.3552063776634339,-22110.37520205167,2222414.0589272925
0.02874568780568715,0.010000157514579555,0.07216333243342629,0.07607332615705746,0.14631782218574305,0.5409217187027728,-6347.115432632912,11850479.789718911
0.01016030497516207,0.037020258419855,0.19837598613653418,0.01936332774941656,0.13418638148241263,0.5699193832121733,-4731.21574511558,4845383.935978099
0.7843265237852597,0.39360376679539916,1.6148934248145428,0.2641619671234026,0.9530301149680088,0.5683550525203191,-4720.930138940952,590432.1513656905
1.4315225283043505,0.17765285040209514,1.040143397776882,0.11872512725870403,0.7742781022973,0.567873364260404,-4723.10451402131,915153.136523762
0.92840657965164,0.09421782428318516,2.222450302739691,1.454897091584193,7.59460251559287,0.38303171823015403,-18068.796871573068,371225.93155410024
0.30310078049465533,0.4833531376986701,1.4905665721271193,0.16307554564453333,0.7017683607048677,0.5685680433811897,-4724.787454412668,640185.6642414569
2.0911939673899473,0.023077192869443368,0.33821729973722314,0.12541305568535016,1.3282189588616584,0.2966477448904425,-26704.295983043805,2279677.8598345392
0.45045963039459497,0.33691844261730597,1.1752549424412364,0.5933499988669478,0.619358670596109,0.5693044906587679,-4720.450089112492,810794.9584987754
0.1427322914265455,0.09702923173253011,0.4545468653313634,3.6985239697766152,0.9272327504143497,0.3601224924922417,-19812.35761976533,1741480.5694636682
0.7169682560870743,0.29404428879915917,2.944525266948141,6.858265558998064,6.527217726786149,0.5688213884382295,-6358.9478688646195,296329.8970771918
3.0578349491580816,0.05258710415703294,0.37288580991584713,0.8788398043960732,1.065781374939858,0.2875690651929673,-27711.758078631072,2064945.1724201734
0.09746750878607777,0.25456220896848264,0.7501775755732434,0.12483153146126062,0.3288727107531549,0.5702886746885234,-4742.086612165993,1280097.9550688893
5.495891656369768,0.5929433719517884,5.997172459526101,2.8158741229244697,9.977760778641652,0.5942738395231705,-9102.481048264672,155801.40858472398
0.8747572674066879,0.14890719658237667,0.6845020425691982,9.798077695210774,1.3258879970268247,0.35584612879368493,-20334.606897367557,1154253.0043770745
0.38758267329462065,0.47181855423380764,1.6331759799226757,0.1297859166472833,0.8482808619334989,0.5684231032111404,-4721.376734480247,584100.442360543
3.9696609338935205,0.5605367982617498,2.5200240416442026,0.9753841747305119,1.623684003529774,0.5678987464349536,-4723.5249329774815,376723.5754998579
1.1226288311901516,0.2481758376970103,1.1794406836687226,0.9500743161873071,3.3485559043500897,0.31253777202706595,-26144.587041394785,632429.2528884519
2.3646094741705688,0.020910280568994237,0.1307466591770771,0.038192257405806146,0.33872166416563626,0.28478147477662874,-28065.61292165378,5899825.7125446
4.349123301196301,1.0766203742485523,5.348317903478592,0.010523657652864178,5.997700457335072,0.5754549897236438,-9054.557180296077,174973.99287425337
0.8130548146594387,1.0109791910529133,2.249874339932009,0.010392683326693634,1.0489007828316805,0.5587081724877947,-5021.439752042235,404409.3728520754
0.038707321374263935,0.3746450525629442,1.1118958712333595,0.02675233412951326,0.5199388445346496,0.5677187205303542,-4735.597162966733,855636.9892095808
3.333724129800271,0.9394602750557868,4.747022439715326,5.458673737093259,7.110144037666927,0.554397593455539,-6042.171313270403,183171.93132668015
9.987270405003326,0.7531294521093289,2.440803410242691,0.2813334707883879,0.7841320019564074,0.5509671656314317,-5821.130484252193,403017.36466559075
6.418558490335291,0.27787585500916495,1.4367387609551707,1.043905064759782,2.820252306933969,0.3329063501352632,-22953.498165481986,555717.8907771233
0.5222374551946035,0.5357040831711589,1.9028722296516567,0.021996567270724156,1.0088341642071166,0.5682814116776418,-4718.931606531507,501106.5904816412
1.8215481432458178,0.242065605036617,1.28930968666652,0.13531065618993898,0.9073709128816119,0.5696938742681021,-4722.749939377914,739842.2063706937
0.14974886923035938,0.018633408954575485,0.12411004773274698,1.0918434268300086,0.09218392213068412,0.5683869857324786,-4739.772763524234,7754182.495485026
1.5964001232089116,0.17331300726139445,1.0379298947069748,0.21135703484150062,0.7878391296250006,0.5680101966797297,-4723.711357464606,917782.141182576
3.8089228095780605,0.2763794536623933,1.3497011343553666,9.620434340858504,2.4037950178721026,0.3455164205100645,-21602.8031472859,588011.2011885538
0.54355598074058,0.2447092577672685,1.0922913453379113,0.595799299970412,0.6830356457075913,0.5688588155619538,-4721.480775804026,873007.5923660719
4.794955857113047,0.055362442916288564,0.26667138490609743,0.013610080544180952,0.7285289594044132,0.438446068645557,-15737.52462058833,2862983.211304996
0.6914551011342334,0.6872833761150964,1.9794739437659572,0.20024781483556195,0.867889541593981,0.5685856654404114,-4716.608109630979,482293.47171612544
1.7560888881642869,1.4294483258756032,2.9428117594221845,0.46840030447117603,0.08545764883402321,0.573871406153471,-4346.72818618438,425292.9729418287
0.6669372819019928,0.5562405566523552,1.8645425008193584,0.1626167562162856,0.9383313134180479,0.5688882915184224,-4718.8260489768145,511700.28463755705
6.913121036081147,0.028042822215787157,0.2688196293185043,3.7228510103451424,0.38446702282278894,0.5629109390053488,-5245.122472083342,3380238.4856356876
0.010285578747580916,0.01694760482976398,0.07035586215609539,0.03277619604561177,0.07631817014011952,0.5514565201220691,-5617.38509939627,12445452.56058721
0.134932491928778,0.35558338881130724,0.8782754420212364,0.4139529037491052,1.2095018572981155,0.32834983012357905,-23143.020279163757,885650.0459964182
0.15051482204526184,0.21106097071040314,1.247245309175399,3.7640333624181057,2.227571509819137,0.5574652341669878,-6261.346101899646,691955.2434560041
9.478344219584919,0.4458147933574962,1.8994823514475216,2.0441883742383515,3.109668130426436,0.5083987050291842,-8822.446203998465,429226.71104935603
4.073423311675476,0.5321094294127822,2.4686656326168768,9.96314317605077,3.4768849586284722,0.3494659387928818,-21397.430575744118,329870.14521155943
3.7181364426389867,0.9973343100048006,2.600458823787068,0.1940233376851865,0.26222203531921756,0.5750923922152205,-4357.654724719163,427006.2028855606
9.961447513580323,0.6951668991500166,2.334058668179781,0.1787089402769273,1.1155363938600067,0.5729699840934945,-4718.471139631132,411774.01030950097
1.1112434707482761,0.4988697149038869,1.956916063051178,1.979101503606491,1.1190312216107223,0.5685188978959037,-4720.3299978215655,487048.7341039545
0.08000883493302587,0.10170566198990444,0.855534634080577,0.06076811107173534,1.7436418374143894,0.5771332006236197,-6559.6987204858015,1022307.2720926738
2.582719231601596,1.4077289455787574,3.433038218711631,1.1248609594183985,0.5895431279975685,0.5738550262737485,-4400.211995931284,301739.2840137787
5.987235485933074,0.1014566083191659,0.4834207054940326,0.19638030785458632,0.8171503749855249,0.4709222018438748,-10559.05318458729,1678483.8357932202
8.450785075415709,2.1705091105243617,3.4883693124153856,0.1447266835981147,2.7554655569410955,0.3678771053355437,-19417.522746747985,228594.71073398824
1.1442487924774498,0.40438721108222475,1.743058088884183,0.01833510338008787,2.3299513658982196,0.5478418055237294,-6002.907746002325,495795.89382021397
