nuBot,nuCur,TBot,TCur,F,LogLik,Theta
0.17146105880460916,0.3376302241496944,1.5200010166884168,0.0553714955078592,0.5645028460186854,-5287.345646511196,2624659.3177214004
1.7868787416431104,4.327934845680405,0.49584389954476077,0.017439237510172352,0.5773092613026155,-4310.65891120868,428527.40279157663
1.78686270263785,4.3360961010543555,0.4962788508272875,0.017430845762702304,0.5773158291539932,-4310.655223729016,428475.3705056555
1.8059082129148971,7.772445600299434,0.4772503144886726,0.010775285517494267,0.5776832333563806,-4290.011436405679,431059.95071510685
0.6456075580030802,1.9678138673963073,0.001,0.32272203985428644,0.5646472476522736,-5286.115569346715,450529.1294207392
2.165032600506636,3.3474483282862932,1.7077053244292648,0.13389838856986658,0.574848876372709,-4406.706464060902,302894.56684335106
2.054816656766328,3.1693653366964036,1.5136172254811957,0.1267745677355396,0.574781198250613,-4405.219995876294,319675.27245228714
1.78771391294773,4.289742402383377,0.4964123584113647,0.01753063484949944,0.5772889208910854,-4310.711874759334,428388.9235510997
1.7869980720595104,4.259027505105583,0.49544238032844107,0.017622108081659673,0.5772763482120816,-4310.750765588222,428551.23697299353
0.5548039536123495,1.967343208937245,0.001,0.3226450398251427,0.5645759421468554,-5286.1688754964125,450676.25180559454
1.7864544129653086,3.945276238424134,0.4931226843724623,0.01875453518715038,0.5773152635251818,-4312.668872048278,428730.8588919661
1.7659836625283556,2.6976113259581216,0.8512278770531204,0.08632350349457038,0.5753327565583283,-4388.401550696581,385619.65323099296
0.7870397501824291,1.9673875754308894,0.0010353506130898215,0.32265187531647826,0.5645397548191429,-5286.108451468812,450475.36719237507
0.5106648231940909,1.9677141699632148,0.001,0.3227057700414032,0.5646533754710564,-5286.220607055351,450692.66313693736
0.8320821194869145,1.641989652192374,3.62196241389249,0.26928633664143237,0.5645378165371908,-5290.699854289458,539809.7501614703
0.7690386198032658,1.96807471016579,0.001006496188728026,0.32276362210777076,0.5645491240762327,-5286.116970810166,450396.57970200275
1.786937290059951,4.315991669764446,0.49583613193268194,0.017470688345840698,0.5773068609800833,-4310.6664802392625,428521.0768097058
0.8260258158265464,1.9675376325297624,0.0010313441212753333,0.3226762453765883,0.5645360277389395,-5286.1136697984475,450432.68154833914
1.7868423084316747,4.3460104198381915,0.4959834709393966,0.017387594715081264,0.5773007052642218,-4310.654392898097,428523.2872095324
1.7869051324745375,4.303771725997621,0.49532082366664093,0.017489201635809346,0.577312828799748,-4310.679574806956,428588.30019042676
1.7869007277116657,4.328816366333072,0.4960466927993576,0.017441426889004123,0.5773084365384465,-4310.658134550555,428501.06947022874
2.4969543516312833,3.8627606980540343,2.272969496643584,0.16012924279668617,0.5746849531393069,-4408.862841146503,261233.8612198465
0.4858786489648408,0.06342502885320232,0.3676276755564409,1.3877999694146577,0.40094212638649046,-70021.49380670619,9571905.8648843
1.7870809977896225,4.1776257637952465,0.4944133229388582,0.01784501148207729,0.5772447410470735,-4311.008012409802,428649.0646747096
1.7868793556436633,4.290706405545095,0.4957943726942103,0.017544678454287956,0.5773088436704064,-4310.694406721508,428524.5455039194
1.786960580807273,4.267959481791752,0.49573813710031644,0.017606259031355667,0.5772834585942974,-4310.732883151009,428518.94995485374
1.786850713989135,4.3015187358243905,0.49562753851355745,0.017507319640195623,0.5772980752296367,-4310.680608097988,428551.4169848072
0.3290339922653529,0.6492668235025256,2.212874278703048,0.10648050587769686,0.5646596680282435,-5290.459268547638,1365246.5213639392
0.1204055092014095,0.23718738121807015,1.0772074889625198,0.03889876534748278,0.5645928805224185,-5287.820711139255,3736458.8729753396
2.170509943487495,3.3562302129940966,1.7171780841886015,0.13424942780454444,0.5748592598230786,-4406.767434179026,302110.44874895154
1.8104490881303417,12.279019472546711,0.4739352111953474,0.009210963659570146,0.577870722504928,-4281.144566247342,431524.12487342785
0.11191800046534581,0.22046117999897277,1.005949579014693,0.036155607434381565,0.5644637437219261,-5287.888685172293,4019725.9546819367
1.7868658643602682,4.335914892573927,0.49605772265118453,0.017423724530362217,0.577311733724848,-4310.65531397445,428503.5193606591
1.7869167200573675,4.310956527213371,0.49586969215679727,0.017486299615439013,0.5773039802308183,-4310.670663536817,428517.49939653423
1.7871023336671328,4.264505011769233,0.49553235592419836,0.017607952032377687,0.5772860356649446,-4310.739714658936,428530.79053307266
1.7870026462948314,4.233307281141252,0.49646751440091513,0.017734110756652544,0.5772818583798858,-4310.826337083272,428413.68717558525
0.1558894649704021,0.30785946036016804,1.1667808185221271,0.050488935825950376,0.5646808877631051,-5291.534220502683,2879654.7079768013
2.657730010199649,4.113086071810276,2.5318714479902784,0.17148072205863865,0.5746696323959368,-4409.330877241417,245177.07924086504
1.8106000057858243,12.276329488343535,0.47402451003591767,0.009209753094809947,0.5778584424985448,-4281.148178373493,431499.1102553038
1.78685649275263,4.334169026259077,0.4960508029849237,0.01742875598875043,0.5773133620557683,-4310.65589219844,428504.7995032877
0.22181094079622218,0.4369647938056713,1.7973617643000295,0.07166244150576342,0.5645129266075075,-5288.007405824639,2028095.3280184357
1.7845222933157372,3.724342370776129,0.4956338991748271,0.020124955213716284,0.5772397015038273,-4315.5605706801,428342.5651604787
2.1069360506210146,3.2535927698108726,1.6061461061776778,0.13014373136661903,0.574819451903649,-4405.98834053443,311507.0842828662
0.4903867550747832,0.9679611717573774,2.9186116642656126,0.15874664158248936,0.564546791938596,-5290.90523266606,915767.6382864136
2.2979896692637634,3.5560355846606018,1.9385730785356812,0.14423008776531154,0.5748583106253389,-4407.889623318566,284666.74120749853
2.1140769920925484,3.265787251079345,1.6197955434834226,0.13063192525847137,0.5748030633819401,-4406.092062731725,310377.3958925992
1.8080728794087708,9.354837449946796,0.4760135768898876,0.01000695024661523,0.5777874274925158,-4285.863843336992,431240.0174028172
2.175333398091679,3.3637958113752617,1.7255351511752857,0.13455180535122083,0.5748396490508956,-4406.819489006244,301425.28898779704
0.09904427679967652,0.19538927376867649,0.8216827718961209,0.03204411935560877,0.5644591739126377,-5290.155239145664,4536238.545709875
1.784760019713407,3.610129207199255,0.49387548369510503,0.02081524656132295,0.5768701112277868,-4317.491159370664,428392.5478088575
1.786842940483452,4.343446206662757,0.4962748040454247,0.01741105379226348,0.5773179065485764,-4310.653481384084,428479.1139656869
0.18561885882559945,0.36638966382881466,1.3817361139273234,0.06008794037686369,0.564723669072094,-5290.6915156778705,2419566.517795009
1.7870073839079836,4.290409402006944,0.4960259349201712,0.0175449149640691,0.577281862673502,-4310.6955500836775,428486.76678629225
1.8032448791931894,6.661432735639086,0.479256490566949,0.011690202849190876,0.5775874378757292,-4294.208219984939,430773.94053692435
1.7998914294408126,5.748979182127257,0.48207858849517726,0.012898763166009781,0.5774685963166819,-4298.964279046355,430375.98498636374
2.1740252902535997,3.361411970300559,1.7232620594090173,0.13446588802483797,0.5748366038308385,-4406.8047695614805,301617.207625622
