nuBot,nuCur,TBot,TCur,F,LogLik,Theta
2.171344027555002,3.357643030917038,1.7186053053267736,0.13430615074279664,0.5748629382091871,-4406.77708857425,301989.92326824187
0.27005015219215217,0.5329154767058231,1.8865212127240647,0.08739853856694936,0.5644948940322237,-5290.554142877925,1663286.493335763
6.257953885677839,9.696381927346561,7.890773421231532,0.41343937455453555,0.574586932667097,-4410.83461423777,103729.40758868228
0.19344266026367182,0.3817442074327964,1.436733668342604,0.06260604563143905,0.5645917756165185,-5290.519263342343,2322026.01089847
0.08101105945039634,0.15977798239331842,0.6968024029833976,0.026204565102994418,0.5643514994711126,-5289.851876910616,5546970.004269999
1.8390445886257754,2.8244700111509102,1.060827786940897,0.10168123816306411,0.5751575854412563,-4397.724561437819,363330.3543416989
1.7868971675803607,4.342986159620029,0.49654860373819343,0.0174185651074606,0.5773127749459933,-4310.654050520345,428440.1510359432
2.082957476088301,3.214475223592966,1.5633855526890486,0.12857900422156893,0.5748051109738895,-4405.6491279918555,315229.9468284863
0.2077136618684872,0.4095963038140552,1.5919735331021865,0.06717375201562256,0.5646619774605496,-5289.300760602404,2164008.4216876877
0.07879403374129648,0.15545696555743524,0.6750449760420069,0.02549494173158223,0.5647546541210609,-5290.09626299447,5702158.384210034
0.03541682227958477,0.06986477340986165,0.33297802791057257,0.011458335532102197,0.5644202786961756,-5290.134459289184,12686024.901160108
0.2943056717921499,0.5805664773838208,2.0578542401825533,0.0952128594578248,0.56454555947832,-5290.020661428323,1526709.6293376728
2.034078803564695,3.1357490161238277,1.4758751031590855,0.12542978144233782,0.5747892867561709,-4404.873205957105,323067.61864560714
0.1905890722077179,0.3756510637006496,1.5242554645611455,0.06160668409483879,0.5646191800735043,-5288.65751432316,2359373.9497160376
1.8013540070594685,6.060232625344662,0.481162097462495,0.012416760641527847,0.5774820455322724,-4297.170884902356,430496.2877941385
1.7870196633959807,4.285563767152546,0.49555187758193403,0.017546244641772415,0.5772893167005692,-4310.701850901023,428542.9252437277
0.1884370830848129,0.3721482383580885,1.3672777034718995,0.06103235515640523,0.5646848067813967,-5291.532450963947,2382229.7343759052
1.7883203545955615,4.371520608434743,0.48853606344497935,0.016880516673039244,0.5772540779688252,-4310.29132568893,429479.71653273515
8.3811269916816,1.9674167027009077,0.001,0.3205075601444904,0.564511989271312,-5286.549773608349,450423.9706557491
2.070875209766647,3.194999934676176,1.5420910654221258,0.12779970604021396,0.5747762208650713,-4405.4695664561295,317124.14167024114
0.001101734984746161,0.22292052782451935,0.00792185612538161,0.20541903688613472,0.9176934350004696,-492205.56455169537,3986679.7915975135
1.787006264550195,4.132610403959192,0.49420685773322726,0.018000496321372576,0.5772499252310673,-4311.220142202568,428660.0322486504
0.09575565137399618,0.1885551447209821,0.9042238888059893,0.030923166408945463,0.5644144860231053,-5287.468052491502,4699551.240878745
1.7415098781688396,2.6794250252041456,0.683244329648875,0.06430608778893618,0.5759578410025492,-4372.246912647184,404471.9872328233
1.7870342869559168,4.245291839700067,0.49524616779320146,0.017657224739147784,0.5772727557987414,-4310.782787550619,428568.75116562593
1.7868824930081133,4.3333844293632815,0.49606514165716115,0.017431144693164445,0.577315177102218,-4310.656168649526,428500.2896940342
1.7869148460715836,4.280699483907813,0.4953371171193375,0.017558398527736687,0.5772870031342371,-4310.709725446752,428575.74885242444
1.7868299990999972,4.3426090878010815,0.49612468821616224,0.017408728509120973,0.5773166786585942,-4310.65372057342,428499.3311529451
0.1493876680168052,0.29462707381405195,1.191998703281867,0.04831889050127028,0.5645633667990857,-5289.578479390708,3008406.772866835
0.12330979332917356,0.2432771765362625,0.9818471265691044,0.03990182317286287,0.5641707043482099,-5290.620514051057,3642883.4550101766
1.7869693554159791,4.278874725923525,0.4956778047857876,0.017572142930760693,0.5772925157532944,-4310.712521720081,428528.8378177285
1.7869441383271536,4.297834437806286,0.49577410368384367,0.0175193587569779,0.5773047628913985,-4310.6848108048725,428525.4069980655
1.785770794099465,3.9264556395361794,0.492284974660435,0.018821721900863387,0.5771936417717034,-4312.856296051992,428881.18983826373
0.2538409583799178,0.5006882813938666,1.8480387837874628,0.08211307417615592,0.5646407884889586,-5289.711783384104,1770342.5605599927
2.0091013810248577,3.094160313955504,1.4295268477815586,0.12376570493168695,0.5747485956127971,-4404.415348306502,327298.2901993756
1.9978470446634222,3.076079914617131,1.4092423989845893,0.12304282469561742,0.574752314616877,-4404.202424528907,329204.74597092555
1.764922553898425,2.6968623649142462,0.8498316681789794,0.086299061813569,0.5753706494235221,-4388.307872542311,385808.7352942412
2.924121856368818,4.527029003505569,2.951678760701199,0.1901465150956749,0.5746399162271684,-4409.810079905292,222563.9095717974
1.7868374718450968,4.34037626187582,0.4963303172830713,0.017421539554264367,0.5773263001422766,-4310.654183854407,428472.46113452554
1.7868467817854103,4.314862425455782,0.4954671629532362,0.01746537100917643,0.5773006604055605,-4310.668636337097,428574.1868565058
1.786843265876181,4.347779570828378,0.49634968399977397,0.017401310195631736,0.5773179551750849,-4310.6530884019885,428470.63992680784
1.7869118929609138,4.324615806234614,0.4958614816562783,0.017448287556440383,0.5773137594063604,-4310.660649147132,428521.96826813725
1.7869511057464678,4.307372545808386,0.49577742245488693,0.01749208747923897,0.577299776057369,-4310.674179453737,428525.86717154237
1.7638161842167095,3.00472601141389,0.4944818870374478,0.029740968048408555,0.5765299981042028,-4333.680832812301,428187.870115265
