nuExp,nuBot,nuCur,T1,T2,LogLik,theta
2.811865483726359,0.17472225242235404,1.1044139703246914,0.6690601434335882,4.548325062948145,-56814.52486592626,630821.6486982354
4.640671252489424,0.040591078857683684,0.2761520258421883,1.5490247144105938,1.1825169535341593,-56814.76889990193,2522859.100530281
10.0,1.9365350399674337,0.10301676831670561,0.19452239060094104,0.01,-24834.785937646477,459031.5748914363
0.9377836164202004,0.11205214800266071,0.7293433326529641,0.14559293923159822,3.0514239270980217,-56814.47024172089,955227.50724648
4.020829360050407,0.05122364407902911,0.38651430916955964,1.5318530913670692,1.7447147049040392,-56814.38485778993,1802491.2319171068
0.053781560256572554,1.5402977683675825,0.04271783039725497,1.8108271358547394,0.013165238444910635,-33574.09162634416,8423934.147276416
0.041721717076922904,1.194859536587543,0.033138837414424534,1.381475962145437,0.010213251919375204,-33574.091574084814,10858886.524999967
2.0194684049302785,0.0375148550056649,0.24841187339347578,0.3972800098002277,1.0488516841481113,-56814.749935702785,2804542.754725731
1.6736628818596164,0.030728522164476673,0.2686740735178379,1.4764090906423095,1.3012150662716138,-56814.33137314029,2593063.910816051
2.1561497194469537,0.04069923976020488,0.3084921209266632,1.4902972247200592,1.3956036439700814,-56814.38120957375,2258375.403108654
3.7372998322813795,0.18331462883202293,1.1325112684447312,0.8892424150078682,4.605941887404373,-56814.63329815483,615173.0389967603
0.6486736417948608,0.08823922748884443,0.5432535689976536,0.7077094936431418,2.2051793619925797,-56814.652809606676,1282442.8217819312
0.06849476086540986,1.9612130649327721,0.05440392560098736,2.710798359036286,0.01676643872740081,-33574.09169497149,6614434.782218267
0.04086244954858365,1.168568113779835,0.0324559592614536,3.190222785621466,0.01,-33574.09863426452,11087597.666920865
1.4640324395886999,0.06539628140755598,0.4189801810675584,1.2151292851003437,1.7375777065075533,-56814.75306040583,1662875.9443765178
2.548891379818972,0.1332708311825356,0.9049193236214629,0.39812418046404896,3.871462408511924,-56814.403600841004,769891.7974339086
3.885699642733543,0.12383090825981877,0.7559354801950284,0.011025756417572377,3.0542139647720083,-56814.669734299125,921626.3986020529
0.04101039854366432,1.1502848060436683,0.03256988249960735,2.2981298012111413,0.01,-33575.614171160894,11052323.54359091
0.04084224199263502,1.1688959190618333,0.03244527742591772,0.5036969391644972,0.01,-33574.49454885561,11091248.961959565
0.1100338647151554,3.166112437987387,0.08746749430570615,1.060949761763044,0.026998804746191013,-33576.1341744754,4114133.925991411
0.06408287279560954,1.841731840513209,0.05093118622245332,0.6783936771579144,0.015711727819476752,-33575.524401904215,7065815.894506321
1.2898671175904635,0.2656777997377825,1.4014057990390818,1.5675473637610435,5.203557461575762,-56815.59014624418,497140.37949523126
1.94735529589383,0.04003255427259298,0.27700414644266463,0.9657544296361122,1.1966768510872254,-56814.55429682613,2515103.768362395
0.14931595674430864,4.276372850072991,0.11859955696358924,7.647854911460348,0.036552230162979926,-33574.09157931918,3034170.200274412
0.7130356077875376,0.07249793788331582,0.43312485138973417,0.9341523162208314,1.7289509418977131,-56814.97531538691,1608524.0409474063
0.0411859568634561,1.1245434634971536,0.03271515684594817,1.8183055090245586,0.01,-33582.16379004701,11010742.34025656
8.903519747660003,1.9443629139152974,0.10671735066547637,0.19601567035613077,0.01,-24898.661196901143,458945.0509068001
9.88688738745392,1.7872638495484736,0.10491197330551671,0.18020894187616165,0.01,-24838.54790923164,462068.582867221
0.04089188005698961,1.1652814541651138,0.03247792233147173,0.9100720319713141,0.01,-33574.17646955332,11080604.828344895
2.5340020654206783,0.029104856898447343,0.20330529644293593,0.6877038471787281,0.8826604037878348,-56814.59498888896,3426797.5700701033
0.04099101968121598,1.1522173392159962,0.03255563069768697,0.6125655186128082,0.01,-33575.35975087536,11056748.430575315
0.07227270292280177,2.07279301308197,0.057420968975768,0.8108558452399887,0.017704500075220526,-33574.75483736175,6267023.526414563
1.6927665794417825,0.08680794540174099,0.587984814519908,1.3351800543600394,2.511764152245292,-56814.472205656115,1184909.1226815374
0.04134478581350192,1.090916922340395,0.03287593640547382,0.4908761268088685,0.01,-33598.98565295631,10971634.94770479
1.4175703047624695,0.09471047283831756,0.6398693092503561,0.9985034978162525,2.730335998969089,-56814.44623197257,1088799.128749261
10.0,1.9296649206007304,0.10310516051741293,0.193732748782306,0.01,-24834.66337094942,459187.87656583905
1.4201759044933657,0.047035255523878716,0.30868815570561997,0.02482603817923171,1.2971296504643144,-56814.65311967839,2256934.04280265
2.7237040523747047,0.1261563578095263,0.794968369724755,0.5829376545614025,3.268336590552615,-56814.61271806367,876373.8083935673
0.04085128227132647,1.1698161633816195,0.032447468740496685,0.9940182818649024,0.01,-33574.09160280197,11090278.841383372
0.04085160014748707,1.1697383017156129,0.03244778194981632,2.016550133476397,0.01,-33574.09167712147,11090190.24329766
3.087720829058994,0.05657194304156922,0.4076523952754882,2.036510526491686,1.7980369301469947,-56814.44675750953,1709042.1607137306
1.8087673054760007,0.09080405026675216,0.6193395427495944,0.66150341885382,2.655848314633209,-56814.43754091507,1124893.1076085425
0.04818457596681661,1.3817710731746202,0.038281338987525844,0.5697861685484553,0.011802780868483909,-33574.64940463756,9400322.68421809
2.10485280304326,0.15687180827687944,0.9921495346575796,0.2382341722738192,4.087229292264614,-56814.50104146481,702201.8428640029
0.1760013527623777,5.059874188503865,0.13984016231191504,1.7508803951200784,0.043146721155687004,-33574.98161962537,2573157.9488549368
0.04102284397666272,1.1481432648786238,0.032580601762786675,1.9983975566878394,0.01,-33575.96364221527,11049250.741214598
3.7411430586294907,0.09485854153327523,0.6509758301565556,2.060590587765706,2.8000400103705534,-56814.49809662037,1070243.1902595726
0.040989646053163825,1.1524125494070327,0.032554231020418344,0.5857743885962874,0.01,-33575.359986406474,11057080.34295281
4.227141078385132,0.020426070004824572,0.15919816349564855,1.2967270120507264,0.7300010162987325,-56814.4051051243,4376331.674563429
0.16722887911321438,4.789209131347505,0.13282735774164736,4.060678248282765,0.04093692498280897,-33574.091574096514,2709165.0748706046
8.838179399115013,1.9011325199299165,0.10763212339534704,0.1909578393069435,0.01,-24899.700687877223,460036.26985055255
0.04138516585574698,1.1851403524697244,0.032871352321427474,3.351238679088128,0.010130624111376302,-33574.0915864265,10947243.287200075
0.06011665676242889,1.7393029441211707,0.04785121215682755,0.5632781921549715,0.014792820428858842,-33579.315886324475,7521567.631850869
2.677434196496527,0.05551007664831567,0.3406410813735076,1.2416714048964612,1.3798753391057663,-56815.5764785113,2045258.3905681758
1.6634858020174161,0.12531102052190696,0.862519281693558,3.3376258656208186,3.7163542660333393,-56814.41354635151,807735.4335495809
0.041313336961464685,1.1010739562700715,0.03284009908848612,0.4953963553200038,0.01,-33593.12976724455,10979243.243296394
1.3628783766704267,0.22077045161824835,1.4650237384438736,1.6306167013120583,6.192731121443929,-56814.39052472425,475547.4047326179
0.08603757833121341,2.4645099392636984,0.06834064396907653,1.1306132417147812,0.02106352750146844,-33574.17194946746,5265563.982400351
1.4370330338461954,0.14993765168208592,0.9359568510726145,0.6273039566881274,3.8283011138859275,-56814.55839062935,744360.8739238494
0.0893031908665176,2.557485033462404,0.0709319188573103,1.8603839327158052,0.021860893076738396,-33574.09160957356,5073184.655361982
0.07247231059521807,2.074713546577663,0.05756143816230872,3.3882720604992875,0.017738670928550616,-33574.09209318232,6251537.486631092
0.0408827975246768,1.1708277197450183,0.03247254329935207,0.7440811171530979,0.010007910174023218,-33574.09271063132,11081701.417434629
2.986004028335994,0.06852465083658801,0.45830852556322005,1.0220061708608263,1.9452144823143849,-56814.587536934676,1520132.5035286772
4.101152325467933,0.07028130533235738,0.540174283677157,1.2591489941489364,2.460333085393936,-56814.355127342365,1289764.159737601
3.80787074978725,0.10141277852190354,0.6533973221760244,0.4097324434466138,2.718684088661459,-56814.57594474015,1066259.103299797
0.043210002233743196,1.2376081943017168,0.034321626439700784,0.6261983233130746,0.010578015767232843,-33574.13506434203,10484699.717493104
0.01,0.07051081515903775,0.3884690287494987,1.2790261973989514,1.4807480872560836,-56814.17119677036,1793414.2963705815
2.814581603069321,0.07627997198571988,0.5422424775374294,1.613342616938817,2.3754555067221452,-56814.42525478538,1284823.6069190837
0.07025596739584135,2.012125989961972,0.05580331972953017,1.5849999881791292,0.017198648569874773,-33574.09158947386,6448555.869624314
0.06936000134602645,1.9895037202350947,0.05510646351029793,0.7846176629313061,0.01699147707737437,-33574.724550846586,6530217.0224783
0.06715607054503671,1.9226737477773659,0.05334030517032445,1.3319226219458147,0.016437965029863395,-33574.09197772175,6746341.458626411
0.0948773599277336,2.7199327168762912,0.07537177357096858,1.090574962489267,0.023236416021753553,-33574.46621692483,4774380.9984025275
0.04782180449918057,1.3695191010138705,0.037984060556781024,2.4357571893153125,0.01170649909788536,-33574.09157464007,9473738.437545985
0.04089405598198099,1.1636726685233718,0.032482370004319805,0.5339775430411511,0.01,-33574.440030482714,11079421.784031088
1.4179261377919923,0.07874152109463002,0.5390293185767197,1.3421013631124186,2.315907914729209,-56814.44908449912,1292487.244720389
4.146206881827084,0.07514149990381684,0.5204162945482917,1.0063032853948584,2.24960264465636,-56814.47065960067,1338704.0774887276
0.04120691120123082,1.1215447659231474,0.032732858207046016,3.164704836353696,0.01,-33583.257297967066,11005865.713105971
0.04086848792509049,1.1678919602678688,0.03246012907111801,0.9587145881225525,0.01,-33574.10762807113,11086198.896904776
0.06292622480716988,1.8032651601352534,0.04998664535196862,0.7807252108412074,0.01540859766787414,-33574.32641923586,7198999.336876184
0.04111521185599452,1.1354014994753676,0.032656630662104225,0.6043663594220259,0.01,-33578.81670173802,11027219.409644261
1.0482003465129328,0.3370382798505411,1.7522722214121746,0.9613766031432334,6.450569741485986,-56815.221456289786,397592.60852644226
3.5511274811130016,0.26049515267637935,1.4998313872356575,1.1716565733614015,5.863268881510908,-56814.94525718155,464514.0258156638
0.040813125567787475,1.1701403544946418,0.03243040703981857,0.46683769722799096,0.01,-33575.06533815939,11096524.825900733
2.019264547357606,0.029265360167375572,0.2116147673955587,2.2250595862682725,0.9350201675154761,-56814.5113176506,3292268.5514256335
1.9686024356558902,0.03228040849044289,0.2180798692526777,1.0474123296906914,0.9302890382682716,-56814.755408784986,3194734.247619712
0.04084399175849821,1.1694503190787655,0.03244573586728122,0.5109277537338075,0.01,-33574.4261154015,11091075.69251759
0.04085869796201449,1.1690407227253377,0.0324528770731453,2.5370398073218547,0.01,-33574.09451425487,11088529.326792091
0.041072551437890285,1.1329734748559326,0.032645630341401354,0.44657618049739467,0.01,-33581.22475501099,11032457.523421131
10.0,1.9297811094978365,0.10310294345488699,0.19373512026588127,0.01,-24834.663652820993,459194.0730498666
0.04798177838293173,1.3794376626813192,0.038138688114863525,0.5151654834919474,0.011767719545520281,-33575.76553177,9435870.814319968
0.0415793988291012,1.1908329634649197,0.033026110863614525,1.324383861148924,0.010178636814130356,-33574.09158742789,10895988.104875397
1.985531162457886,0.10465678569507876,0.701096831618182,0.3986481710920493,2.9781843397539003,-56814.446137982115,993718.9678076326
9.997728448517568,3.5454666272345556,0.16232695807720177,0.21342512045716433,0.017288612015677312,-25396.459964305628,453403.8561334851
0.05329344370427257,1.5262554770489412,0.042330346330276054,8.303499760002572,0.013045785261590693,-33574.0916009683,8501067.677763434
0.040856433956309564,1.1691847947947356,0.03245134544744528,0.9439044222202667,0.01,-33574.09361282442,11089040.933565317
0.0508447070986731,1.4843163979256535,0.040538112042755155,0.45644302303901596,0.012565328166986415,-33583.580714971264,8879589.2095683
2.579423536733404,0.11552004267738485,0.7601432893421266,1.6679424412186856,3.199007514541603,-56814.54423711746,916511.8838443168
0.3493517782494703,0.06273008739705782,0.3585834422133169,0.8472046244622778,1.3960816469740995,-56814.99813474812,1942891.5642003985
1.8410819949555397,0.20149146303776494,1.2721854374985058,1.1649336549239986,5.236024140642359,-56814.49952214831,547631.8618352909
0.08631590161913527,2.4719353431231363,0.06855943229968015,1.9959743350682297,0.021129686853311343,-33574.09157808339,5248752.26111134
