Sim,F_true,Nu2_true,Nu2_est,T_true,T_est,M21_true,M21_est,Theta,Loglik
1,0.1,0.1,0.09569098102968646,0.1,0.09555756952340726,0.5,0.44403327110740165,9984.65298074059,-5484.730382216876
2,0.1,0.1,0.09632701449690752,0.1,0.09361085621972942,0.5,0.47187604352827606,9939.6277453012,-5458.168217739121
3,0.1,0.1,0.09890775267136084,0.1,0.09878104093868689,0.5,0.513783175726583,10005.71790143764,-5440.451698916268
4,0.1,0.1,0.10043549962116828,0.1,0.09810312522577067,0.5,0.4869044120225221,10026.946394720078,-5454.968978411481
5,0.1,0.1,0.09912983611081012,0.1,0.09908482519071382,0.5,0.4737451877774188,9924.354350144757,-5469.003164912123
6,0.1,0.1,0.09787988255964883,0.1,0.09766619517138217,0.5,0.4767093805774099,9971.749888012831,-5471.061409154127
7,0.1,0.1,0.10013194899063095,0.1,0.10062194672061177,0.5,0.4475010932249787,10029.409632786628,-5485.744707298772
8,0.1,0.1,0.09664584728102145,0.1,0.09870143645349241,0.5,0.5168786050243948,10051.511890402971,-5472.238303129667
9,0.1,0.1,0.09710835707583033,0.1,0.09726834294967353,0.5,0.4870224773098957,9924.957816036625,-5457.987019926652
10,0.1,0.1,0.1031484950663963,0.1,0.10483954811848395,0.5,0.5392078897971339,9964.71203094976,-5461.262313943675
11,0.1,0.1,0.10055059848202072,0.1,0.10129617593076772,0.5,0.4659507770502347,9966.685846361976,-5411.002582996996
12,0.1,0.1,0.09774634397664096,0.1,0.09400221675708155,0.5,0.39429441204893523,9943.28909242472,-5434.216242732464
13,0.1,0.1,0.09549265199482133,0.1,0.09185008478717799,0.5,0.4381423888238338,10019.580369453444,-5461.126737198527
14,0.1,0.1,0.09561178972811177,0.1,0.0945482972773439,0.5,0.43681420182305597,10067.631155557068,-5449.880882104058
15,0.1,0.1,0.0975077971600358,0.1,0.097166974758629,0.5,0.4896686605260515,9964.306728736912,-5456.1040561114805
16,0.1,0.1,0.10005974771901291,0.1,0.09770975153197388,0.5,0.37313647459997906,9940.014529642087,-5461.773957751981
17,0.1,0.1,0.0984297192714383,0.1,0.09794966962040069,0.5,0.45609906421328134,10043.985998769638,-5454.781005548968
18,0.1,0.1,0.10365434341899465,0.1,0.09961988748014239,0.5,0.4334705842118344,9892.739172362028,-5439.132207063059
19,0.1,0.1,0.09989903541271312,0.1,0.09792915352274024,0.5,0.4247363809213384,10052.362592424412,-5450.369124549434
20,0.1,0.1,0.09383531516656421,0.1,0.09108806083357926,0.5,0.4879572842977213,10001.15037052001,-5448.355561344403
1,0.1,0.1,0.09902301541764004,0.1,0.09249291538746447,1.0,0.8468709172544673,9990.132589058912,-5561.400835847532
2,0.1,0.1,0.10082920994502802,0.1,0.09521794325687255,1.0,0.8386445480609268,9956.659479480104,-5583.535329541961
3,0.1,0.1,0.10121563985854434,0.1,0.09824997504722129,1.0,0.9239197304620022,9977.625039757162,-5576.610762568027
4,0.1,0.1,0.0984233681720671,0.1,0.10016129059100473,1.0,1.152177199789554,9971.66911087036,-5552.474320277352
5,0.1,0.1,0.08982242864826333,0.1,0.08926806414270848,1.0,0.8993255693815395,10028.253578964948,-5543.996922622358
6,0.1,0.1,0.09887720985629579,0.1,0.09768454925372971,1.0,0.9800766088009928,10013.485773320324,-5568.024514792497
7,0.1,0.1,0.09229842875916908,0.1,0.09197598343157293,1.0,1.0298171216515004,10082.25640056603,-5557.130688280906
8,0.1,0.1,0.09914748135092762,0.1,0.09474252416134932,1.0,0.7259572580807228,10035.559114168156,-5576.645304067251
