Sim,F_true,Nu0_true,Nu0_est,T_true,T_est,Theta,Loglik
14,0.1,0.25,0.24906256219603906,0.1,0.08263698952452861,9771.280233533336,-217.68713825626628
15,0.1,0.25,0.24230534014432098,0.1,0.08333522031486118,9836.69091325047,-214.34327919469115
16,0.1,0.25,0.23924373659353312,0.1,0.09067491463727101,9837.149801569165,-212.55338391498935
17,0.1,0.25,0.19248953328489404,0.1,0.08296284342229628,10086.687682126305,-214.70549876019186
18,0.1,0.25,0.21241618280519972,0.1,0.07916742355169612,9905.467949170474,-214.78309488140633
19,0.1,0.25,0.2209510575737765,0.1,0.07659387735460904,9945.882857755649,-211.88698625201312
20,0.1,0.25,0.2599275462492592,0.1,0.08426684464283948,9577.503220735276,-210.79472265364893
1,0.1,0.25,0.24328074672570937,0.2,0.17026356674814813,9800.193399471107,-213.7745520849918
2,0.1,0.25,0.2893582565361916,0.2,0.19915211934005078,9563.159297278191,-215.99460739936933
3,0.1,0.25,0.27582128466826644,0.2,0.1937575427741823,9720.733185848676,-213.70838820332176
4,0.1,0.25,0.2607220952662073,0.2,0.18175734549704023,9689.626998489952,-214.18615929209955
5,0.1,0.25,0.2554363748307865,0.2,0.1702206789313937,9679.608959502535,-213.8598606115395
6,0.1,0.25,0.2431603840743771,0.2,0.1703475845306057,9801.669435222255,-212.64179501509977
7,0.1,0.25,0.28016246974936365,0.2,0.17871091984585993,9445.834433495314,-213.18173177209826
8,0.1,0.25,0.27868350686446197,0.2,0.1693236347249602,9510.872441262041,-212.95915682601947
9,0.1,0.25,0.25203130004415764,0.2,0.17814361649292132,9783.620744762586,-216.00431063981398
10,0.1,0.25,0.2769920615632136,0.2,0.1860598435907222,9566.252583150208,-215.07387195093747
11,0.1,0.25,0.2546852138481529,0.2,0.17740626755499198,9750.849351049816,-216.82755648966986
12,0.1,0.25,0.24912818405113546,0.2,0.17393931827473336,9768.201040560174,-215.2962156732617
13,0.1,0.25,0.2569129029369145,0.2,0.18689218693791307,9612.427290668196,-211.47169177339777
14,0.1,0.25,0.2675364892928938,0.2,0.17529877733962343,9726.769761680624,-214.83968752966848
15,0.1,0.25,0.2609909197048242,0.2,0.16873418538509166,9643.280231216208,-215.94987522951362
16,0.1,0.25,0.2401799203143113,0.2,0.1835343300449929,9897.040722275608,-217.6161019632192
17,0.1,0.25,0.24524051149124798,0.2,0.1757360793166962,9841.209160863229,-213.12966727215712
18,0.1,0.25,0.28025793404440735,0.2,0.1739508245454421,9588.56140620804,-213.09505674897923
19,0.1,0.25,0.2518085182657242,0.2,0.178368659480984,9735.787476591106,-216.42020241506236
20,0.1,0.25,0.278774893902071,0.2,0.16490721436104513,9510.786308245031,-214.99125150519023
1,0.1,0.25,0.2699200135532288,0.3,0.2898588274900255,9587.393969848357,-210.38106586037952
2,0.1,0.25,0.2951667753602762,0.3,0.2817268959686213,9465.133781938226,-214.7904569247405
3,0.1,0.25,0.299296696587809,0.3,0.29560216209327067,9426.568655435092,-212.8973582922066
4,0.1,0.25,0.26922266474287965,0.3,0.28898402419281083,9590.54270112465,-211.95169568136987
5,0.1,0.25,0.2680933357155321,0.3,0.277296125888908,9564.33953942698,-208.58049235612327
6,0.1,0.25,0.2876736862142197,0.3,0.2907646234744917,9442.770637801897,-213.59516764137686
7,0.1,0.25,0.23281775165290533,0.3,0.2772553866693083,9929.415809698301,-214.80657443936843
8,0.1,0.25,0.30759340226833326,0.3,0.30330763387317233,9362.003217555404,-214.18980385223244
9,0.1,0.25,0.2553326109021165,0.3,0.28077006459427517,9806.889610699118,-211.20313211844814
10,0.1,0.25,0.2842092139531256,0.3,0.289587887479588,9578.740060268987,-213.14478190331556
11,0.1,0.25,0.271568370314414,0.3,0.24498216624319347,9502.474939166124,-212.64977346452315
12,0.1,0.25,0.2695662579448763,0.3,0.27786105731592287,9642.036646696206,-211.1104254069851
13,0.1,0.25,0.27766467884232837,0.3,0.2745469071035954,9543.037968985758,-213.1810501923287
14,0.1,0.25,0.2894226578774446,0.3,0.30620343908319253,9675.140897734062,-213.18064009415025
15,0.1,0.25,0.24374663125547796,0.3,0.2851403187242751,9895.87005061828,-216.12489839507202
16,0.1,0.25,0.2578797653266935,0.3,0.2918339404357073,9749.044021615597,-213.39111324042005
17,0.1,0.25,0.2823823132883475,0.3,0.30766099743327435,9571.692795191446,-211.50935642858212
18,0.1,0.25,0.24255577949786228,0.3,0.27402273455842746,9920.900639756403,-210.98806417912044
19,0.1,0.25,0.2828837784926119,0.3,0.27679756752987755,9501.16333608164,-211.23061986860387
20,0.1,0.25,0.2689844121388479,0.3,0.28003976212911924,9630.2728032213,-208.38226840680534
1,0.1,0.5,0.40749605886675094,0.1,0.06295830494374886,10029.837117020219,-214.8320872847993
2,0.1,0.5,0.44937446515711454,0.1,0.0793191010703717,9985.260001593988,-217.22254564480954
3,0.1,0.5,0.42395781459690524,0.1,0.07889996798740058,10013.47678749863,-215.27738277114952
4,0.1,0.5,0.39535806921485733,0.1,0.056642665012325746,9972.495556873664,-211.85748443192165
5,0.1,0.5,0.40814156548289054,0.1,0.05229756672905704,9825.180880380743,-212.94516960580154
6,0.1,0.5,0.42474675553467345,0.1,0.07209044826042922,9928.466130731318,-216.8324493652517
7,0.1,0.5,0.3978013386614134,0.1,0.062051218278222915,10002.599763444667,-214.5368608941667
8,0.1,0.5,0.46012015328172534,0.1,0.08350891120700885,9945.203245851191,-208.60171632734557
9,0.1,0.5,0.4635161272369317,0.1,0.06486770301137502,9791.789164175956,-213.7277688024517
10,0.1,0.5,0.4075276306927058,0.1,0.06293925042678895,9947.302000028552,-212.94976783297113
11,0.1,0.5,0.42686469919287184,0.1,0.0663173642716757,9883.707343841786,-214.74974248186152
12,0.1,0.5,0.4331082263260522,0.1,0.05880154511044834,9893.321810529165,-214.61296076049575
13,0.1,0.5,0.47223915400560984,0.1,0.07646666279840432,9877.254389223748,-212.8815581743803
14,0.1,0.5,0.4308240825169752,0.1,0.0886884765403901,9998.459143265873,-211.80828855592313
15,0.1,0.5,0.43115919359571875,0.1,0.06180501045611556,9921.374462754415,-214.85122996951725
16,0.1,0.5,0.4844503332719257,0.1,0.06854445626687106,9840.619211923236,-216.54655420094218
17,0.1,0.5,0.4367243252606271,0.1,0.08398300630863499,9913.716724841452,-215.5698806611756
18,0.1,0.5,0.4466082662390254,0.1,0.06862121270507786,9899.274101099967,-211.60343530016553
19,0.1,0.5,0.44792457864392377,0.1,0.09129876345901985,9942.58562273781,-212.3638427806619
20,0.1,0.5,0.4346569320635507,0.1,0.07758358386595172,10018.199294362545,-215.67987234395332
1,0.1,0.5,0.48532598810207306,0.2,0.1534718862782369,9857.49323519262,-217.02949335220922
2,0.1,0.5,0.5013171578818355,0.2,0.15933654868132358,9796.650385582163,-216.92942238827948
3,0.1,0.5,0.47606701337604296,0.2,0.14405199341217823,9849.987833643967,-214.09913174846122
4,0.1,0.5,0.4696288131132155,0.2,0.15439939298363023,9914.597483817082,-213.87724880996723
5,0.1,0.5,0.5028495008443492,0.2,0.13502789313724367,9691.534670710114,-215.79213039159856
6,0.1,0.5,0.47076850301782414,0.2,0.16135440582924596,9897.593219811597,-214.40073704516635
7,0.1,0.5,0.4901819233044027,0.2,0.13859486161754614,9706.48825753842,-215.32450264781892
8,0.1,0.5,0.4542308688145868,0.2,0.13487738805395513,9921.547485287121,-215.4311757371147
9,0.1,0.5,0.4989157507673289,0.2,0.14941372726788155,9737.018721833787,-214.39806361743956
10,0.1,0.5,0.49196870928969216,0.2,0.15858544247194864,9913.694729075836,-214.01566826024657
11,0.1,0.5,0.4759316448052632,0.2,0.14548834623889692,9874.830418994003,-219.29736510712212
12,0.1,0.5,0.4636042906003795,0.2,0.1556232840675515,9917.521079913302,-218.20572475518168
13,0.1,0.5,0.4955732773370144,0.2,0.15840356634445338,9872.930262536478,-218.35777787882137
14,0.1,0.5,0.5113022723287476,0.2,0.12559978820803863,9728.675900184735,-217.58263140532085
15,0.1,0.5,0.4991592467765653,0.2,0.132797813513731,9709.819836617024,-216.2472863819038
16,0.1,0.5,0.5377075207733616,0.2,0.1806819675670314,9766.803882560776,-214.8377257623721
17,0.1,0.5,0.4655495139315579,0.2,0.14175283225976393,9919.977738957312,-216.24580387146136
18,0.1,0.5,0.4852635588321682,0.2,0.151573081157981,9813.779475152729,-218.52507881468364
19,0.1,0.5,0.5043649562815363,0.2,0.1489645137828429,9841.018230856069,-218.28103085408975
20,0.1,0.5,0.4894349876628475,0.2,0.1666153398766083,9896.510751177713,-219.27173610391617
1,0.1,0.5,0.5209057270347661,0.3,0.22449430349564214,9686.996245990113,-214.46037846864942
2,0.1,0.5,0.5563200512154736,0.3,0.2618354749824628,9628.551629480158,-213.49756474071125
3,0.1,0.5,0.5352155849236003,0.3,0.2583607785111107,9712.403937034367,-216.4474897068818
4,0.1,0.5,0.51176962021211,0.3,0.22374487399240336,9699.981076984222,-216.71808308253878
5,0.1,0.5,0.510192797538243,0.3,0.2628567887632225,9801.161738747947,-214.54163867391333
6,0.1,0.5,0.5631720572881856,0.3,0.23533057687468648,9523.68012138472,-219.34668860540728
7,0.1,0.5,0.48528962065888076,0.3,0.2162027309287721,9787.160810166934,-217.8798890764142
8,0.1,0.5,0.4916581384865369,0.3,0.25063095211342407,9745.011702419448,-216.693240193959
9,0.1,0.5,0.5085494071250936,0.3,0.26546086977013134,9748.95660347656,-214.4109138854534
10,0.1,0.5,0.5807354435494494,0.3,0.24835463074179123,9584.10516464142,-215.88863220799738
11,0.1,0.5,0.5616835136927626,0.3,0.24565986911085352,9630.91484532289,-216.93818168371263
12,0.1,0.5,0.5243525718796254,0.3,0.2515179044432331,9676.14451298682,-216.61398788860743
13,0.1,0.5,0.5601695422492443,0.3,0.263218675494181,9676.770819145535,-212.4215943018669
14,0.1,0.5,0.5267851319488215,0.3,0.2460624636879537,9780.230016506637,-218.34706564359033
15,0.1,0.5,0.5391924792663972,0.3,0.2123870552354377,9618.191045453857,-210.91706505126365
16,0.1,0.5,0.5156171696931349,0.3,0.24740522967219708,9709.99725623567,-217.75810954663837
17,0.1,0.5,0.5274184845132259,0.3,0.2731078317394356,9747.45452529993,-210.87416939026025
18,0.1,0.5,0.4928151417903827,0.3,0.22480986856459012,9855.511538202369,-214.78490393489938
19,0.1,0.5,0.5074426344690744,0.3,0.251871636620843,9826.17730089396,-216.72775459051536
20,0.1,0.5,0.4930611610721336,0.3,0.2628451002668257,9879.981297720211,-216.32581229539733
