Sim,F_true,Nu0_true,Nu0_est,T_true,T_est,M21_true,M21_est,Theta,Loglik
1,0.3,0.1,0.0931958059132938,0.1,0.08983989190506526,0.5,0.3858211701961371,9920.664179105108,-5458.137143291893
2,0.3,0.1,0.09680710567750855,0.1,0.09475570544125203,0.5,0.33216370804002326,9907.133247661928,-5475.869217024608
3,0.3,0.1,0.09395797993515646,0.1,0.09236337050773538,0.5,0.4434018188992755,9966.53355503101,-5438.023136596829
4,0.3,0.1,0.09984928717842134,0.1,0.09777496110959723,0.5,0.5226763785854305,9993.058348854705,-5494.850866566475
5,0.3,0.1,0.09550662598381347,0.1,0.09165692734371363,0.5,0.3859630089169104,9904.004671007897,-5472.662563553917
6,0.3,0.1,0.10548643614350182,0.1,0.1042309555402195,0.5,0.4135022497194541,9874.934380264975,-5482.944076177375
7,0.3,0.1,0.09291018417203119,0.1,0.09327702103340887,0.5,0.42640549430124974,10054.635772667954,-5471.8956139551165
8,0.3,0.1,0.09578284769757757,0.1,0.09401034617992479,0.5,0.43839588762928905,9931.751042076039,-5456.606809171649
9,0.3,0.1,0.09517111493061647,0.1,0.09441457943807026,0.5,0.4691584041515676,10020.745014267708,-5479.637096489453
10,0.3,0.1,0.09296054981805729,0.1,0.09250071466126303,0.5,0.39613487773484873,9952.666615317983,-5488.09911460548
11,0.3,0.1,0.0957319931451231,0.1,0.09351243240776164,0.5,0.4714719515171447,10022.05554086846,-5441.245338584726
12,0.3,0.1,0.09445671445309825,0.1,0.09507038428497175,0.5,0.3627040537603897,10015.578438204826,-5444.33518109612
13,0.3,0.1,0.1031385917005457,0.1,0.10501001046382173,0.5,0.5237583554063872,9932.811075982147,-5481.785081505665
14,0.3,0.1,0.09459547316518127,0.1,0.09574662133778969,0.5,0.4208989925311679,9944.966482779064,-5471.658827473457
15,0.3,0.1,0.09598931839078782,0.1,0.09466539849047113,0.5,0.49346285126113254,9998.837357575941,-5475.086698430396
16,0.3,0.1,0.0937496182374102,0.1,0.09510811143403414,0.5,0.4921777979388612,10029.617936371495,-5465.234133306147
17,0.3,0.1,0.0978986877474826,0.1,0.09743316766183863,0.5,0.4521845056382887,9943.92997422658,-5465.437860283724
18,0.3,0.1,0.09155628393703596,0.1,0.09323631055424393,0.5,0.5568555244710462,9957.896720937757,-5459.853665336708
19,0.3,0.1,0.096551362678839,0.1,0.09544677328059213,0.5,0.48344249361975994,9988.813150287064,-5464.95097650249
20,0.3,0.1,0.09598798808120736,0.1,0.09324961758574131,0.5,0.39298207376133387,10073.803232889028,-5454.018319059662
1,0.3,0.1,0.09526589952731546,0.1,0.09015473908453395,1.0,0.8570965253990537,10014.867277240975,-5542.762877896155
2,0.3,0.1,0.0942469895580764,0.1,0.09251418683568044,1.0,0.9808860130394433,10092.354800398874,-5591.328892264477
3,0.3,0.1,0.09361601570409478,0.1,0.09489337160605331,1.0,1.0461010179211523,10043.33017518089,-5590.077952397114
4,0.3,0.1,0.09775529269755308,0.1,0.09681514440618122,1.0,0.8754482097456795,9935.8926675871,-5572.8160632709
5,0.3,0.1,0.09540801901736529,0.1,0.09207802963306919,1.0,0.8568981956175066,10034.49874157754,-5598.165482733829
6,0.3,0.1,0.10110693582929499,0.1,0.10068403892297714,1.0,0.8968152824151213,9999.333759973088,-5555.793306524793
7,0.3,0.1,0.09780714474226765,0.1,0.09796205074842287,1.0,0.8904855112518957,9959.97924962252,-5571.187842594945
8,0.3,0.1,0.09338571173819778,0.1,0.09363442118024375,1.0,0.9224910118921292,10042.149172348,-5544.340086182027
9,0.3,0.1,0.09844012908890941,0.1,0.09605305571798872,1.0,0.9064154727996385,9976.823302640963,-5589.050765870079
10,0.3,0.1,0.09616628797723338,0.1,0.09471964533569698,1.0,0.7696375626312354,10032.72685234053,-5547.998946713818
11,0.3,0.1,0.09871704970214568,0.1,0.09628777801369827,1.0,0.8638736068576457,9903.681551116568,-5544.167653191531
12,0.3,0.1,0.09484935441409283,0.1,0.09254192732105931,1.0,0.9733840312476847,10070.817709335264,-5563.416156569036
13,0.3,0.1,0.09586042694803279,0.1,0.09283895263833236,1.0,0.8964776206266967,10049.031831038052,-5592.31052477137
14,0.3,0.1,0.09585205248445508,0.1,0.09560257634197553,1.0,0.9116826879275094,9982.708534882366,-5584.51240974495
15,0.3,0.1,0.09740486475496644,0.1,0.0952947556558379,1.0,0.8591944308196374,10052.032705725249,-5566.413156545193
16,0.3,0.1,0.09679647172961617,0.1,0.09513320859219324,1.0,0.8383709991059853,10069.844781638258,-5570.8754642248805
17,0.3,0.1,0.09718527039187294,0.1,0.09456806868196269,1.0,0.8859267693352845,9917.13990160389,-5540.978138094811
18,0.3,0.1,0.09277354395608159,0.1,0.09313510801525014,1.0,0.8846612877732426,10084.715843140251,-5579.47298616395
19,0.3,0.1,0.09797469142823473,0.1,0.09622864267650083,1.0,0.8965493745216756,9951.828243167092,-5578.467847964607
20,0.3,0.1,0.08059727021220117,0.1,0.08150941307050627,1.0,1.0902937610687427,10105.728450157967,-5589.079790942391
1,0.3,0.1,0.09515871176354257,0.1,0.09231508547877884,1.5,1.2794678637871035,10137.768124050248,-5681.247664855075
2,0.3,0.1,0.10049750224435554,0.1,0.10334506205053003,1.5,1.548165125212223,9938.537241890237,-5623.094315002736
3,0.3,0.1,0.09472692379063913,0.1,0.09162206424144358,1.5,1.345099090950096,10008.956809930989,-5642.418583374196
4,0.3,0.1,0.09590778966843728,0.1,0.09308144981019853,1.5,1.4030120937717898,10050.047453362375,-5646.404124075719
5,0.3,0.1,0.09696331834275175,0.1,0.09191343367222637,1.5,1.4677525184078861,10051.14544997869,-5650.136193364713
6,0.3,0.1,0.09234049817838805,0.1,0.09111482189406983,1.5,1.4132972474732106,10082.343755600667,-5666.689088067556
7,0.3,0.1,0.08817632532377766,0.1,0.08336330289502505,1.5,1.2637941465101525,10155.399981179493,-5644.999413123325
8,0.3,0.1,0.09474793126374448,0.1,0.09462017704960941,1.5,1.4638059462674362,10035.101904019964,-5664.033197173438
9,0.3,0.1,0.09477248683129502,0.1,0.09392387249845423,1.5,1.3655852055081228,10069.223860291624,-5643.144733111534
10,0.3,0.1,0.10306471453146687,0.1,0.09765126511000456,1.5,1.2677425420853514,9762.424731293715,-5636.2392881613905
11,0.3,0.1,0.09623626301499336,0.1,0.09621690511782577,1.5,1.3309407371428723,10015.77709950775,-5632.647352808814
12,0.3,0.1,0.09627248601541528,0.1,0.09719211862832648,1.5,1.5107466112055967,9956.27340717249,-5632.4793846194225
13,0.3,0.1,0.09203186886977804,0.1,0.0906651496488981,1.5,1.270893279112837,10055.348642658346,-5610.157542305542
14,0.3,0.1,0.09662874546735783,0.1,0.09463143593292345,1.5,1.4334845712949627,10010.300113495257,-5658.3921769783965
15,0.3,0.1,0.09785731578161411,0.1,0.09711644338651793,1.5,1.3484453584613996,10011.919071064438,-5653.936610991481
16,0.3,0.1,0.09665461969428632,0.1,0.09497233669168466,1.5,1.3495468946209837,10046.517289571235,-5621.335516044283
17,0.3,0.1,0.09729170042902671,0.1,0.09596819401800051,1.5,1.3916711029110431,9992.935923859992,-5619.89918099329
18,0.3,0.1,0.09651890900820552,0.1,0.0973803464383129,1.5,1.4338002364017746,9965.201814020573,-5646.031637719653
19,0.3,0.1,0.09499973901148571,0.1,0.09619620544186808,1.5,1.4581003713672045,10036.6467351387,-5642.832406052279
20,0.3,0.1,0.09765143249582262,0.1,0.09626405257304871,1.5,1.301970958570197,9968.664479884044,-5649.759214096773
1,0.3,0.1,0.09243276391774151,0.2,0.1919729572825565,0.5,0.5471604574844895,9976.597159024393,-4650.099343936807
2,0.3,0.1,0.09207447461025854,0.2,0.18267002083388456,0.5,0.4518962602156316,10066.168340292517,-4666.717191794889
3,0.3,0.1,0.09535884176777122,0.2,0.18591585341033526,0.5,0.4448867572788697,10048.036116651632,-4658.334322167306
4,0.3,0.1,0.09125660048678237,0.2,0.1819026653362677,0.5,0.5173760297809143,9991.195901600151,-4651.1242574057
5,0.3,0.1,0.09470807070958592,0.2,0.21280377789299337,0.5,0.6795424401708612,9962.189279085427,-4666.473923544392
6,0.3,0.1,0.09802715521383532,0.2,0.19134327193717268,0.5,0.43247588263996767,9948.237481310118,-4640.235844821911
7,0.3,0.1,0.09869352833563717,0.2,0.18944249136124222,0.5,0.37139528281280937,9981.269934834507,-4687.889402629958
8,0.3,0.1,0.09635295945786894,0.2,0.18757574194311305,0.5,0.43196870880316224,10019.469033217893,-4636.904533400731
9,0.3,0.1,0.09361722586793128,0.2,0.1831521339155584,0.5,0.43159269863268057,9933.227730282992,-4627.968623234235
10,0.3,0.1,0.09775157952099804,0.2,0.19973414191190395,0.5,0.4713090947676632,9960.870706442363,-4635.740242237755
11,0.3,0.1,0.09643983122033674,0.2,0.19296225025914743,0.5,0.44974997292357954,9994.441956178362,-4645.184119501334
12,0.3,0.1,0.09863841017023316,0.2,0.1944754785594919,0.5,0.5098611980533503,9977.310372150685,-4648.95747795664
13,0.3,0.1,0.09283253856980851,0.2,0.18487838269116083,0.5,0.4628275613341578,9988.237174137132,-4666.194443575036
