Sim,F_true,Nu2_true,Nu2_est,T_true,T_est,M21_true,M21_est,Theta,Loglik
1,0.5,0.1,0.08397806160967546,0.1,0.0811618700280699,0.5,0.49593799363834884,10040.362122481276,-5503.976889388667
2,0.5,0.1,0.08764525134445368,0.1,0.08756178553441758,0.5,0.45667640241391055,10055.999612357104,-5552.015227417504
3,0.5,0.1,0.08891076512487234,0.1,0.08923209255635232,0.5,0.3610891057811372,10024.101121666292,-5489.578420296681
4,0.5,0.1,0.09730505200420904,0.1,0.09557138946462865,0.5,0.3438563696006781,10010.453661668264,-5524.953579979967
5,0.5,0.1,0.09108864224107523,0.1,0.08951515036586793,0.5,0.5045628865504104,10043.242496610352,-5523.596553061451
6,0.5,0.1,0.09317355534460005,0.1,0.09019862661179563,0.5,0.38687517555980866,9996.91307415347,-5498.818313361737
7,0.5,0.1,0.09104315339068396,0.1,0.091727525656777,0.5,0.4452585949774109,9960.364176927327,-5518.622668798075
8,0.5,0.1,0.08976894931324256,0.1,0.08787903674828478,0.5,0.4407019636463955,10034.298371703395,-5486.6079753008435
9,0.5,0.1,0.09046506521737907,0.1,0.08828862837541997,0.5,0.3886236557993584,9985.555035432837,-5517.848134468211
10,0.5,0.1,0.09297691894977159,0.1,0.09002376115957966,0.5,0.32392333224733033,10008.401881516233,-5515.870013350088
11,0.5,0.1,0.08942375423311782,0.1,0.09034815376349825,0.5,0.3710836357495513,9994.849517008617,-5525.642953017627
12,0.5,0.1,0.09453021553535405,0.1,0.09396944346945466,0.5,0.36067898234244433,10011.202895772538,-5487.704695399454
13,0.5,0.1,0.09154767683406312,0.1,0.09276093379287575,0.5,0.44914563253268436,9966.763717602451,-5507.961038165384
14,0.5,0.1,0.08969194767284139,0.1,0.08942378045275604,0.5,0.3994176106833605,10049.465454035653,-5534.721796381589
15,0.5,0.1,0.09026510800208308,0.1,0.08768140118311067,0.5,0.3255796810254549,10026.774691329578,-5518.969095617187
16,0.5,0.1,0.10042498297871809,0.1,0.10178525591455083,0.5,0.4113499561864783,9884.877580005237,-5506.894215506001
17,0.5,0.1,0.09301408478233475,0.1,0.09043078158720737,0.5,0.32693141780512636,9966.334146285588,-5487.774790679333
18,0.5,0.1,0.09211824791767102,0.1,0.09041369489428465,0.5,0.3565374070626301,9976.548120626176,-5506.846881254713
19,0.5,0.1,0.08792130051083799,0.1,0.08615901003429038,0.5,0.4184677720576947,10022.241673983148,-5497.1935759335865
20,0.5,0.1,0.10031500592624433,0.1,0.10283515658677549,0.5,0.3635128035428303,9912.916675358221,-5517.725228385436
1,0.5,0.1,0.09224223023235928,0.1,0.09081974958699329,1.0,0.8979555611940054,10008.74488853591,-5617.503633360785
2,0.5,0.1,0.09616042786919528,0.1,0.09446040045177603,1.0,0.8125862817089012,9942.49681667271,-5560.99029596324
3,0.5,0.1,0.08088250333408087,0.1,0.07747176110245874,1.0,0.7899719929804703,10042.215714067403,-5633.134097393165
