Sim,F_true,Nu0_true,Nu0_est,T_true,T_est,Theta,Loglik
1,0.4,0.1,0.08261555852496544,0.1,0.05741318772027883,9301.04331371964,-336.5562272824503
2,0.4,0.1,0.07692467623021543,0.1,0.0630243947586539,9296.671155253915,-338.3531246350733
3,0.4,0.1,0.08229482668850589,0.1,0.059160490948447324,9189.96322947435,-353.9849061816524
4,0.4,0.1,0.08206581727322265,0.1,0.055858621132273224,9217.994897404966,-324.5235570905994
5,0.4,0.1,0.08233380532346214,0.1,0.06304724630530924,9359.229890672204,-344.0277293044694
6,0.4,0.1,0.07753679574041035,0.1,0.060225931199186886,9357.89756702731,-354.71334836372796
7,0.4,0.1,0.08268061042681861,0.1,0.05607645633366,9067.032184821608,-336.6229889580867
8,0.4,0.1,0.08332841228839628,0.1,0.05042890080690228,8911.362678155892,-345.4665917009627
9,0.4,0.1,0.08374138679410918,0.1,0.06280045358345503,9236.140025739578,-336.0769520625487
10,0.4,0.1,0.07772625447997684,0.1,0.05592771786309181,9268.559560209802,-362.8685129379477
11,0.4,0.1,0.07483785810572849,0.1,0.06328705472495363,9537.759201239944,-346.58581185554124
12,0.4,0.1,0.07875863438258024,0.1,0.06124869388670241,9324.305078398475,-344.09192677565625
13,0.4,0.1,0.0811125743154221,0.1,0.06233104983286517,9338.585870715455,-338.2089447069543
14,0.4,0.1,0.0804429095486964,0.1,0.05939060106795675,9268.839436863624,-356.82180082601906
15,0.4,0.1,0.08656761688691958,0.1,0.060352263449109454,9135.208171496655,-349.6884368730848
16,0.4,0.1,0.08463479453263462,0.1,0.056541483137014265,9145.392486866012,-345.2763113341646
17,0.4,0.1,0.08139415081857702,0.1,0.05714324449784158,9190.43606452241,-354.20977154956097
18,0.4,0.1,0.08496371238265475,0.1,0.05899374564001358,9061.574509335276,-356.8088678603584
19,0.4,0.1,0.08395490354875969,0.1,0.06186828554245373,9268.067058380682,-350.32641546904335
20,0.4,0.1,0.07805376231404028,0.1,0.05958111574635987,9336.33851407895,-347.0102326537934
1,0.4,0.1,0.13591056301694224,0.2,0.17503859631738655,8426.350521965798,-336.33455124291334
2,0.4,0.1,0.15895770278358815,0.2,0.1753587209816353,8074.7253430340015,-372.18410521346664
3,0.4,0.1,0.16820387133802556,0.2,0.18863193268764306,7975.9429175168625,-358.7835468128708
4,0.4,0.1,0.1554086945303289,0.2,0.1755349243542772,8118.865345525113,-372.7674279353224
5,0.4,0.1,0.15690395742206933,0.2,0.18907522635228668,8165.269630939847,-361.25576428852264
6,0.4,0.1,0.15257383788454523,0.2,0.17004869810334874,8183.759374086978,-366.1186630625991
7,0.4,0.1,0.1627643162461896,0.2,0.18983321474126344,8047.1836847987115,-362.8166001761623
8,0.4,0.1,0.16112541961755025,0.2,0.1749035567483596,8021.715130009017,-361.8749681271556
9,0.4,0.1,0.15472446269786244,0.2,0.17706412488925927,8102.546465936652,-373.11601044081635
10,0.4,0.1,0.16509105537089724,0.2,0.17684981549609988,8090.419453910226,-374.817691965716
11,0.4,0.1,0.1568846434118475,0.2,0.18423532791407865,8287.804504167889,-365.97768870354787
12,0.4,0.1,0.16624152147786894,0.2,0.18149276192420155,7964.147880865102,-375.5035100058818
13,0.4,0.1,0.1566009914582698,0.2,0.17338214382028172,8096.586671640922,-368.9372238112021
14,0.4,0.1,0.17757034985454248,0.2,0.19194557619644204,7931.225868186843,-368.46211735316933
15,0.4,0.1,0.17421131345026902,0.2,0.1890017795771095,7940.03315246485,-370.42754050143367
16,0.4,0.1,0.16414266129655586,0.2,0.18031452152896005,8067.28059184117,-369.21878233825385
17,0.4,0.1,0.1449823198734862,0.2,0.1711975568857998,8259.436556531327,-375.25175706737014
18,0.4,0.1,0.19575564304761411,0.2,0.16064398448779454,7598.9409887207485,-367.5059100211057
19,0.4,0.1,0.171149314548102,0.2,0.18463841135529496,8096.093618627037,-365.8275893839552
20,0.4,0.1,0.1713047587003397,0.2,0.17885970827684886,8012.9489635137725,-369.31469352504894
1,0.4,0.1,0.24812607903625447,0.3,0.37404890544510216,7158.247769569814,-331.5198953504138
2,0.4,0.1,0.2882528097787491,0.3,0.4033262813958852,6897.49489239761,-334.8734670072172
3,0.4,0.1,0.22962937510927808,0.3,0.37033448858061113,7273.405776980461,-336.15781609179646
4,0.4,0.1,0.2939167994921056,0.3,0.3390889964185624,6816.95585616166,-327.3554195142332
5,0.4,0.1,0.26338820891557274,0.3,0.3791259849962565,7043.840068893892,-337.15531162968057
6,0.4,0.1,0.2694887699157284,0.3,0.3581113678662555,7062.9282814784865,-342.0003970446901
7,0.4,0.1,0.28035350619075194,0.3,0.39161719255482447,7026.860442821091,-328.11912859898644
8,0.4,0.1,0.27581869509451334,0.3,0.39730665557070055,7113.499310032784,-326.089872413329
9,0.4,0.1,0.24787607251931396,0.3,0.3528617869978443,7174.578371470096,-330.6874008848347
10,0.4,0.1,0.2641229811837761,0.3,0.3998541009160666,7040.513392155983,-327.82819078595617
11,0.4,0.1,0.2944830012835431,0.3,0.38844158479512897,6908.680952043903,-326.1367030381522
12,0.4,0.1,0.29275451162291044,0.3,0.39733881866371884,6887.799861634521,-326.3812526719317
13,0.4,0.1,0.264386430269442,0.3,0.39411915877279535,7085.977571574133,-326.51435039032174
14,0.4,0.1,0.25267412748016616,0.3,0.3554236681964053,7213.5233763094275,-339.01966951973907
15,0.4,0.1,0.2505302929404655,0.3,0.37648596524893385,7138.076924787913,-328.13497860472967
16,0.4,0.1,0.24448393474302715,0.3,0.4149093646910404,7258.230937008347,-336.49684019872484
17,0.4,0.1,0.314044814390356,0.3,0.38253015541192953,6778.446101198012,-337.02462082040927
18,0.4,0.1,0.22536424676230632,0.3,0.36708988303101414,7367.415740976852,-334.6493835944091
19,0.4,0.1,0.25404566374316395,0.3,0.39486872777549176,7243.348124592114,-338.30191108161944
20,0.4,0.1,0.28294858720957555,0.3,0.3838949555643707,7032.074767236821,-334.801449765196
1,0.4,0.25,0.12688412080078287,0.1,0.035346128824284076,9611.401479902017,-310.09911458382385
2,0.4,0.25,0.09866510253191783,0.1,0.023192965751869386,9441.714861413917,-296.1949319843501
3,0.4,0.25,0.11228313332503312,0.1,0.026693481864090075,9558.885850951843,-314.2146176749329
4,0.4,0.25,0.13327939643355283,0.1,0.03208582782341246,9465.65748845479,-304.25568281352014
5,0.4,0.25,0.10274028882888504,0.1,0.022696170614084566,9490.438318460958,-303.3336447388755
6,0.4,0.25,0.11642392109321131,0.1,0.02683466759768822,9443.790291832507,-305.410655370017
7,0.4,0.25,0.0918412013393957,0.1,0.021669827117119483,9580.611786441303,-305.7822995668698
8,0.4,0.25,0.11515246435088557,0.1,0.0274675069231543,9507.91017051517,-298.109001311646
