Sim,F_true,F_est,Nu2_true,Nu2_est,T_true,T_est,M21_true,M21_est,Theta,Loglik
1,0.5,0.377591348564784,0.25,0.17041490561590686,0.2,0.21087471217826456,1.0,0.3451805703772068,9625.731214541664,-6456.0707521222575
2,0.5,0.6010374381816108,0.25,0.17265007592003814,0.2,0.19261887153563068,1.0,0.43375275795078666,9544.26591853735,-6859.864149275001
3,0.5,0.4195272422682533,0.25,0.19708489272202964,0.2,0.2059609228143596,1.0,0.6435517288059192,9379.953158290575,-7027.594564998542
4,0.5,0.287673790550006,0.25,0.1741172500877029,0.2,0.228229454110495,1.0,1.0495041256264015,9364.106844287759,-6855.218866883675
5,0.5,0.4359908233795431,0.25,0.16916746071218014,0.2,0.1751073386452825,1.0,0.3581324579996806,9638.32917218764,-6711.8084225376
6,0.5,0.6290612160501905,0.25,0.178965107080453,0.2,0.18262749671734696,1.0,0.9631168997404813,9546.409245950912,-7239.957677118804
7,0.5,0.5026406905699554,0.25,0.1775681731757556,0.2,0.21124491678214288,1.0,0.2986575364283922,9425.287065905977,-6326.731416711495
8,0.5,0.4920886734601201,0.25,0.19974508329526877,0.2,0.19825757251843015,1.0,0.3313561182342719,9389.216771487252,-6796.108327328364
9,0.5,0.5524169995099502,0.25,0.1603974168610004,0.2,0.30727345979076254,1.0,2.619764113420913,9517.14085147072,-7305.44674375428
10,0.5,0.6674169859949598,0.25,0.1679052384696289,0.2,0.22542892233956432,1.0,1.7423932247560385,9653.560098293596,-7180.703657088157
11,0.5,0.6805695753832981,0.25,0.18200040945327425,0.2,0.18297080805185859,1.0,0.40040994142636127,9653.811839834532,-6796.041785172487
12,0.5,0.4184010439942069,0.25,0.1570416887263548,0.2,0.19721084673583492,1.0,0.15186641074903462,9578.662615458246,-6311.208362635695
13,0.5,0.33688064876206214,0.25,0.16627949011557322,0.2,0.18340665956638388,1.0,0.6628773537028252,9499.438786311932,-6960.95955492433
14,0.5,0.48803178611879133,0.25,0.17746566255404353,0.2,0.20837767055532996,1.0,0.9374789595293306,9553.335287976259,-7236.708063424416
15,0.5,0.1579241984568846,0.25,0.13363126806747835,0.2,0.28613053557412027,1.0,2.4352393972968778,9592.229690924602,-7238.333371186997
16,0.5,0.05228811850062758,0.25,0.12981189979717866,0.2,0.26357121059730365,1.0,2.1197888274009764,9506.886216205789,-8974.62571752489
17,0.5,0.5973073931968126,0.25,0.1705004615048878,0.2,0.24887421626198433,1.0,1.0575215588519702,9430.678274518683,-7056.925275589932
18,0.5,0.6246180634843104,0.25,0.15857501382590009,0.2,0.2539747820171893,1.0,1.7581803456067577,9429.92368923663,-7267.96696239113
19,0.5,0.5552147404131086,0.25,0.1857996623753713,0.2,0.19806760059246267,1.0,0.7847688438266877,9313.74604919764,-6913.4177873512945
20,0.5,0.31041042664754515,0.25,0.15871644397467488,0.2,0.20674396798623795,1.0,0.9470046780479107,9422.864626974511,-6887.552600298059
